name,position,age,nation,club,value,confederation,league
Gjivai Zechiël,Defensive Midfield,21.0,Netherlands,FC Utrecht,€4.00m,,
Livan Burcu,Left Winger,20.0,Türkiye,1.FC Union Berlin,€4.00m,,
Sebastián Boselli,Centre-Back,21.0,Uruguay,CA River Plate,€3.80m,,
Antonio Raimondo,Centre-Forward,21.0,Italy,Frosinone Calcio,€3.80m,,
Santino Andino,Left Winger,19.0,Argentina,CD Godoy Cruz Antonio Tomba,€3.50m,,
Álvaro Montoro,Attacking Midfield,18.0,Argentina,Botafogo de Futebol e Regatas,€3.50m,,
Bruno Durdov,Right Winger,17.0,Croatia,HNK Hajduk Split,€3.50m,,
Eivind Helland,Centre-Back,20.0,Norway,SK Brann,€3.50m,,
Matheus Alves,Attacking Midfield,20.0,Brazil,CSKA Moscow,€3.50m,,
Anton Matkovic,Centre-Forward,19.0,Croatia,NK Osijek,€3.50m,,
Vinicinho,Left Winger,21.0,Brazil,Red Bull Bragantino,€3.50m,,
Lorenzo Scipioni,Central Midfield,20.0,Argentina,Olympiacos Piraeus,€3.50m,,
Thiago Helguera,Defensive Midfield,19.0,Uruguay,SC Braga,€3.50m,,
Michal Gurgul,Left-Back,19.0,Poland,Lech Poznan,€3.50m,,
Denil Castillo,Central Midfield,21.0,Ecuador,FC Midtjylland,€3.50m,,
Matías Abaldo,Right Winger,21.0,Uruguay,Defensor Sporting Club,€3.50m,,
Lucas Høgsberg,Centre-Back,19.0,Denmark,FC Nordsjaelland,€3.50m,,
Marco Palestra,Right Midfield,20.0,Italy,Atalanta BC,€3.50m,,
Yaimar Medina,Left-Back,20.0,Ecuador,KRC Genk,€3.50m,,
Ognjen Mimovic,Right-Back,20.0,Serbia,Fenerbahce,€3.50m,,
Alex Luna,Second Striker,21.0,Argentina,Instituto ACC,€3.50m,,
Mateo Joseph,Centre-Forward,21.0,Spain,Leeds United,€3.50m,,
Maurice Krattenmacher,Attacking Midfield,19.0,Germany,Hertha BSC,€3.50m,,
Max Dean,Centre-Forward,21.0,England,KAA Gent,€3.50m,,
Charlie Hughes,Centre-Back,21.0,England,Hull City,€3.50m,,
Cihan Çanak,Right Winger,20.0,Türkiye,Trabzonspor,€3.50m,,
Alfie Devine,Attacking Midfield,20.0,England,Tottenham Hotspur,€3.50m,,
Liel Abada,Right Winger,23.0,Israel,Charlotte FC,€7.00m,,MLS
David Da Costa,Attacking Midfield,24.0,Portugal,Portland Timbers,€6.00m,,MLS
Ryan Gauld,Attacking Midfield,29.0,Scotland,Vancouver Whitecaps FC,€6.00m,,MLS
Petar Musa,Centre-Forward,27.0,Croatia,FC Dallas,€6.00m,,MLS
Hany Mukhtar,Attacking Midfield,30.0,Germany,Nashville SC,€6.00m,,MLS
Dániel Gazdag,Attacking Midfield,29.0,Hungary,Columbus Crew,€6.00m,,MLS
Kelvin Yeboah,Centre-Forward,25.0,Italy,Minnesota United FC,€6.00m,,MLS
Dejan Joveljić,Centre-Forward,25.0,Serbia,Sporting Kansas City,€5.50m,,MLS
Osman Bukari,Right Winger,26.0,Ghana,Austin FC,€5.00m,,MLS
Jack McGlynn,Central Midfield,22.0,United States,Houston Dynamo FC,€5.00m,,MLS
Kai Wagner,Left-Back,28.0,Germany,Philadelphia Union,€5.00m,,MLS
Tai Baribo,Centre-Forward,27.0,Israel,Philadelphia Union,€5.00m,,MLS
Sam Surridge,Centre-Forward,26.0,England,Nashville SC,€5.00m,,MLS
Marco Pašalić,Right Winger,24.0,Croatia,Orlando City SC,€5.00m,,MLS
Marcel Hartel,Central Midfield,29.0,Germany,St. Louis CITY SC,€4.50m,,MLS
Pep Biel,Attacking Midfield,28.0,Spain,Charlotte FC,€4.50m,,MLS
Onni Valakari,Attacking Midfield,25.0,Finland,San Diego FC,€4.00m,,MLS
Andrés Cubas,Defensive Midfield,29.0,Paraguay,Vancouver Whitecaps FC,€4.00m,,MLS
Braian Ojeda,Central Midfield,25.0,Paraguay,Real Salt Lake City,€4.00m,,MLS
Pedro de la Vega,Right Winger,24.0,Argentina,Seattle Sounders FC,€4.00m,,MLS
Saba Lobjanidze,Left Winger,30.0,Georgia,Atlanta United FC,€4.00m,,MLS
Bartosz Slisz,Defensive Midfield,26.0,Poland,Atlanta United FC,€4.00m,,MLS
Enea Mihaj,Centre-Back,27.0,Albania,Atlanta United FC,€4.00m,,MLS
Eduard Löwen,Central Midfield,28.0,Germany,St. Louis CITY SC,€4.00m,,MLS
Adilson Malanda,Centre-Back,23.0,France,Charlotte FC,€4.00m,,MLS
Marcus Ingvartsen,Centre-Forward,29.0,Denmark,San Diego FC,€4.00m,,MLS
Lewis Morgan,Left Winger,28.0,Scotland,New York Red Bulls,€4.00m,,MLS
Cedric Teuchert,Centre-Forward,28.0,Germany,St. Louis CITY SC,€3.50m,,MLS
Diogo Gonçalves,Left Winger,28.0,Portugal,Real Salt Lake City,€3.50m,,MLS
Santiago Moreno,Right Winger,25.0,Colombia,Portland Timbers,€3.50m,,MLS
Albert Rusnák,Attacking Midfield,31.0,Slovakia,Seattle Sounders FC,€3.50m,,MLS
Ahmed Qasem,Right Winger,22.0,Sweden,Nashville SC,€3.50m,,MLS
Jakob Glesnes,Centre-Back,31.0,Norway,Philadelphia Union,€3.50m,,MLS
Hannes Wolf,Right Winger,26.0,Austria,New York City FC,€3.50m,,MLS
Manu García,Attacking Midfield,27.0,Spain,Sporting Kansas City,€3.50m,,MLS
César Araújo,Defensive Midfield,24.0,Uruguay,Orlando City SC,€3.50m,,MLS
Joaquín Pereyra,Central Midfield,26.0,Argentina,Minnesota United FC,€3.50m,,MLS
Igor Jesus,Defensive Midfield,22.0,Brazil,Los Angeles FC,€3.50m,,MLS
Ondrej Lingr,Attacking Midfield,26.0,Czech Republic,Houston Dynamo FC,€3.00m,,MLS
Pavel Bucha,Central Midfield,27.0,Czech Republic,FC Cincinnati,€3.00m,,MLS
Ben Sheaf,Defensive Midfield,27.0,England,Coventry City,€7.00m,,Championship
Josh Eccles,Central Midfield,25.0,England,Coventry City,€7.00m,,Championship
Chiedozie Ogbene,Right Winger,28.0,Ireland,Ipswich Town,€7.00m,,Championship
Anis Mehmeti,Left Winger,24.0,Albania,Bristol City,€7.00m,,Championship
Jason Knight,Central Midfield,24.0,Ireland,Bristol City,€7.00m,,Championship
Ephron Mason-Clark,Left Winger,25.0,England,Coventry City,€6.50m,,Championship
Ellis Simms,Centre-Forward,24.0,England,Coventry City,€6.00m,,Championship
Conor Chaplin,Second Striker,28.0,England,Ipswich Town,€6.00m,,Championship
Luke Thomas,Left-Back,24.0,England,Leicester City,€6.00m,,Championship
Imrân Louza,Central Midfield,26.0,Morocco,Watford FC,€6.00m,,Championship
Will Smallbone,Central Midfield,25.0,Ireland,Southampton FC,€6.00m,,Championship
Samuel Edozie,Left Winger,22.0,England,Southampton FC,€6.00m,,Championship
Carlton Morris,Centre-Forward,29.0,England,Derby County,€5.50m,,Championship
Matt Grimes,Defensive Midfield,30.0,England,Coventry City,€5.00m,,Championship
Ben Wilmot,Centre-Back,25.0,England,Stoke City,€4.80m,,Championship
Liam Kitching,Centre-Back,25.0,England,Coventry City,€4.50m,,Championship
Nathan Broadhead,Left Winger,27.0,Wales,Ipswich Town,€4.50m,,Championship
Ricardo Pereira,Right-Back,31.0,Portugal,Leicester City,€4.50m,,Championship
Ryan Giles,Left-Back,25.0,England,Hull City,€4.50m,,Championship
Scott Twine,Attacking Midfield,26.0,England,Bristol City,€4.50m,,Championship
Harry Clarke,Right-Back,24.0,England,Ipswich Town,€4.50m,,Championship
Giorgi Chakvetadze,Attacking Midfield,25.0,Georgia,Watford FC,€4.50m,,Championship
Emil Riis,Centre-Forward,27.0,Denmark,Bristol City,€4.50m,,Championship
Jay Dasilva,Left-Back,27.0,Wales,Coventry City,€4.00m,,Championship
Calvin Stengs,Attacking Midfield,26.0,Netherlands,Feyenoord Rotterdam,€7.00m,,Eredivisie
Chuba Akpom,Centre-Forward,29.0,England,Ajax Amsterdam,€7.00m,,Eredivisie
Jordan Lotomba,Right-Back,26.0,Switzerland,Feyenoord Rotterdam,€6.50m,,Eredivisie
Oliver Antman,Right Winger,23.0,Finland,Go Ahead Eagles,€6.00m,,Eredivisie
Bart van Rooij,Right-Back,24.0,Netherlands,Twente Enschede FC,€6.00m,,Eredivisie
Oliver Edvardsen,Left Winger,26.0,Norway,Ajax Amsterdam,€5.00m,,Eredivisie
Michel Vlap,Attacking Midfield,28.0,Netherlands,Twente Enschede FC,€5.00m,,Eredivisie
Alassane Pléa,Centre-Forward,32.0,France,PSV Eindhoven,€5.00m,,Eredivisie
Kian Fitz-Jim,Central Midfield,22.0,Netherlands,Ajax Amsterdam,€5.00m,,Eredivisie
Ahmetcan Kaplan,Centre-Back,22.0,Türkiye,Ajax Amsterdam,€5.00m,,Eredivisie
Gonçalo Borges,Right Winger,24.0,Portugal,Feyenoord Rotterdam,€5.00m,,Eredivisie
Miguel Rodríguez,Right Winger,22.0,Spain,FC Utrecht,€4.50m,,Eredivisie
Wout Weghorst,Centre-Forward,32.0,Netherlands,Ajax Amsterdam,€4.00m,,Eredivisie
Jacob Trenskow,Right Winger,24.0,Denmark,SC Heerenveen,€4.00m,,Eredivisie
Denso Kasius,Right-Back,22.0,Netherlands,AZ Alkmaar,€4.00m,,Eredivisie
Sontje Hansen,Right Winger,23.0,Netherlands,NEC Nijmegen,€4.00m,,Eredivisie
Daan Rots,Right Winger,23.0,Netherlands,Twente Enschede FC,€4.00m,,Eredivisie
Oussama Targhalline,Defensive Midfield,23.0,Morocco,Feyenoord Rotterdam,€4.00m,,Eredivisie
Stije Resink,Defensive Midfield,22.0,Netherlands,FC Groningen,€4.00m,,Eredivisie
Sam Lammers,Centre-Forward,28.0,Netherlands,Twente Enschede FC,€4.00m,,Eredivisie
Sivert Mannsverk,Defensive Midfield,23.0,Norway,Ajax Amsterdam,€4.00m,,Eredivisie
Marcus Linday,Central Midfield,22.0,Sweden,SC Heerenveen,€4.00m,,Eredivisie
Can Bozdogan,Central Midfield,24.0,Germany,FC Utrecht,€3.50m,,Eredivisie
Tobias Lauritsen,Centre-Forward,27.0,Norway,Sparta Rotterdam,€3.50m,,Eredivisie
Zico Buurmeester,Central Midfield,23.0,Netherlands,AZ Alkmaar,€3.50m,,Eredivisie
Steven Berghuis,Right Winger,33.0,Netherlands,Ajax Amsterdam,€3.50m,,Eredivisie
Siebe Horemans,Right-Back,27.0,Belgium,FC Utrecht,€3.50m,,Eredivisie
Branco van den Boomen,Central Midfield,30.0,Netherlands,Ajax Amsterdam,€3.50m,,Eredivisie
Owen Wijndal,Left-Back,25.0,Netherlands,Ajax Amsterdam,€3.50m,,Eredivisie
Kristijan Belic,Defensive Midfield,24.0,Serbia,AZ Alkmaar,€3.50m,,Eredivisie
Davy Klaassen,Central Midfield,32.0,Netherlands,Ajax Amsterdam,€3.50m,,Eredivisie
Mayckel Lahdo,Right Winger,22.0,Sweden,AZ Alkmaar,€3.00m,,Eredivisie
Przemyslaw Frankowski,Right-Back,30.0,Poland,Galatasaray,€7.00m,,Süper Lig
Abdülkerim Bardakcı,Centre-Back,30.0,Türkiye,Galatasaray,€7.00m,,Süper Lig
Felix Uduokhai,Centre-Back,27.0,Germany,Besiktas JK,€7.00m,,Süper Lig
İrfan Can Kahveci,Right Winger,30.0,Türkiye,Fenerbahce,€7.00m,,Süper Lig
Milot Rashica,Right Winger,29.0,Kosovo,Besiktas JK,€6.50m,,Süper Lig
Mert Müldür,Right-Back,26.0,Türkiye,Fenerbahce,€6.00m,,Süper Lig
Danylo Sikan,Centre-Forward,24.0,Ukraine,Trabzonspor,€6.00m,,Süper Lig
Emirhan Topçu,Centre-Back,24.0,Türkiye,Besiktas JK,€5.50m,,Süper Lig
Muhammed Cham,Attacking Midfield,24.0,Austria,Trabzonspor,€5.50m,,Süper Lig
Derrick Köhn,Left-Back,26.0,Germany,Galatasaray,€5.00m,,Süper Lig
David Jurásek,Left-Back,24.0,Czech Republic,Besiktas JK,€5.00m,,Süper Lig
Eren Elmalı,Left-Back,25.0,Türkiye,Galatasaray,€5.00m,,Süper Lig
Ahmed Kutucu,Left Winger,25.0,Türkiye,Galatasaray,€5.00m,,Süper Lig
Festy Ebosele,Right-Back,22.0,Ireland,Basaksehir FK,€4.60m,,Süper Lig
Amir Hadziahmetovic,Defensive Midfield,28.0,Bosnia-Herzegovina,Besiktas JK,€4.50m,,Süper Lig
Arseniy Batagov,Centre-Back,23.0,Ukraine,Trabzonspor,€4.50m,,Süper Lig
Berat Özdemir,Defensive Midfield,27.0,Türkiye,Basaksehir FK,€4.20m,,Süper Lig
Kaan Ayhan,Centre-Back,30.0,Türkiye,Galatasaray,€4.00m,,Süper Lig
Qazim Laci,Central Midfield,29.0,Albania,Caykur Rizespor,€4.00m,,Süper Lig
Yusuf Sarı,Right Winger,26.0,Türkiye,Basaksehir FK,€3.80m,,Süper Lig
Carlo Holse,Attacking Midfield,26.0,Denmark,Samsunspor,€3.80m,,Süper Lig
Marius Mouandilmadji,Centre-Forward,27.0,Chad,Samsunspor,€3.50m,,Süper Lig
Lincoln,Attacking Midfield,26.0,Brazil,Fenerbahce,€3.50m,,Süper Lig
Davie Selke,Centre-Forward,30.0,Germany,Basaksehir FK,€3.50m,,Süper Lig
Denis Drăguș,Centre-Forward,26.0,Romania,Eyüpspor,€3.50m,,Süper Lig
Calegari,Right-Back,23.0,Brazil,Eyüpspor,€3.50m,,Süper Lig
Jakub Kaluzinski,Defensive Midfield,22.0,Poland,Antalyaspor,€3.50m,,Süper Lig
Arbnor Muja,Right Winger,26.0,Albania,Samsunspor,€3.40m,,Süper Lig
Berkan Kutlu,Central Midfield,27.0,Türkiye,Galatasaray,€3.20m,,Süper Lig
Miguel Crespo,Central Midfield,28.0,Portugal,Basaksehir FK,€3.20m,,Süper Lig
Bruno Petkovic,Centre-Forward,30.0,Croatia,Kocaelispor,€3.00m,,Süper Lig
Enis Bardhi,Attacking Midfield,30.0,North Macedonia,Konyaspor,€3.00m,,Süper Lig
Valentin Mihăilă,Left Winger,25.0,Romania,Caykur Rizespor,€3.00m,,Süper Lig
Joe Mendes,Right-Back,22.0,Sweden,Samsunspor,€3.00m,,Süper Lig
Léo Duarte,Centre-Back,29.0,Brazil,Basaksehir FK,€3.00m,,Süper Lig
Enis Destan,Centre-Forward,23.0,Türkiye,Trabzonspor,€3.00m,,Süper Lig
Bakhtiyor Zaynutdinov,Left-Back,27.0,Kazakhstan,Besiktas JK,€3.00m,,Süper Lig
Adam Idah,Centre-Forward,24.0,Ireland,Celtic FC,€6.50m,,Scottish Premiership
Benjamin Nygren,Right Winger,24.0,Sweden,Celtic FC,€6.00m,,Scottish Premiership
Max Aarons,Right-Back,25.0,England,Rangers FC,€6.00m,,Scottish Premiership
Paulo Bernardo,Central Midfield,23.0,Portugal,Celtic FC,€5.50m,,Scottish Premiership
Callum McGregor,Central Midfield,32.0,Scotland,Celtic FC,€5.00m,,Scottish Premiership
John Souttar,Centre-Back,28.0,Scotland,Rangers FC,€4.00m,,Scottish Premiership
Liam Scales,Centre-Back,26.0,Ireland,Celtic FC,€4.00m,,Scottish Premiership
Dujon Sterling,Right-Back,25.0,England,Rangers FC,€3.50m,,Scottish Premiership
Rıdvan Yılmaz,Left-Back,24.0,Türkiye,Rangers FC,€3.50m,,Scottish Premiership
Nedim Bajrami,Attacking Midfield,26.0,Albania,Rangers FC,€3.00m,,Scottish Premiership
Óscar Cortés,Left Winger,21.0,Colombia,Rangers FC,€3.00m,,Scottish Premiership
Lawrence Shankland,Centre-Forward,29.0,Scotland,Heart of Midlothian FC,€2.50m,,Scottish Premiership
Luke McCowan,Central Midfield,27.0,Scotland,Celtic FC,€2.50m,,Scottish Premiership
Ben Davies,Centre-Back,29.0,England,Rangers FC,€2.50m,,Scottish Premiership
Connor Barron,Central Midfield,22.0,Scotland,Rangers FC,€2.50m,,Scottish Premiership
Robin Pröpper,Centre-Back,31.0,Netherlands,Rangers FC,€2.00m,,Scottish Premiership
Danilo,Centre-Forward,26.0,Brazil,Rangers FC,€2.00m,,Scottish Premiership
Thelo Aasgaard,Attacking Midfield,23.0,Norway,Rangers FC,€2.00m,,Scottish Premiership
Djeidi Gassama,Left Winger,21.0,France,Rangers FC,€2.00m,,Scottish Premiership
Topi Keskinen,Left Winger,22.0,Finland,Aberdeen FC,€2.00m,,Scottish Premiership
Joe Rothwell,Central Midfield,30.0,England,Rangers FC,€1.80m,,Scottish Premiership
Lyall Cameron,Attacking Midfield,22.0,Scotland,Rangers FC,€1.80m,,Scottish Premiership
David Watson,Central Midfield,20.0,Scotland,Kilmarnock FC,€1.50m,,Scottish Premiership
Élie Youan,Left Winger,26.0,France,Hibernian FC,€1.50m,,Scottish Premiership
Beni Baningime,Defensive Midfield,26.0,DR Congo,Heart of Midlothian FC,€1.50m,,Scottish Premiership
James Tavernier,Right-Back,33.0,England,Rangers FC,€1.50m,,Scottish Premiership
Rabbi Matondo,Right Winger,24.0,Wales,Rangers FC,€1.50m,,Scottish Premiership
Anthony Ralston,Right-Back,26.0,Scotland,Celtic FC,€1.50m,,Scottish Premiership
Alexander Jensen,Right-Back,23.0,Denmark,Aberdeen FC,€1.50m,,Scottish Premiership
Adil Aouchiche,Attacking Midfield,23.0,France,Aberdeen FC,€1.50m,,Scottish Premiership
Slobodan Rubezic,Centre-Back,25.0,Montenegro,Aberdeen FC,€1.50m,,Scottish Premiership
Leighton Clarkson,Attacking Midfield,23.0,England,Aberdeen FC,€1.30m,,Scottish Premiership
Josh Campbell,Attacking Midfield,25.0,Scotland,Hibernian FC,€1.20m,,Scottish Premiership
Jamie McGrath,Attacking Midfield,28.0,Ireland,Hibernian FC,€1.20m,,Scottish Premiership
Michael Steinwender,Centre-Back,25.0,Austria,Heart of Midlothian FC,€1.20m,,Scottish Premiership
James Wilson,Centre-Forward,18.0,Scotland,Heart of Midlothian FC,€1.20m,,Scottish Premiership
Pape Habib Guèye,Centre-Forward,25.0,Senegal,Aberdeen FC,€1.20m,,Scottish Premiership
Kieron Bowie,Centre-Forward,22.0,Scotland,Hibernian FC,€1.00m,,Scottish Premiership
Kieran Dowell,Attacking Midfield,27.0,England,Rangers FC,€1.00m,,Scottish Premiership
Ross McCausland,Right Winger,22.0,Northern Ireland,Rangers FC,€1.00m,,Scottish Premiership
Stephen Welsh,Centre-Back,25.0,Scotland,Celtic FC,€1.00m,,Scottish Premiership
Shayden Morris,Right Winger,23.0,England,Aberdeen FC,€1.00m,,Scottish Premiership
Kristers Tobers,Centre-Back,24.0,Latvia,Aberdeen FC,€1.00m,,Scottish Premiership
Ester Sokler,Centre-Forward,26.0,Slovenia,Aberdeen FC,€1.00m,,Scottish Premiership
Rocky Bushiri,Centre-Back,25.0,DR Congo,Hibernian FC,€900k,,Scottish Premiership
Lewis Mayo,Centre-Back,25.0,Scotland,Kilmarnock FC,€850k,,Scottish Premiership
Josh Mulligan,Right Midfield,22.0,Scotland,Hibernian FC,€800k,,Scottish Premiership
Nicky Cadden,Left Midfield,28.0,Scotland,Hibernian FC,€800k,,Scottish Premiership
Emmanuel Longelo,Left-Back,24.0,England,Motherwell FC,€800k,,Scottish Premiership
Ibrahim Said,Right Winger,23.0,Nigeria,Motherwell FC,€800k,,Scottish Premiership
Will Ferry,Left Midfield,24.0,Ireland,Dundee United FC,€800k,,Scottish Premiership
Frankie Kent,Centre-Back,29.0,England,Heart of Midlothian FC,€800k,,Scottish Premiership
Liam Kelly,Goalkeeper,29.0,Scotland,Rangers FC,€800k,,Scottish Premiership
Blair Spittal,Central Midfield,29.0,Scotland,Heart of Midlothian FC,€800k,,Scottish Premiership
Leon King,Centre-Back,21.0,Scotland,Rangers FC,€800k,,Scottish Premiership
Bailey Rice,Defensive Midfield,18.0,Scotland,Rangers FC,€800k,,Scottish Premiership
Vicko Sevelj,Defensive Midfield,24.0,Croatia,Dundee United FC,€700k,,Scottish Premiership
Mark O'Hara,Defensive Midfield,29.0,Scotland,St. Mirren FC,€700k,,Scottish Premiership
Yan Dhanda,Attacking Midfield,26.0,England,Heart of Midlothian FC,€700k,,Scottish Premiership
Ross Graham,Centre-Back,24.0,Scotland,Dundee United FC,€700k,,Scottish Premiership
Joe Newell,Central Midfield,32.0,England,Hibernian FC,€700k,,Scottish Premiership
Ewan Wilson,Left-Back,20.0,Scotland,Motherwell FC,€700k,,Scottish Premiership
Lewis Neilson,Centre-Back,22.0,Scotland,Falkirk FC,€700k,,Scottish Premiership
Alfie Dorrington,Centre-Back,20.0,England,Aberdeen FC,€700k,,Scottish Premiership
Robbie Deas,Centre-Back,25.0,Scotland,Kilmarnock FC,€650k,,Scottish Premiership
Dylan Levitt,Central Midfield,24.0,Wales,Hibernian FC,€650k,,Scottish Premiership
Alasana Manneh,Central Midfield,27.0,The Gambia,Hibernian FC,€650k,,Scottish Premiership
Ryan Astley,Centre-Back,23.0,Wales,Dundee FC,€600k,,Scottish Premiership
Marvin Ekpiteta,Centre-Back,29.0,England,Hibernian FC,€600k,,Scottish Premiership
Ante Palaversa,Defensive Midfield,25.0,Croatia,Aberdeen FC,€600k,,Scottish Premiership
Filip Ugrinic,Central Midfield,26.0,Switzerland,BSC Young Boys,€7.00m,,Swiss SuperLeague
Joël Monteiro,Right Midfield,25.0,Switzerland,BSC Young Boys,€6.00m,,Swiss SuperLeague
Adrian Leon Barisic,Centre-Back,24.0,Bosnia-Herzegovina,FC Basel 1893,€5.00m,,Swiss SuperLeague
Karim Sow,Centre-Back,22.0,Switzerland,FC Lausanne-Sport,€5.00m,,Swiss SuperLeague
Christian Witzig,Left Midfield,24.0,Switzerland,FC St. Gallen 1879,€5.00m,,Swiss SuperLeague
Koba Koindredi,Central Midfield,23.0,France,FC Basel 1893,€4.50m,,Swiss SuperLeague
Finn van Breemen,Centre-Back,22.0,Netherlands,FC Basel 1893,€4.50m,,Swiss SuperLeague
Kevin Carlos,Centre-Forward,24.0,Spain,FC Basel 1893,€4.50m,,Swiss SuperLeague
Jamie Roche,Defensive Midfield,24.0,Sweden,FC Lausanne-Sport,€4.50m,,Swiss SuperLeague
Dominik Schmid,Left-Back,27.0,Switzerland,FC Basel 1893,€4.00m,,Swiss SuperLeague
Timothé Cognat,Central Midfield,27.0,France,Servette FC,€4.00m,,Swiss SuperLeague
Lukasz Lakomy,Central Midfield,24.0,Poland,BSC Young Boys,€3.50m,,Swiss SuperLeague
Gregory Wüthrich,Centre-Back,30.0,Switzerland,BSC Young Boys,€3.50m,,Swiss SuperLeague
Lars Villiger,Centre-Forward,22.0,Switzerland,FC Luzern,€3.50m,,Swiss SuperLeague
Ilyas Chouaref,Left Winger,24.0,Malta,FC Sion,€3.50m,,Swiss SuperLeague
Antonios Papadopoulos,Centre-Back,25.0,Greece,FC Lugano,€3.50m,,Swiss SuperLeague
Alan Virginius,Left Winger,22.0,France,BSC Young Boys,€3.00m,,Swiss SuperLeague
Darian Males,Right Midfield,24.0,Switzerland,BSC Young Boys,€3.00m,,Swiss SuperLeague
Lewin Blum,Right-Back,23.0,Switzerland,BSC Young Boys,€3.00m,,Swiss SuperLeague
Metinho,Central Midfield,22.0,Brazil,FC Basel 1893,€3.00m,,Swiss SuperLeague
Edimilson Fernandes,Defensive Midfield,29.0,Switzerland,BSC Young Boys,€3.00m,,Swiss SuperLeague
Alexis Antunes,Attacking Midfield,24.0,Switzerland,Servette FC,€3.00m,,Swiss SuperLeague
Théo Berdayes,Right Winger,23.0,Switzerland,FC Sion,€3.00m,,Swiss SuperLeague
Uran Bislimi,Attacking Midfield,25.0,Switzerland,FC Lugano,€3.00m,,Swiss SuperLeague
Marin Soticek,Right Winger,20.0,Croatia,FC Basel 1893,€2.50m,,Swiss SuperLeague
Bung Meng Freimann,Centre-Back,19.0,Switzerland,FC Luzern,€2.50m,,Swiss SuperLeague
Anton Miranchuk,Attacking Midfield,29.0,Russia,FC Sion,€2.50m,,Swiss SuperLeague
Xherdan Shaqiri,Attacking Midfield,33.0,Switzerland,FC Basel 1893,€2.00m,,Swiss SuperLeague
Léo Leroy,Central Midfield,25.0,France,FC Basel 1893,€2.00m,,Swiss SuperLeague
Yanis Cimignani,Left Midfield,23.0,France,FC Lugano,€2.00m,,Swiss SuperLeague
Kastriot Imeri,Central Midfield,25.0,Switzerland,BSC Young Boys,€2.00m,,Swiss SuperLeague
Gabriel Sigua,Central Midfield,20.0,Georgia,FC Basel 1893,€2.00m,,Swiss SuperLeague
Rayan Raveloson,Central Midfield,28.0,Madagascar,BSC Young Boys,€2.00m,,Swiss SuperLeague
Christian Fassnacht,Right Winger,31.0,Switzerland,BSC Young Boys,€2.00m,,Swiss SuperLeague
Théo Magnin,Right-Back,21.0,Switzerland,Servette FC,€2.00m,,Swiss SuperLeague
Keyan Varela,Left Winger,19.0,Portugal,Servette FC,€2.00m,,Swiss SuperLeague
Lukas Mai,Centre-Back,25.0,Germany,FC Lugano,€2.00m,,Swiss SuperLeague
Jahnoah Markelo,Right Winger,22.0,Netherlands,FC Zürich,€2.00m,,Swiss SuperLeague
Corsin Konietzke,Defensive Midfield,19.0,Switzerland,FC St. Gallen 1879,€2.00m,,Swiss SuperLeague
Carlo Boukhalfa,Central Midfield,26.0,Germany,FC St. Gallen 1879,€2.00m,,Swiss SuperLeague
Tanguy Zoukrou,Centre-Back,22.0,France,BSC Young Boys,€1.80m,,Swiss SuperLeague
Donat Rrudhani,Right Midfield,26.0,Kosovo,BSC Young Boys,€1.80m,,Swiss SuperLeague
Levin Winkler,Central Midfield,21.0,Switzerland,FC Luzern,€1.80m,,Swiss SuperLeague
Bledian Krasniqi,Attacking Midfield,24.0,Kosovo,FC Zürich,€1.70m,,Swiss SuperLeague
Bastien Toma,Central Midfield,26.0,Switzerland,FC St. Gallen 1879,€1.50m,,Swiss SuperLeague
Jonathan Asp Jensen,Attacking Midfield,19.0,Denmark,Grasshopper Club Zurich,€1.50m,,Swiss SuperLeague
Baltazar,Central Midfield,25.0,Brazil,FC Sion,€1.50m,,Swiss SuperLeague
Adrian Bajrami,Centre-Back,23.0,Albania,FC Luzern,€1.50m,,Swiss SuperLeague
Anto Grgic,Central Midfield,28.0,Switzerland,FC Lugano,€1.50m,,Swiss SuperLeague
Ablie Jallow,Right Midfield,26.0,The Gambia,Servette FC,€1.50m,,Swiss SuperLeague
Bradley Mazikou,Left-Back,29.0,Congo,Servette FC,€1.50m,,Swiss SuperLeague
Nikolas Muci,Centre-Forward,22.0,Switzerland,Grasshopper Club Zurich,€1.50m,,Swiss SuperLeague
Cedric Itten,Centre-Forward,28.0,Switzerland,BSC Young Boys,€1.50m,,Swiss SuperLeague
Shkelqim Vladi,Centre-Forward,24.0,Kosovo,FC Lugano,€1.50m,,Swiss SuperLeague
Noah Persson,Left-Back,22.0,Sweden,BSC Young Boys,€1.50m,,Swiss SuperLeague
Nicolas Vouilloz,Centre-Back,24.0,Switzerland,FC Basel 1893,€1.50m,,Swiss SuperLeague
Mihailo Stevanovic,Central Midfield,23.0,Serbia,FC St. Gallen 1879,€1.20m,,Swiss SuperLeague
Matthias Phaëton,Left Winger,25.0,Guadeloupe,FC Zürich,€1.20m,,Swiss SuperLeague
Steven Zuber,Attacking Midfield,33.0,Switzerland,FC Zürich,€1.20m,,Swiss SuperLeague
Miguel Chaiwa,Defensive Midfield,21.0,Zambia,BSC Young Boys,€1.20m,,Swiss SuperLeague
Tim Meyer,Defensive Midfield,21.0,Switzerland,Grasshopper Club Zurich,€1.20m,,Swiss SuperLeague
Matteo Di Giusto,Attacking Midfield,24.0,Switzerland,FC Luzern,€1.20m,,Swiss SuperLeague
Teddy Okou,Right Winger,27.0,France,FC Luzern,€1.20m,,Swiss SuperLeague
