name,field,position,age,nation,confederation,club,league,value_billion_krw,Identifier
Semih Kilicsoy,FW,Striker,19,Turkey,UEFA,Besiktas JK,SuperLig,195.0,semihkilicsoy_TUR
Sem Steijn,MF,Attacking_Midfielder,23,Netherlands,UEFA,Feyenoord Rotterdam,Eredivisie,260.0,semsteijn_NET
Senne Lammens,GK,Goalkeeper,23,Belgium,UEFA,Royal Antwerp FC,Jupiler_ProLeague,146.2,sennelammens_BEL
Senne Lynen,MF,Defensive_Midfielder,26,Belgium,UEFA,SV Werder Bremen,Bundesliga,146.2,sennelynen_BEL
Senny Mayulu,MF,Central_Midfielder,19,France,UEFA,Paris Saint-Germain,Ligue1,243.8,sennymayulu_FRA
Seny Dieng,GK,Goalkeeper,30,Senegal,CAF,Middlesbrough FC,Championship,22.8,senydieng_SEN
Seo Min Woo,MF,Defensive_Midfielder,27,"Korea, South",AFC,Gangwon FC,K_League1,11.4,seominwoo_KOR
Sepp van den Berg,DF,Centre_Back,23,Netherlands,UEFA,Brentford FC,PremierLeague,357.5,seppvandenberg_NET
Serge-Philippe Raux-Yao,DF,Centre_Back,26,France,UEFA,Rapid Vienna,Austria_Bundesliga,81.2,serge-philipperaux-yao_FRA
Sergej Milinkovic-Savic,MF,Central_Midfielder,30,Serbia,UEFA,Al-Hilal SFC,Saudi_ProLeague,276.2,sergejmilinkovic-savic_SER
Sergi Cardona,DF,Left_Back,26,Spain,UEFA,Villarreal CF,LaLiga,162.5,sergicardona_SPA
Sergino Dest,DF,Right_Back,24,United States,CONCACAF,PSV Eindhoven,Eredivisie,260.0,serginodest_UNI
Sergio Busquets,MF,Defensive_Midfielder,37,Spain,UEFA,Inter Miami CF,MLS,24.4,sergiobusquets_SPA
Sergio Herrera,GK,Goalkeeper,32,Spain,UEFA,CA Osasuna,LaLiga,48.8,sergioherrera_SPA
Sergiy Kryvtsov,DF,Centre_Back,34,Ukraine,UEFA,Without Club,Without_Club,14.6,sergiykryvtsov_UKR
Serhou Guirassy,FW,Striker,29,Guinea,CAF,Borussia Dortmund,Bundesliga,731.2,serhouguirassy_GUI
Seydouba Cisse,MF,Central_Midfielder,24,Guinea,CAF,CD Leganés,LaLiga_2,48.8,seydoubacisse_GUI
Shandon Baptiste,MF,Central_Midfielder,27,Grenada,CONCACAF,Luton Town,League_One,32.5,shandonbaptiste_GRE
Shaquille Pinas,DF,Centre_Back,27,Suriname,CONCACAF,Hammarby IF,Allsvenskan,40.6,shaquillepinas_SUR
Shea Charles,MF,Defensive_Midfielder,21,Northern Ireland,UEFA,Southampton FC,Championship,162.5,sheacharles_NOR
Sheraldo Becker,FW,Left_Winger,30,Suriname,CONCACAF,Real Sociedad,LaLiga,40.6,sheraldobecker_SUR
Sherel Floranus,DF,Right_Back,26,Curacao,CONCACAF,PEC Zwolle,Eredivisie,13.8,sherelfloranus_CUR
Shkelqim Vladi,FW,Striker,24,Kosovo,UEFA,FC Lugano,Swiss_SuperLeague,24.4,shkelqimvladi_KOS
Shogo Taniguchi,DF,Centre_Back,34,Japan,AFC,Sint-Truidense VV,Jupiler_ProLeague,16.2,shogotaniguchi_JAP
Shuto Machino,FW,Striker,25,Japan,AFC,Borussia Mönchengladbach,Bundesliga,81.2,shutomachino_JAP
Siebe Horemans,DF,Right_Back,27,Belgium,UEFA,FC Utrecht,Eredivisie,56.9,siebehoremans_BEL
Sikou Niakate,DF,Centre_Back,26,Mali,CAF,SC Braga,Liga_Portugal,130.0,sikouniakate_MAL
Simon Banza,FW,Striker,28,Congo,CAF,SC Braga,Liga_Portugal,227.5,simonbanza_CON
Simon Becher,FW,Striker,26,United States,CONCACAF,St. Louis CITY SC,MLS,16.2,simonbecher_UNI
Simone Canestrelli,DF,Centre_Back,24,Italy,UEFA,Pisa Sporting Club,Serie_A,113.8,simonecanestrelli_ITA
Simone Pafundi,MF,Attacking_Midfielder,19,Italy,UEFA,Udinese Calcio,Serie_A,81.2,simonepafundi_ITA
Simone Scuffet,GK,Goalkeeper,29,Italy,UEFA,Pisa Sporting Club,Serie_A,32.5,simonescuffet_ITA
Simon Mignolet,GK,Goalkeeper,37,Belgium,UEFA,Club Brugge KV,Jupiler_ProLeague,19.5,simonmignolet_BEL
Simon Seidl,MF,Attacking_Midfielder,22,Austria,UEFA,FC Blau-Weiss Linz,Austria_Bundesliga,16.2,simonseidl_AUS
Sinaly Diomande,DF,Centre_Back,24,Cote d'Ivoire,CAF,AJ Auxerre,Ligue1,81.2,sinalydiomande_COT
Siyabonga Ngezana,DF,Centre_Back,28,South Africa,CAF,FCSB,Romaina_SuperLiga,56.9,siyabongangezana_SOU
Slawomir Abramowicz,GK,Goalkeeper,21,Poland,UEFA,Jagiellonia Bialystok,Ekstraklasa,65.0,slawomirabramowicz_POL
Slobodan Rubezic,DF,Centre_Back,25,Montenegro,UEFA,Aberdeen FC,Scottish_Premiership,24.4,slobodanrubezic_MON
Sofiane Diop,FW,Left_Winger,25,Morocco,CAF,OGC Nice,Ligue1,162.5,sofianediop_MOR
Sofyan Amrabat,MF,Defensive_Midfielder,28,Morocco,CAF,Fenerbahce,SuperLig,276.2,sofyanamrabat_MOR
Souffian El Karouani,DF,Left_Back,24,Morocco,CAF,FC Utrecht,Eredivisie,146.2,souffianelkarouani_MOR
Soumaila Coulibaly,DF,Centre_Back,21,France,UEFA,RC Strasbourg Alsace,Ligue1,130.0,soumailacoulibaly_FRA
Srdjan Kuzmic,DF,Right_Back,21,Slovenia,UEFA,Viborg FF,Danish_Superligaen,21.1,srdjankuzmic_SLO
Stanislav Lobotka,MF,Defensive_Midfielder,30,Slovakia,UEFA,SSC Napoli,Serie_A,406.2,stanislavlobotka_SLO
Stavros Pilios,DF,Left_Back,24,Greece,UEFA,AEK Athens,SuperLeague1,19.5,stavrospilios_GRE
Stefan Bajcetic,MF,Defensive_Midfielder,20,Spain,UEFA,Liverpool FC,PremierLeague,146.2,stefanbajcetic_SPA
Stefan Lainer,DF,Right_Back,32,Austria,UEFA,Red Bull Salzburg,Austria_Bundesliga,19.5,stefanlainer_AUS
Stefan Mauk,MF,Attacking_Midfielder,29,Australia,AFC,Adelaide United,A_League,10.6,stefanmauk_AUS
Stefan Ortega,GK,Goalkeeper,32,Germany,UEFA,Manchester City,PremierLeague,130.0,stefanortega_GER
Stefanos Tzimas,FW,Striker,19,Greece,UEFA,Brighton & Hove Albion,PremierLeague,357.5,stefanostzimas_GRE
Stefano Turati,GK,Goalkeeper,23,Italy,UEFA,US Sassuolo,Serie_A,105.6,stefanoturati_ITA
Stefan Posch,DF,Centre_Back,28,Austria,UEFA,Bologna FC 1909,Serie_A,130.0,stefanposch_AUS
Stefan Savic,DF,Centre_Back,34,Montenegro,UEFA,Trabzonspor,SuperLig,14.6,stefansavic_MON
Stefan Schwab,MF,Central_Midfielder,34,Austria,UEFA,Holstein Kiel,Bundesliga_2,9.8,stefanschwab_AUS
Stefan Tarnovanu,GK,Goalkeeper,25,Romania,UEFA,FCSB,Romaina_SuperLiga,81.2,stefantarnovanu_ROM
Stelios Andreou,DF,Centre_Back,23,Cyprus,UEFA,Royal Charleroi SC,Jupiler_ProLeague,56.9,steliosandreou_CYP
Stephen Eustaquio,MF,Central_Midfielder,28,Canada,CONCACAF,FC Porto,Liga_Portugal,162.5,stepheneustaquio_CAN
Stephen Welsh,DF,Centre_Back,25,Scotland,UEFA,Celtic FC,Scottish_Premiership,16.2,stephenwelsh_SCO
Stephy Mavididi,FW,Left_Winger,27,England,UEFA,Leicester City,Championship,162.5,stephymavididi_ENG
Steve Mandanda,GK,Goalkeeper,40,France,UEFA,Without Club,Without_Club,8.1,stevemandanda_FRA
Steve Mounie,FW,Striker,30,Benin,CAF,FC Augsburg,Bundesliga,32.5,stevemounie_BEN
Steven Benda,GK,Goalkeeper,26,Germany,UEFA,Millwall FC,Championship,16.2,stevenbenda_GER
Steven Berghuis,FW,Right_Winger,33,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,56.9,stevenberghuis_NET
Steven Bergwijn,FW,Left_Winger,27,Netherlands,UEFA,Al-Ittihad Club,Saudi_ProLeague,227.5,stevenbergwijn_NET
Steven Ugarkovic,MF,Defensive_Midfielder,30,Australia,AFC,Western Sydney Wanderers,A_League,8.1,stevenugarkovic_AUS
Stije Resink,MF,Defensive_Midfielder,22,Netherlands,UEFA,FC Groningen,Eredivisie,65.0,stijeresink_NET
Stijn Spierings,MF,Central_Midfielder,29,Netherlands,UEFA,Bröndby IF,Danish_Superligaen,32.5,stijnspierings_NET
Stole Dimitrievski,GK,Goalkeeper,31,North Macedonia,UEFA,Valencia CF,LaLiga,40.6,stoledimitrievski_NOR
Storm Roux,DF,Right_Back,32,New Zealand,OFC,Central Coast Mariners,A_League,4.5,stormroux_NEW
Strahinja Pavlovic,DF,Centre_Back,24,Serbia,UEFA,AC Milan,Serie_A,292.5,strahinjapavlovic_SER
Suphanat Mueanta,FW,Striker,22,Thailand,AFC,Buriram United,Other_leagues,19.5,suphanatmueanta_THA
Sven Botman,DF,Centre_Back,25,Netherlands,UEFA,Newcastle United,PremierLeague,682.5,svenbotman_NET
Sven Michel,FW,Left_Winger,35,Germany,UEFA,SC Paderborn 07,Bundesliga_2,7.3,svenmichel_GER
Sven Mijnans,MF,Attacking_Midfielder,25,Netherlands,UEFA,AZ Alkmaar,Eredivisie,146.2,svenmijnans_NET
Sven Ulreich,GK,Goalkeeper,36,Germany,UEFA,Without Club,Without_Club,8.1,svenulreich_GER
Sverrir Ingi Ingason,DF,Centre_Back,31,Iceland,UEFA,Panathinaikos FC,SuperLeague1,40.6,sverriringiingason_ICE
Szymon Wlodarczyk,FW,Striker,22,Poland,UEFA,SK Sturm Graz,Austria_Bundesliga,26.0,szymonwlodarczyk_POL
Tai Baribo,FW,Striker,27,Israel,UEFA,Philadelphia Union,MLS,81.2,taibaribo_ISR
Taichi Fukui,MF,Central_Midfielder,21,Japan,AFC,FC Arouca,Liga_Portugal,32.5,taichifukui_JAP
Taiwo Awoniyi,FW,Striker,27,Nigeria,CAF,Nottingham Forest,PremierLeague,260.0,taiwoawoniyi_NIG
Tajon Buchanan,MF,Side_Midfielder,26,Canada,CONCACAF,Inter Milan,Serie_A,97.5,tajonbuchanan_CAN
Takahiro Akimoto,DF,Left_Back,27,Japan,AFC,Oud-Heverlee Leuven,Jupiler_ProLeague,24.4,takahiroakimoto_JAP
Takefusa Kubo,FW,Right_Winger,24,Japan,AFC,Real Sociedad,LaLiga,487.5,takefusakubo_JAP
Takehiro Tomiyasu,DF,Right_Back,26,Japan,AFC,Without Club,Without_Club,292.5,takehirotomiyasu_JAP
Takumu Kawamura,MF,Defensive_Midfielder,25,Japan,AFC,Red Bull Salzburg,Austria_Bundesliga,27.6,takumukawamura_JAP
Takuro Kaneko,FW,Right_Winger,27,Japan,AFC,Urawa Red Diamonds,J1_League,24.4,takurokaneko_JAP
Takuto Oshima,MF,Defensive_Midfielder,27,Japan,AFC,FC Noah Yerevan,Other_leagues,19.5,takutooshima_JAP
Takuya Ogiwara,DF,Left_Back,25,Japan,AFC,Urawa Red Diamonds,J1_League,13.8,takuyaogiwara_JAP
Tammy Abraham,FW,Striker,27,England,UEFA,Besiktas JK,SuperLig,243.8,tammyabraham_ENG
Tanguy Zoukrou,DF,Centre_Back,22,France,UEFA,BSC Young Boys,Swiss_SuperLeague,29.2,tanguyzoukrou_FRA
Tanner Tessmann,MF,Defensive_Midfielder,23,United States,CONCACAF,Olympique Lyon,Ligue1,97.5,tannertessmann_UNI
Taras Mykhavko,DF,Centre_Back,20,Ukraine,UEFA,Dynamo Kyiv,Ukrainian_PremierLeague,81.2,tarasmykhavko_UKR
Taras Stepanenko,MF,Defensive_Midfielder,35,Ukraine,UEFA,Eyüpspor,SuperLig,13.8,tarasstepanenko_UKR
Tarik Tissoudali,FW,Striker,32,Morocco,CAF,Khor Fakkan SSC,UAE_ProLeague,56.9,tariktissoudali_MOR
Tariq Lamptey,DF,Right_Back,24,Ghana,CAF,Brighton & Hove Albion,PremierLeague,178.8,tariqlamptey_GHA
Tate Russell,DF,Right_Back,25,Australia,AFC,Western United FC,A_League,5.7,taterussell_AUS
Tatsuhiro Sakamoto,MF,Side_Midfielder,28,Japan,AFC,Coventry City,Championship,73.1,tatsuhirosakamoto_JAP
Taylan Bulut,DF,Right_Back,19,Germany,UEFA,FC Schalke 04,Bundesliga_2,97.5,taylanbulut_GER
Taylor Harwood-Bellis,DF,Centre_Back,23,England,UEFA,Southampton FC,Championship,357.5,taylorharwood-bellis_ENG
Tayvon Gray,DF,Right_Back,22,Jamaica,CONCACAF,New York City FC,MLS,32.5,tayvongray_JAM
Teddy Okou,FW,Right_Winger,27,France,UEFA,FC Luzern,Swiss_SuperLeague,19.5,teddyokou_FRA
Teemu Pukki,FW,Striker,35,Finland,UEFA,HJK Helsinki,Other_leagues,8.1,teemupukki_FIN
Terem Moffi,FW,Striker,26,Nigeria,CAF,OGC Nice,Ligue1,243.8,teremmoffi_NIG
Terry Yegbe,DF,Centre_Back,24,Ghana,CAF,IF Elfsborg,Allsvenskan,40.6,terryyegbe_GHA
Teun Koopmeiners,MF,Attacking_Midfielder,27,Netherlands,UEFA,Juventus FC,Serie_A,568.8,teunkoopmeiners_NET
Thelo Aasgaard,MF,Attacking_Midfielder,23,Norway,UEFA,Rangers FC,Scottish_Premiership,32.5,theloaasgaard_NOR
Theo Bair,FW,Striker,25,Canada,CONCACAF,AJ Auxerre,Ligue1,29.2,theobair_CAN
Theodore Ku-DiPietro,MF,Attacking_Midfielder,23,United States,CONCACAF,Colorado Rapids,MLS,32.5,theodoreku-dipietro_UNI
Theo Hernandez,DF,Left_Back,27,France,UEFA,Al-Hilal SFC,Saudi_ProLeague,568.8,theohernandez_FRA
Theo Leoni,MF,Central_Midfielder,25,Belgium,UEFA,RSC Anderlecht,Jupiler_ProLeague,48.8,theoleoni_BEL
Theo Magnin,DF,Right_Back,21,Switzerland,UEFA,Servette FC,Swiss_SuperLeague,32.5,theomagnin_SWI
Theo Sander,GK,Goalkeeper,20,Denmark,UEFA,Odense Boldklub,Danish_Superligaen,16.2,theosander_DEN
Thiago Cardozo,GK,Goalkeeper,28,Uruguay,CONMEBOL,Club Atlético Belgrano,Liga_Profesional,32.5,thiagocardozo_URU
Thiago Helguera,MF,Defensive_Midfielder,19,Uruguay,CONMEBOL,SC Braga,Liga_Portugal,56.9,thiagohelguera_URU
Thibault Klidje,FW,Striker,24,Togo,CAF,Hibernian FC,Scottish_Premiership,65.0,thibaultklidje_TOG
Thibaut Courtois,GK,Goalkeeper,33,Belgium,UEFA,Real Madrid,LaLiga,325.0,thibautcourtois_BEL
Thierno Ballo,FW,Left_Winger,23,Austria,UEFA,Wolfsberger AC,Austria_Bundesliga,81.2,thiernoballo_AUS
Thierno Barry,FW,Striker,22,France,UEFA,Everton FC,PremierLeague,325.0,thiernobarry_FRA
Thijs Dallinga,FW,Striker,24,Netherlands,UEFA,Bologna FC 1909,Serie_A,195.0,thijsdallinga_NET
Thilo Kehrer,DF,Centre_Back,28,Germany,UEFA,AS Monaco,Ligue1,325.0,thilokehrer_GER
Thomas Beelen,DF,Centre_Back,24,Netherlands,UEFA,Feyenoord Rotterdam,Eredivisie,130.0,thomasbeelen_NET
Thomas Delaney,MF,Central_Midfielder,33,Denmark,UEFA,FC Copenhagen,Danish_Superligaen,19.5,thomasdelaney_DEN
Thomas Gillier,GK,Goalkeeper,21,Chile,CONMEBOL,CF Montréal,MLS,19.5,thomasgillier_CHI
Thomas Jorgensen,MF,Central_Midfielder,19,Denmark,UEFA,Viborg FF,Danish_Superligaen,32.5,thomasjorgensen_DEN
Thomas Kaminski,GK,Goalkeeper,32,Belgium,UEFA,Charlton Athletic,Championship,29.2,thomaskaminski_BEL
Thomas Lehne Olsen,FW,Striker,34,Norway,UEFA,Lillestrøm SK,Other_leagues,6.5,thomaslehneolsen_NOR
Thomas Murg,MF,Attacking_Midfielder,30,Austria,UEFA,PAOK Thessaloniki,SuperLeague1,24.4,thomasmurg_AUS
Thomas Partey,MF,Defensive_Midfielder,32,Ghana,CAF,Without Club,Without_Club,227.5,thomaspartey_GHA
Thomas Strakosha,GK,Goalkeeper,30,Albania,UEFA,AEK Athens,SuperLeague1,40.6,thomasstrakosha_ALB
Tiago Djalo,DF,Centre_Back,25,Portugal,UEFA,Juventus FC,Serie_A,130.0,tiagodjalo_POR
Tiago Orobo,FW,Striker,31,Brazil,CONMEBOL,Jeonbuk Hyundai Motors,K_League1,12.2,tiagoorobo_BRA
Tiago Santos,DF,Right_Back,23,Portugal,UEFA,LOSC Lille,Ligue1,243.8,tiagosantos_POR
Tiago Tomas,FW,Striker,23,Portugal,UEFA,VfL Wolfsburg,Bundesliga,195.0,tiagotomas_POR
Tijjani Noslin,FW,Right_Winger,26,Netherlands,UEFA,SS Lazio,Serie_A,121.9,tijjaninoslin_NET
Tijjani Reijnders,MF,Central_Midfielder,26,Netherlands,UEFA,Manchester City,PremierLeague,975.0,tijjanireijnders_NET
Tim Iroegbunam,MF,Central_Midfielder,22,England,UEFA,Everton FC,PremierLeague,146.2,timiroegbunam_ENG
Tim Kleindienst,FW,Striker,29,Germany,UEFA,Borussia Mönchengladbach,Bundesliga,276.2,timkleindienst_GER
Tim Meyer,MF,Defensive_Midfielder,21,Switzerland,UEFA,Grasshopper Club Zurich,Swiss_SuperLeague,19.5,timmeyer_SWI
Tim Oermann,DF,Centre_Back,21,Germany,UEFA,SK Sturm Graz,Austria_Bundesliga,81.2,timoermann_GER
Timo Letschert,DF,Centre_Back,32,Netherlands,UEFA,Chengdu Rongcheng,Chinese_SuperLeague,9.8,timoletschert_NET
Timon Weiner,GK,Goalkeeper,26,Germany,UEFA,Holstein Kiel,Bundesliga_2,16.2,timonweiner_GER
Timon Wellenreuther,GK,Goalkeeper,29,Germany,UEFA,Feyenoord Rotterdam,Eredivisie,97.5,timonwellenreuther_GER
Timothe Cognat,MF,Central_Midfielder,27,France,UEFA,Servette FC,Swiss_SuperLeague,65.0,timothecognat_FRA
Timothy Castagne,DF,Right_Back,29,Belgium,UEFA,Fulham FC,PremierLeague,211.2,timothycastagne_BEL
Timothy Fayulu,GK,Goalkeeper,26,Congo,CAF,FC Sion,Swiss_SuperLeague,22.8,timothyfayulu_CON
Timothy Tillman,MF,Central_Midfielder,26,United States,CONCACAF,Los Angeles FC,MLS,40.6,timothytillman_UNI
Tim Payne,DF,Right_Back,31,New Zealand,OFC,Wellington Phoenix,A_League,7.3,timpayne_NEW
Tin Jedvaj,DF,Centre_Back,29,Croatia,UEFA,Panathinaikos FC,SuperLeague1,43.9,tinjedvaj_CRO
Tino Kadewere,FW,Striker,29,Zimbabwe,CAF,Aris Thessaloniki,SuperLeague1,40.6,tinokadewere_ZIM
Tino Livramento,DF,Right_Back,22,England,UEFA,Newcastle United,PremierLeague,650.0,tinolivramento_ENG
Tin Plavotic,DF,Centre_Back,28,Croatia,UEFA,Austria Vienna,Austria_Bundesliga,14.6,tinplavotic_CRO
Tjark Ernst,GK,Goalkeeper,22,Germany,UEFA,Hertha BSC,Bundesliga_2,40.6,tjarkernst_GER
Tjaronn Chery,MF,Attacking_Midfielder,37,Suriname,CONCACAF,NEC Nijmegen,Eredivisie,8.1,tjaronnchery_SUR
Tobe Leysen,GK,Goalkeeper,23,Belgium,UEFA,Oud-Heverlee Leuven,Jupiler_ProLeague,65.0,tobeleysen_BEL
Tobias Lauritsen,FW,Striker,27,Norway,UEFA,Sparta Rotterdam,Eredivisie,56.9,tobiaslauritsen_NOR
Tobias Lawal,GK,Goalkeeper,25,Austria,UEFA,KRC Genk,Jupiler_ProLeague,40.6,tobiaslawal_AUS
Toby Collyer,MF,Defensive_Midfielder,21,England,UEFA,Manchester United,PremierLeague,81.2,tobycollyer_ENG
Tochi Chukwuani,MF,Central_Midfielder,22,Denmark,UEFA,SK Sturm Graz,Austria_Bundesliga,65.0,tochichukwuani_DEN
Tomas Araujo,DF,Centre_Back,23,Portugal,UEFA,SL Benfica,Liga_Portugal,520.0,tomasaraujo_POR
Tomas Aviles,DF,Centre_Back,21,Argentina,CONMEBOL,Inter Miami CF,MLS,97.5,tomasaviles_ARG
Tomas Belmonte,MF,Defensive_Midfielder,27,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,76.4,tomasbelmonte_ARG
Tomas Cvancara,FW,Striker,24,Czech Republic,UEFA,Antalyaspor,SuperLig,48.8,tomascvancara_CZE
Tomas Durso,GK,Goalkeeper,26,Argentina,CONMEBOL,CA Unión (Santa Fe),Liga_Profesional,32.5,tomasdurso_ARG
Tomas Handel,MF,Defensive_Midfielder,24,Portugal,UEFA,Vitória Guimarães SC,Liga_Portugal,211.2,tomashandel_POR
Tomas Marchiori,GK,Goalkeeper,30,Argentina,CONMEBOL,CA Vélez Sarsfield,Liga_Profesional,61.8,tomasmarchiori_ARG
Tomas Palacios,DF,Centre_Back,22,Argentina,CONMEBOL,Inter Milan,Serie_A,65.0,tomaspalacios_ARG
Tomas Soucek,MF,Defensive_Midfielder,30,Czech Republic,UEFA,West Ham United,PremierLeague,292.5,tomassoucek_CZE
Tomasz Kedziora,DF,Centre_Back,31,Poland,UEFA,PAOK Thessaloniki,SuperLeague1,40.6,tomaszkedziora_POL
Tom Bischof,MF,Central_Midfielder,20,Germany,UEFA,Bayern Munich,Bundesliga,487.5,tombischof_GER
Tom Cairney,MF,Central_Midfielder,34,Scotland,UEFA,Fulham FC,PremierLeague,24.4,tomcairney_SCO
Tom Cannon,FW,Striker,22,Ireland,UEFA,Sheffield United,Championship,162.5,tomcannon_IRE
Tom Fellows,MF,Side_Midfielder,22,England,UEFA,West Bromwich Albion,Championship,162.5,tomfellows_ENG
Tom Glover,GK,Goalkeeper,27,Australia,AFC,Middlesbrough FC,Championship,13.0,tomglover_AUS
Tomi Horvat,MF,Side_Midfielder,26,Slovenia,UEFA,SK Sturm Graz,Austria_Bundesliga,81.2,tomihorvat_SLO
Tommaso Baldanzi,MF,Attacking_Midfielder,22,Italy,UEFA,AS Roma,Serie_A,195.0,tommasobaldanzi_ITA
Tommaso Martinelli,GK,Goalkeeper,19,Italy,UEFA,ACF Fiorentina,Serie_A,29.2,tommasomartinelli_ITA
Tommaso Pobega,MF,Central_Midfielder,26,Italy,UEFA,Bologna FC 1909,Serie_A,146.2,tommasopobega_ITA
Tommy Conway,FW,Striker,22,Scotland,UEFA,Middlesbrough FC,Championship,121.9,tommyconway_SCO
Tommy Doyle,MF,Central_Midfielder,23,England,UEFA,Birmingham City,Championship,162.5,tommydoyle_ENG
Tommy Smith,DF,Centre_Back,35,New Zealand,OFC,Without Club,Without_Club,1.6,tommysmith_NEW
Tomoki Iwata,MF,Defensive_Midfielder,28,Japan,AFC,Birmingham City,Championship,29.2,tomokiiwata_JAP
Toni Borevkovic,DF,Centre_Back,28,Croatia,UEFA,Vitória Guimarães SC,Liga_Portugal,81.2,toniborevkovic_CRO
Tonni Adamsen,FW,Striker,30,Denmark,UEFA,Silkeborg IF,Danish_Superligaen,24.4,tonniadamsen_DEN
Tonny Vilhena,MF,Central_Midfielder,30,Netherlands,UEFA,Panathinaikos FC,SuperLeague1,21.1,tonnyvilhena_NET
Topi Keskinen,FW,Left_Winger,22,Finland,UEFA,Aberdeen FC,Scottish_Premiership,32.5,topikeskinen_FIN
Tosin Adarabioyo,DF,Centre_Back,27,England,UEFA,Chelsea FC,PremierLeague,325.0,tosinadarabioyo_ENG
Toti,DF,Centre_Back,26,Portugal,UEFA,Wolverhampton Wanderers,PremierLeague,455.0,toti_POR
Trai Hume,DF,Right_Back,23,Northern Ireland,UEFA,Sunderland AFC,PremierLeague,195.0,traihume_NOR
Trent Alexander-Arnold,DF,Right_Back,26,England,UEFA,Real Madrid,LaLiga,1218.8,trentalexander-arnold_ENG
Trevoh Chalobah,DF,Centre_Back,26,England,UEFA,Chelsea FC,PremierLeague,406.2,trevohchalobah_ENG
Trey Nyoni,MF,Central_Midfielder,18,England,UEFA,Liverpool FC U21,Other_leagues,73.1,treynyoni_ENG
Troy Parrott,FW,Striker,23,Ireland,UEFA,AZ Alkmaar,Eredivisie,227.5,troyparrott_IRE
Tsuyoshi Watanabe,DF,Centre_Back,28,Japan,AFC,Feyenoord Rotterdam,Eredivisie,146.2,tsuyoshiwatanabe_JAP
Tuta,DF,Centre_Back,26,Brazil,CONMEBOL,Eintracht Frankfurt,Bundesliga,243.8,tuta_BRA
Tuur Rommens,DF,Left_Back,22,Belgium,UEFA,KVC Westerlo,Jupiler_ProLeague,65.0,tuurrommens_BEL
Tyler Adams,MF,Defensive_Midfielder,26,United States,CONCACAF,AFC Bournemouth,PremierLeague,292.5,tyleradams_UNI
Tyler Bindon,DF,Centre_Back,20,New Zealand,OFC,Sheffield United,Championship,19.5,tylerbindon_NEW
Tyler Dibling,FW,Right_Winger,19,England,UEFA,Southampton FC,Championship,406.2,tylerdibling_ENG
Tyrell Malacia,DF,Left_Back,25,Netherlands,UEFA,Manchester United,PremierLeague,130.0,tyrellmalacia_NET
Tyrick Mitchell,DF,Left_Back,25,England,UEFA,Crystal Palace,PremierLeague,406.2,tyrickmitchell_ENG
Tyron Owusu,MF,Central_Midfielder,22,Switzerland,UEFA,FC Luzern,Swiss_SuperLeague,19.5,tyronowusu_SWI
Ugurcan Cakir,GK,Goalkeeper,29,Turkey,UEFA,Trabzonspor,SuperLig,154.4,ugurcancakir_TUR
Umeh Emmanuel,FW,Left_Winger,20,Nigeria,CAF,FC Zürich,Swiss_SuperLeague,19.5,umehemmanuel_NIG
Umut Tohumcu,MF,Central_Midfielder,20,Germany,UEFA,TSG 1899 Hoffenheim,Bundesliga,97.5,umuttohumcu_GER
Unai Simon,GK,Goalkeeper,28,Spain,UEFA,Athletic Bilbao,LaLiga,455.0,unaisimon_SPA
Uran Bislimi,MF,Attacking_Midfielder,25,Switzerland,UEFA,FC Lugano,Swiss_SuperLeague,48.8,uranbislimi_SWI
Uros Racic,MF,Defensive_Midfielder,27,Serbia,UEFA,Aris Thessaloniki,SuperLeague1,56.9,urosracic_SER
Valentin Atangana,MF,Central_Midfielder,19,France,UEFA,Stade Reims,Ligue2,162.5,valentinatangana_FRA
Valentin Carboni,MF,Attacking_Midfielder,20,Argentina,CONMEBOL,Genoa CFC,Serie_A,195.0,valentincarboni_ARG
Valentin Gendrey,DF,Right_Back,25,France,UEFA,TSG 1899 Hoffenheim,Bundesliga,113.8,valentingendrey_FRA
Valentin Gomez,DF,Centre_Back,22,Argentina,CONMEBOL,Real Betis Balompié,LaLiga,162.5,valentingomez_ARG
Valentin Rongier,MF,Central_Midfielder,30,France,UEFA,Stade Rennais FC,Ligue1,146.2,valentinrongier_FRA
Valere Germain,FW,Striker,35,France,UEFA,Sanfrecce Hiroshima,J1_League,10.6,valeregermain_FRA
Valon Berisha,MF,Side_Midfielder,32,Kosovo,UEFA,LASK,Austria_Bundesliga,13.0,valonberisha_KOS
Vanderson,DF,Right_Back,24,Brazil,CONMEBOL,AS Monaco,Ligue1,325.0,vanderson_BRA
Vangelis Pavlidis,FW,Striker,26,Greece,UEFA,SL Benfica,Liga_Portugal,568.8,vangelispavlidis_GRE
Vanja Milinkovic-Savic,GK,Goalkeeper,28,Serbia,UEFA,SSC Napoli,Serie_A,260.0,vanjamilinkovic-savic_SER
Vasilios Barkas,GK,Goalkeeper,31,Greece,UEFA,FC Utrecht,Eredivisie,56.9,vasiliosbarkas_GRE
Victor Bak,DF,Left_Back,21,Denmark,UEFA,FC Midtjylland,Danish_Superligaen,24.4,victorbak_DEN
Victor Boniface,FW,Striker,24,Nigeria,CAF,Bayer 04 Leverkusen,Bundesliga,650.0,victorboniface_NIG
