Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Nicolas Viola,35,Italy,Attacking_Midfielder,Without Club,Without_Club,UEFA,16.2,MF,73,47,72,78,75,58,61,nicolasviola
Philipp Max,31,Germany,Left_Back,Panathinaikos FC,SuperLeague1,UEFA,16.2,DF,75,73,65,74,74,70,72,maxphilipp
Andrei Ivan,28,Romania,Left_Winger,Panserraikos,SuperLeague1,UEFA,16.2,FW,68,83,69,63,67,33,72,andreiivan
Mert Gunok,36,Turkey,Goalkeeper,Besiktas JK,SuperLig,UEFA,16.2,GK,77,74,76,75,77,56,78,gunokmert
Edinson Cavani,38,Uruguay,Striker,CA Boca Juniors,Liga_Profesional,CONMEBOL,16.2,FW,77,52,80,68,71,51,71,cavaniedinson
Cenk Tosun,34,Turkey,Striker,Fenerbahce,SuperLig,UEFA,16.2,FW,74,66,75,67,71,36,72,cenktosun
Hugo Lloris,38,France,Goalkeeper,Los Angeles FC,MLS,UEFA,16.2,GK,79,81,76,67,82,54,78,hugolloris
Raul Albiol,39,Spain,Centre_Back,Without Club,Without_Club,UEFA,16.2,DF,79,33,41,62,63,83,67,albiolraul
James Milner,39,England,Central_Midfielder,Brighton & Hove Albion,PremierLeague,UEFA,16.2,MF,75,50,70,78,74,74,73,jamesmilner
Nene,30,Portugal,Defensive_Midfielder,Yunnan Yukun,Chinese_SuperLeague,UEFA,16.2,MF,70,63,72,66,69,64,79,nene
Mads Agger,25,Denmark,Right_Winger,Sönderjyske Fodbold,Danish_Superligaen,UEFA,16.2,FW,54,66,54,39,54,19,54,aggermads
Oliver Bundgaard,24,Denmark,Left_Back,Viborg FF,Danish_Superligaen,UEFA,16.2,DF,67,84,49,59,66,60,60,bundgaardoliver
Edward Chilufya,25,Zambia,Right_Winger,FC Midtjylland,Danish_Superligaen,CAF,16.2,FW,66,91,67,59,74,30,57,chilufyaedward
Ayumu Seko,25,Japan,Centre_Back,Le Havre AC,Ligue1,AFC,16.2,DF,66,56,36,52,56,67,71,ayumuseko
Masaya Okugawa,29,Japan,Left_Winger,Kyoto Sanga,J1_League,AFC,16.2,FW,71,76,63,67,74,43,44,masayaokugawa
Anthony Kalik,27,Australia,Attacking_Midfielder,HNK Hajduk Split,SuperSport_HNL,AFC,16.2,MF,66,72,61,65,66,56,73,anthonykalik
Won-sang Um,26,"Korea, South",Right_Winger,Ulsan HD FC,K_League1,AFC,16.2,FW,73,93,67,61,75,37,68,sangumwon
Seung-wook Park,28,"Korea, South",Centre_Back,Pohang Steelers,K_League1,AFC,16.2,DF,69,79,42,61,62,64,79,parkseungwook
Shogo Taniguchi,34,Japan,Centre_Back,Sint-Truidense VV,Jupiler_ProLeague,AFC,16.2,DF,72,62,45,60,60,75,73,shogotaniguchi
Timon Weiner,26,Germany,Goalkeeper,Holstein Kiel,Bundesliga_2,UEFA,16.2,GK,71,74,67,66,72,50,70,timonweiner
Nicolas Schmid,28,Austria,Goalkeeper,Portsmouth FC,Championship,UEFA,16.2,GK,66,63,65,68,70,31,65,nicolasschmid
Anthony Mandrea,28,Algeria,Goalkeeper,SM Caen,Other_leagues,CAF,16.2,GK,70,71,64,63,74,44,71,anthonymandrea
Samuel Portugal,31,Brazil,Goalkeeper,Al-Okhdood Club,Saudi_ProLeague,CONMEBOL,16.2,GK,72,73,67,76,75,43,71,portugalsamuel
Steven Benda,26,Germany,Goalkeeper,Millwall FC,Championship,UEFA,16.2,GK,67,67,65,61,70,37,66,bendasteven
Dimitry Bertaud,27,Congo,Goalkeeper,Without Club,Without_Club,CAF,16.2,GK,73,73,69,72,75,53,72,bertauddimitry
Han-beom Lee,23,"Korea, South",Centre_Back,FC Midtjylland,Danish_Superligaen,AFC,16.2,DF,69,61,28,50,57,69,73,beomhanlee
Calem Nieuwenhof,24,Australia,Defensive_Midfielder,Heart of Midlothian FC,Scottish_Premiership,AFC,16.2,MF,68,76,61,63,69,65,68,calemnieuwenhof
Catalin Cabuz,29,Romania,Goalkeeper,FC Hermannstadt,Romaina_SuperLiga,UEFA,16.2,GK,67,69,62,62,72,35,63,cabuzcatalin
Alen Sherri,27,Albania,Goalkeeper,Frosinone Calcio,Serie_B,UEFA,16.2,GK,65,66,61,61,68,34,63,alensherri
Pierluigi Gollini,30,Italy,Goalkeeper,AS Roma,Serie_A,UEFA,16.2,GK,76,76,74,73,78,47,76,gollinipierluigi
Dominik Reimann,28,Germany,Goalkeeper,1.FC Magdeburg,Bundesliga_2,UEFA,16.2,GK,68,68,66,73,68,45,70,dominikreimann
Sam Adekugbe,30,Canada,Left_Back,Vancouver Whitecaps FC,MLS,CONCACAF,16.2,DF,69,86,50,60,70,61,76,adekugbesam
Derrick Etienne Jr.,28,Haiti,Left_Winger,Toronto FC,MLS,CONCACAF,16.2,FW,67,81,62,61,67,40,64,derricketiennejr
Ho-yeon Jung,24,"Korea, South",Central_Midfielder,Minnesota United FC,MLS,AFC,16.2,MF,71,66,54,63,73,62,75,hojungyeon
Brayan Gil,24,El Salvador,Striker,Baltika Kaliningrad,Russian_PremierLiga,CONCACAF,16.2,FW,68,66,70,45,64,21,71,brayangil
Brendan Hines-Ike,30,United States,Centre_Back,Austin FC,MLS,CONCACAF,16.2,DF,64,53,53,54,58,64,73,brendanhinesike
Bernard Kamungo,23,United States,Right_Winger,FC Dallas,MLS,CONCACAF,16.2,FW,64,77,64,54,67,45,48,bernardkamungo
Jonathan Sirois,24,Canada,Goalkeeper,CF Montréal,MLS,CONCACAF,16.2,GK,68,69,65,55,69,34,69,jonathansirois
Ryan Raposo,26,Canada,Side_Midfielder,Los Angeles FC,MLS,CONCACAF,16.2,MF,65,68,58,63,67,57,50,raposoryan
Josh Griffiths,23,England,Goalkeeper,West Bromwich Albion,Championship,UEFA,16.2,GK,64,65,62,61,66,30,62,griffithsjosh
Luis Ingolotti,25,Argentina,Goalkeeper,Club de Gimnasia y Esgrima La Plata,Liga_Profesional,CONMEBOL,16.2,GK,66,68,66,58,66,31,65,ingolottiluis
Diego Callai,21,Brazil,Goalkeeper,Sporting CP B,Other_leagues,CONMEBOL,16.2,GK,69,68,65,66,71,22,71,callaidiego
Theo Sander,20,Denmark,Goalkeeper,Odense Boldklub,Danish_Superligaen,UEFA,16.2,GK,63,64,62,63,65,39,62,sandertheo
Jan Reichert,24,Germany,Goalkeeper,1.FC Nuremberg,Bundesliga_2,UEFA,16.2,GK,62,63,61,61,62,29,65,janreichert
Rodrigo Morinigo,26,Paraguay,Goalkeeper,Club Libertad Asunción,Other_leagues,CONMEBOL,16.2,GK,62,61,58,59,65,29,62,morinigorodrigo
Guido Villar,27,Argentina,Goalkeeper,Independiente del Valle,Other_leagues,CONMEBOL,16.2,GK,68,68,65,65,69,18,66,guidovillar
Anthony Racioppi,26,Switzerland,Goalkeeper,FC Sion,Swiss_SuperLeague,UEFA,16.2,GK,71,73,68,65,71,30,69,anthonyracioppi
Facundo Altamirano,29,Argentina,Goalkeeper,CA San Lorenzo de Almagro,Liga_Profesional,CONMEBOL,16.2,GK,72,71,68,70,74,45,70,altamiranofacundo
Julian Krahl,25,Germany,Goalkeeper,1.FC Kaiserslautern,Bundesliga_2,UEFA,16.2,GK,69,72,67,65,72,31,69,juliankrahl
Ian Harkes,30,United States,Central_Midfielder,San Jose Earthquakes,MLS,CONCACAF,16.2,MF,65,66,61,62,64,60,72,harkesian
Matai Akinmboni,18,United States,Centre_Back,AFC Bournemouth,PremierLeague,CONCACAF,16.2,DF,53,54,25,36,37,53,60,akinmbonimatai
Kristers Tobers,24,Latvia,Centre_Back,Aberdeen FC,Scottish_Premiership,UEFA,16.2,DF,67,54,42,54,50,67,73,kristerstobers
Gerasimos Mitoglou,25,Greece,Centre_Back,AEK Athens,SuperLeague1,UEFA,16.2,DF,70,63,31,51,46,68,82,gerasimosmitoglou
Yu Hirakawa,24,Japan,Right_Winger,Bristol City,Championship,AFC,16.2,FW,65,82,55,60,67,32,46,hirakawayu
Bong-soo Kim,25,"Korea, South",Central_Midfielder,Daejeon Hana Citizen,K_League1,AFC,16.2,MF,68,67,53,57,62,66,76,bongkimsoo
Dimitar Mitov,28,Bulgaria,Goalkeeper,Aberdeen FC,Scottish_Premiership,UEFA,16.2,GK,68,68,65,58,71,61,69,dimitarmitov
Brad Collins,28,England,Goalkeeper,Coventry City,Championship,UEFA,16.2,GK,69,70,64,71,70,43,69,bradcollins
Juan Soriano,27,Spain,Goalkeeper,CD Leganés,LaLiga_2,UEFA,16.2,GK,74,74,70,68,76,37,73,juansoriano
Alex Palmer,28,England,Goalkeeper,Ipswich Town,Championship,UEFA,16.2,GK,72,73,72,71,72,30,71,alexpalmer
Mamadou Diop,25,Mauritania,Goalkeeper,Grenoble Foot 38,Ligue2,CAF,16.2,GK,58,61,54,59,66,28,53,diopmamadou
Deniz Ertas,20,Turkey,Goalkeeper,Konyaspor,SuperLig,UEFA,16.2,GK,55,60,52,51,56,23,52,denizertas
Andries Noppert,31,Netherlands,Goalkeeper,SC Heerenveen,Eredivisie,UEFA,16.2,GK,73,74,71,67,73,35,72,andriesnoppert
Albert Posiadala,22,Poland,Goalkeeper,Molde FK,Eliteserien,UEFA,16.2,GK,66,67,66,64,66,32,67,albertposiadala
Kewin,30,Brazil,Goalkeeper,Without Club,Without_Club,CONMEBOL,16.2,GK,72,75,67,66,75,29,74,kewin
Marwan Al-Sahafi,21,Saudi Arabia,Left_Winger,Al-Ittihad Club,Saudi_ProLeague,AFC,16.2,FW,58,75,46,49,61,35,56,almarwansahafi
Wes Harding,28,Jamaica,Centre_Back,Millwall FC,Championship,CONCACAF,16.2,DF,67,69,41,54,60,66,78,hardingwes
Lynden Gooch,29,United States,Right_Back,Huddersfield Town,League_One,CONCACAF,16.2,DF,69,81,61,62,68,63,76,goochlynden
Daniel Bielica,26,Poland,Goalkeeper,NAC Breda,Eredivisie,UEFA,16.2,GK,66,69,65,62,67,38,65,bielicadaniel
Leopold Wahlstedt,26,Sweden,Goalkeeper,Aarhus GF,Danish_Superligaen,UEFA,16.2,GK,67,68,64,64,70,36,65,leopoldwahlstedt
Patrik Gunnarsson,24,Iceland,Goalkeeper,KV Kortrijk,Other_leagues,UEFA,16.2,GK,69,68,72,73,70,42,68,gunnarssonpatrik
Nectarios Triantis,22,Australia,Defensive_Midfielder,Sunderland AFC,PremierLeague,AFC,16.2,MF,65,57,34,56,48,63,70,nectariostriantis
Bailey Peacock-Farrell,28,Northern Ireland,Goalkeeper,Blackpool FC,League_One,UEFA,16.2,GK,70,70,70,71,71,60,69,baileyfarrellpeacock
Ramiro Macagno,28,Argentina,Goalkeeper,Without Club,Without_Club,CONMEBOL,16.2,GK,71,73,70,67,71,30,69,macagnoramiro
Jakub Stolarczyk,24,Poland,Goalkeeper,Leicester City,Championship,UEFA,16.2,GK,64,65,64,67,69,36,63,jakubstolarczyk
Viljami Sinisalo,23,Finland,Goalkeeper,Celtic FC,Scottish_Premiership,UEFA,16.2,GK,66,68,65,66,68,27,64,sinisaloviljami
Marian Aioani,25,Romania,Goalkeeper,FC Rapid 1923,Romaina_SuperLiga,UEFA,16.2,GK,68,68,67,67,69,35,67,aioanimarian
Julian Green,30,United States,Central_Midfielder,SpVgg Greuther Fürth,Bundesliga_2,CONCACAF,16.2,MF,71,71,68,68,75,33,62,greenjulian
Eduardo Salvio,35,Argentina,Right_Winger,CA Lanús,Liga_Profesional,CONMEBOL,16.2,FW,75,77,72,72,79,54,66,eduardosalvio
Robin Olsen,35,Sweden,Goalkeeper,Malmö FF,Allsvenskan,UEFA,16.2,GK,74,74,70,76,74,35,76,olsenrobin
Martin Dubravka,36,Slovakia,Goalkeeper,Newcastle United,PremierLeague,UEFA,16.2,GK,76,76,74,78,78,38,75,dubravkamartin
Cristhian Stuani,38,Uruguay,Striker,Girona FC,LaLiga,CONMEBOL,16.2,FW,76,66,79,69,70,48,84,cristhianstuani
Aleksandar Dragovic,34,Austria,Centre_Back,Austria Vienna,Austria_Bundesliga,UEFA,16.2,DF,75,54,51,63,64,77,75,aleksandardragovic
Nicolas Otamendi,37,Argentina,Centre_Back,SL Benfica,Liga_Portugal,CONMEBOL,16.2,DF,81,60,57,64,59,83,83,nicolasotamendi
Craig Goodwin,33,Australia,Left_Winger,Adelaide United,A_League,AFC,16.2,FW,74,84,73,72,71,59,76,craiggoodwin
Turki Al-Ammar,25,Saudi Arabia,Left_Winger,Al-Qadsiah FC,Saudi_ProLeague,AFC,16.2,FW,63,72,55,59,65,48,61,alammarturki
Kieron Bowie,22,Scotland,Striker,Hibernian FC,Scottish_Premiership,UEFA,16.2,FW,64,75,62,59,63,39,80,bowiekieron
Stephen Welsh,25,Scotland,Centre_Back,Celtic FC,Scottish_Premiership,UEFA,16.2,DF,68,66,31,57,62,67,69,stephenwelsh
Shayden Morris,23,England,Right_Winger,Aberdeen FC,Scottish_Premiership,UEFA,16.2,FW,59,81,55,50,62,23,39,morrisshayden
Kieran Dowell,27,England,Attacking_Midfielder,Rangers FC,Scottish_Premiership,UEFA,16.2,MF,71,63,70,71,73,40,55,dowellkieran
Ross McCausland,22,Northern Ireland,Right_Winger,Rangers FC,Scottish_Premiership,UEFA,16.2,FW,67,80,57,62,69,27,40,mccauslandross
Ester Sokler,26,Slovenia,Striker,Aberdeen FC,Scottish_Premiership,UEFA,16.2,FW,67,80,64,54,65,40,63,estersokler
Patrik Mijic,26,Croatia,Striker,TSV Hartberg,Austria_Bundesliga,UEFA,16.2,FW,64,65,63,47,59,27,64,mijicpatrik
Manfred Fischer,29,Austria,Central_Midfielder,Austria Vienna,Austria_Bundesliga,UEFA,16.2,MF,68,71,64,68,68,49,76,fischermanfred
Tio Cipot,22,Slovenia,Striker,Grazer AK 1902,Austria_Bundesliga,UEFA,16.2,FW,63,63,49,61,67,56,51,cipottio
Donis Avdijaj,28,Kosovo,Left_Winger,Wolfsberger AC,Austria_Bundesliga,UEFA,16.2,FW,70,83,68,66,73,24,70,avdijajdonis
Simon Seidl,22,Austria,Attacking_Midfielder,FC Blau-Weiss Linz,Austria_Bundesliga,UEFA,16.2,MF,60,66,55,57,61,49,51,seidlsimon
Alexander Briedl,23,Austria,Defensive_Midfielder,FC Blau-Weiss Linz,Austria_Bundesliga,UEFA,16.2,MF,59,57,32,54,51,57,57,alexanderbriedl
Anosike Ementa,23,Denmark,Striker,Viborg FF,Danish_Superligaen,UEFA,16.2,FW,66,64,62,52,62,26,77,anosikeementa
Youssouph Badji,23,Senegal,Striker,Aarhus GF,Danish_Superligaen,CAF,16.2,FW,65,70,62,51,64,28,71,badjiyoussouph
Sefer Emini,25,North Macedonia,Central_Midfielder,Sönderjyske Fodbold,Danish_Superligaen,UEFA,16.2,MF,59,67,58,60,63,38,54,eminisefer
Gift Links,26,South Africa,Side_Midfielder,Aarhus GF,Danish_Superligaen,CAF,16.2,MF,69,85,57,66,71,60,66,giftlinks
Rodolfo Pizarro,31,Mexico,Attacking_Midfielder,FC Juárez,Liga_MX,CONCACAF,16.2,MF,71,75,64,67,73,50,64,pizarrorodolfo
Mark-Anthony Kaye,30,Canada,Central_Midfielder,San Jose Earthquakes,MLS,CONCACAF,16.2,MF,68,70,53,64,64,68,73,anthonykayemark
Eryk Williamson,28,United States,Central_Midfielder,Charlotte FC,MLS,CONCACAF,16.2,MF,69,74,58,67,71,64,71,erykwilliamson
Paul Rothrock,26,United States,Left_Winger,Seattle Sounders FC,MLS,CONCACAF,16.2,FW,57,68,46,53,57,29,53,paulrothrock
Richie Laryea,30,Canada,Right_Back,Toronto FC,MLS,CONCACAF,16.2,DF,71,83,61,65,74,65,72,laryearichie
Memo Rodriguez,29,United States,Attacking_Midfielder,Sporting Kansas City,MLS,CONCACAF,16.2,MF,66,63,63,64,67,49,57,memorodriguez
Simon Becher,26,United States,Striker,St. Louis CITY SC,MLS,CONCACAF,16.2,FW,60,58,62,40,57,38,60,bechersimon
Griffin Dorsey,26,United States,Right_Back,Houston Dynamo FC,MLS,CONCACAF,16.2,DF,64,76,55,61,66,57,67,dorseygriffin
Darlington Nagbe,35,United States,Central_Midfielder,Columbus Crew,MLS,CONCACAF,16.2,MF,75,73,67,71,80,63,73,darlingtonnagbe
Alan Pulido,34,Mexico,Striker,Deportivo Guadalajara,Liga_MX,CONCACAF,16.2,FW,72,73,72,66,72,37,71,alanpulido
Sean Zawadzki,25,United States,Central_Midfielder,Columbus Crew,MLS,CONCACAF,16.2,MF,67,73,50,58,65,66,70,seanzawadzki
Reed Baker-Whiting,20,United States,Left_Back,Seattle Sounders FC,MLS,CONCACAF,16.2,DF,59,70,57,55,60,53,60,bakerreedwhiting
Gabriel Avalos,34,Paraguay,Striker,CA Independiente,Liga_Profesional,CONMEBOL,16.2,FW,74,67,74,61,73,46,82,avalosgabriel
Jamie Vardy,38,England,Striker,Without Club,Without_Club,UEFA,16.2,FW,77,74,78,69,72,52,66,jamievardy
Gabriel Paulista,34,Brazil,Centre_Back,Besiktas JK,SuperLig,CONMEBOL,16.2,DF,77,63,49,66,62,78,76,gabrielpaulista
Lewis Miller,24,Australia,Right_Back,Hibernian FC,Scottish_Premiership,AFC,14.6,DF,67,66,43,57,62,65,73,lewismiller
Min-kyu Song,25,"Korea, South",Left_Winger,Jeonbuk Hyundai Motors,K_League1,AFC,14.6,FW,72,83,70,67,72,38,76,kyuminsong
Gianni Stensness,26,Australia,Centre_Back,Viking FK,Eliteserien,AFC,14.6,DF,67,53,41,55,58,65,79,giannistensness
Mohamed Toure,21,Australia,Striker,Randers FC,Danish_Superligaen,AFC,14.6,FW,64,85,60,52,65,31,66,mohamedtoure
Ridgeciano Haps,32,Suriname,Left_Back,Venezia FC,Serie_B,CONCACAF,14.6,DF,70,81,63,64,71,64,67,hapsridgeciano
Kenneth Vargas,23,Costa Rica,Striker,Heart of Midlothian FC,Scottish_Premiership,CONCACAF,14.6,FW,68,82,69,50,68,22,54,kennethvargas
Erik Palmer-Brown,28,United States,Centre_Back,Panathinaikos FC,SuperLeague1,CONCACAF,14.6,DF,69,62,30,51,52,69,74,brownerikpalmer
Dani Garcia,35,Spain,Central_Midfielder,Olympiacos Piraeus,SuperLeague1,UEFA,14.6,MF,76,47,63,71,70,78,84,danigarcia
Samuel Adeniran,26,United States,Striker,LASK,Austria_Bundesliga,CONCACAF,14.6,FW,63,57,65,43,48,25,73,adeniransamuel
Stefan Savic,34,Montenegro,Centre_Back,Trabzonspor,SuperLig,UEFA,14.6,DF,81,63,35,57,57,83,79,savicstefan
Kiko Femenia,34,Spain,Right_Back,Getafe CF,LaLiga,UEFA,14.6,DF,73,69,56,69,67,71,65,femeniakiko
Dominik Baumgartner,29,Austria,Centre_Back,Wolfsberger AC,Austria_Bundesliga,UEFA,14.6,DF,71,70,35,53,52,71,77,baumgartnerdominik
Rocky Bushiri,25,Congo,Centre_Back,Hibernian FC,Scottish_Premiership,CAF,14.6,DF,66,60,26,40,45,63,82,bushirirocky
Tin Plavotic,28,Croatia,Centre_Back,Austria Vienna,Austria_Bundesliga,UEFA,14.6,DF,68,40,29,46,42,67,77,plavotictin
Jamal Lowe,31,Jamaica,Striker,Sheffield Wednesday,Championship,CONCACAF,14.6,FW,70,84,69,60,72,40,69,jamallowe
Antonio Portales,29,Mexico,Centre_Back,Without Club,Without_Club,CONCACAF,14.6,DF,65,64,41,54,55,63,72,antonioportales
Orjan Nyland,34,Norway,Goalkeeper,Sevilla FC,LaLiga,UEFA,14.6,GK,76,76,75,77,75,47,74,nylandorjan
Ali Lajami,29,Saudi Arabia,Centre_Back,Al-Hilal SFC,Saudi_ProLeague,AFC,14.6,DF,69,76,48,58,60,67,76,alilajami
Chenjie Zhu,24,China,Centre_Back,Shanghai Shenhua,Chinese_SuperLeague,AFC,14.6,DF,69,78,41,47,59,68,77,chenjiezhu
Abdullah Al-Khaibari,28,Saudi Arabia,Defensive_Midfielder,Al-Nassr FC,Saudi_ProLeague,AFC,14.6,MF,71,67,43,64,67,68,72,abdullahalkhaibari
Johannes Handl,27,Austria,Centre_Back,Austria Vienna,Austria_Bundesliga,UEFA,14.6,DF,71,55,30,44,45,70,82,handljohannes
Kike Garcia,35,Spain,Striker,RCD Espanyol Barcelona,LaLiga,UEFA,14.6,FW,74,52,75,64,72,44,72,garciakike
Ali Majrashi,25,Saudi Arabia,Right_Back,Al-Ahli SFC,Saudi_ProLeague,AFC,14.6,DF,65,81,44,52,62,58,73,alimajrashi
Deabeas Owusu-Sekyere,25,Netherlands,Left_Winger,Zhejiang FC,Chinese_SuperLeague,UEFA,14.6,FW,70,86,63,58,74,25,66,deabeasowususekyere
Marco Tilio,23,Australia,Right_Winger,Celtic FC,Scottish_Premiership,AFC,14.6,FW,67,83,61,61,71,40,55,marcotilio
Rihito Yamamoto,23,Japan,Defensive_Midfielder,Sint-Truidense VV,Jupiler_ProLeague,AFC,14.6,MF,65,65,50,58,64,62,61,rihitoyamamoto
Cephas Malele,31,Switzerland,Striker,Dalian Yingbo,Chinese_SuperLeague,UEFA,14.6,FW,70,84,67,48,68,33,83,cephasmalele
Sergiy Kryvtsov,34,Ukraine,Centre_Back,Without Club,Without_Club,UEFA,14.6,DF,69,57,44,55,50,68,76,kryvtsovsergiy
Patrick William,28,Brazil,Centre_Back,Kyoto Sanga,J1_League,CONMEBOL,14.6,DF,68,58,61,65,59,67,74,patrickwilliam
Thiago Andrade,24,Brazil,Left_Winger,Cerezo Osaka,J1_League,CONMEBOL,14.6,FW,68,88,65,60,71,40,58,andradethiago
Shihao Wei,30,China,Left_Winger,Chengdu Rongcheng,Chinese_SuperLeague,AFC,13.8,FW,68,87,62,61,71,35,64,shihaowei
Kim Jin Kyu,28,"Korea, South",Central_Midfielder,Jeonbuk Hyundai Motors,K_League1,AFC,13.8,MF,68,76,60,67,70,37,69,jinkimkyu
Oscar Taty Maritu,25,Congo,Striker,Yunnan Yukun,Chinese_SuperLeague,CAF,13.8,FW,72,85,71,55,71,26,66,marituoscartaty
Shenglong Jiang,24,China,Centre_Back,Shanghai Shenhua,Chinese_SuperLeague,AFC,13.8,DF,69,73,50,54,57,66,80,jiangshenglong
Kevin O'Toole,26,United States,Left_Back,New York City FC,MLS,CONCACAF,13.8,DF,62,67,53,51,63,59,60,kevino'toole
Jason Cummings,29,Australia,Striker,Mohun Bagan Super Giant,Other_leagues,AFC,13.8,FW,69,66,71,57,66,38,61,cummingsjason
Kosi Thompson,22,Canada,Side_Midfielder,Toronto FC,MLS,CONCACAF,13.8,MF,61,81,50,54,60,55,63,kosithompson
Andrew Gutman,28,United States,Left_Back,Chicago Fire FC,MLS,CONCACAF,13.8,DF,67,79,48,56,64,64,70,andrewgutman
Lewis Mayo,25,Scotland,Centre_Back,Kilmarnock FC,Scottish_Premiership,UEFA,13.8,DF,66,68,36,53,59,65,73,lewismayo
Jon Russell,24,Jamaica,Central_Midfielder,Barnsley FC,League_One,CONCACAF,13.8,MF,64,50,59,60,60,63,75,jonrussell
Ju-sung Kim,24,"Korea, South",Centre_Back,FC Seoul,K_League1,AFC,13.8,DF,67,73,39,47,54,65,73,jukimsung
Shunsuke Mito,22,Japan,Right_Winger,Sparta Rotterdam,Eredivisie,AFC,13.8,FW,67,83,61,58,73,31,52,mitoshunsuke
Takuya Ogiwara,25,Japan,Left_Back,Urawa Red Diamonds,J1_League,AFC,13.8,DF,66,82,59,64,66,55,71,ogiwaratakuya
Nicolas Milanovic,23,Australia,Right_Winger,Aberdeen FC,Scottish_Premiership,AFC,13.8,FW,67,76,64,56,71,35,70,milanovicnicolas
Taras Stepanenko,35,Ukraine,Defensive_Midfielder,Eyüpspor,SuperLig,UEFA,13.8,MF,76,64,58,71,69,75,77,stepanenkotaras
Jin-seob Park,29,"Korea, South",Defensive_Midfielder,Jeonbuk Hyundai Motors,K_League1,AFC,13.0,MF,72,69,54,59,63,71,83,jinparkseob
Gustavo Velazquez,34,Paraguay,Centre_Back,Club Cerro Porteño,Other_leagues,CONMEBOL,13.0,DF,73,74,31,47,55,72,78,gustavovelazquez
Ryan Hollingshead,34,United States,Left_Back,Los Angeles FC,MLS,CONCACAF,13.0,DF,71,49,64,66,70,70,81,hollingsheadryan
Ercan Kara,29,Austria,Striker,Rapid Vienna,Austria_Bundesliga,UEFA,13.0,FW,69,73,70,51,62,27,85,ercankara
Ander Herrera,35,Spain,Central_Midfielder,CA Boca Juniors,Liga_Profesional,UEFA,13.0,MF,78,59,71,78,78,79,74,anderherrera
Mario Rui,34,Portugal,Left_Back,Without Club,Without_Club,UEFA,13.0,DF,79,80,56,77,80,74,68,mariorui
Manprit Sarkaria,28,Austria,Striker,Austria Vienna,Austria_Bundesliga,UEFA,13.0,FW,72,82,72,71,74,36,71,manpritsarkaria
Boris Matic,20,Serbia,Right_Back,Wolfsberger AC,Austria_Bundesliga,UEFA,13.0,DF,57,69,27,35,54,55,51,borismatic
Finn Surman,21,New Zealand,Centre_Back,Portland Timbers,MLS,OFC,13.0,DF,66,64,33,47,52,65,78,finnsurman
Florian Flecker,29,Austria,Side_Midfielder,LASK,Austria_Bundesliga,UEFA,13.0,MF,68,86,61,57,71,57,70,fleckerflorian
Emmanuel Longelo,24,England,Left_Back,Motherwell FC,Scottish_Premiership,UEFA,13.0,DF,65,81,52,60,64,57,60,emmanuellongelo
Valon Berisha,32,Kosovo,Side_Midfielder,LASK,Austria_Bundesliga,UEFA,13.0,MF,69,58,64,71,73,59,73,berishavalon
Josh Mulligan,22,Scotland,Side_Midfielder,Hibernian FC,Scottish_Premiership,UEFA,13.0,MF,60,81,57,54,66,57,65,joshmulligan
CJ dos Santos,24,United States,Goalkeeper,San Diego FC,MLS,CONCACAF,13.0,GK,61,60,61,58,64,27,59,cjdossantos
Bailey Rice,18,Scotland,Defensive_Midfielder,Rangers FC,Scottish_Premiership,UEFA,13.0,MF,59,52,39,56,62,53,54,baileyrice
Blair Spittal,29,Scotland,Central_Midfielder,Heart of Midlothian FC,Scottish_Premiership,UEFA,13.0,MF,68,75,67,68,70,55,67,blairspittal
Ibrahim Said,23,Nigeria,Right_Winger,Motherwell FC,Scottish_Premiership,CAF,13.0,FW,66,82,57,57,71,24,44,ibrahimsaid
Frankie Kent,29,England,Centre_Back,Heart of Midlothian FC,Scottish_Premiership,UEFA,13.0,DF,72,62,30,52,59,72,79,frankiekent
Leon King,21,Scotland,Centre_Back,Rangers FC,Scottish_Premiership,UEFA,13.0,DF,66,69,34,60,65,66,64,kingleon
Dae-won Kim,28,"Korea, South",Left_Winger,Gangwon FC,K_League1,AFC,13.0,FW,71,87,68,66,72,29,70,daekimwon
Anderson Oliveira,27,Brazil,Left_Winger,FC Seoul,K_League1,CONMEBOL,13.0,FW,72,85,64,63,75,33,55,andersonoliveira
Fernando Muslera,39,Uruguay,Goalkeeper,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,13.0,GK,81,81,81,71,80,35,82,fernandomuslera
Odion Ighalo,36,Nigeria,Striker,Without Club,Without_Club,CAF,13.0,FW,75,61,77,64,71,43,83,ighaloodion
Darko Lazovic,34,Serbia,Side_Midfielder,Without Club,Without_Club,UEFA,13.0,MF,74,71,72,74,75,65,56,darkolazovic
Alexander Meyer,34,Germany,Goalkeeper,Borussia Dortmund,Bundesliga,UEFA,13.0,GK,75,72,71,77,76,41,74,alexandermeyer
Isnik Alimi,31,North Macedonia,Central_Midfielder,Dalian Yingbo,Chinese_SuperLeague,UEFA,13.0,MF,67,64,58,66,64,63,66,alimiisnik
Lucas Possignolo,31,Brazil,Centre_Back,Zhejiang FC,Chinese_SuperLeague,CONMEBOL,13.0,DF,70,49,37,46,50,70,75,lucaspossignolo
