Name,Age,Nation,Position,Club,League,Confederation,MarketValue,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Roman Yaremchuk,29,Ukraine,Striker,Olympiacos Piraeus,SuperLeague1,UEFA,49,FW,74,73,72,68,69,44,75
Romelu Lukaku,32,Belgium,Striker,SSC Napoli,Serie_A,UEFA,358,FW,82,79,82,73,74,38,82
Romeo Amane,22,Cote d'Ivoire,Central_Midfielder,Rapid Vienna,Austria_Bundesliga,CAF,57,MF,64,80,53,61,70,57,67
Romeo Lavia,21,Belgium,Defensive_Midfielder,Chelsea FC,PremierLeague,UEFA,650,MF,75,67,50,70,75,73,73
Romeo Vermant,21,Belgium,Striker,Club Brugge KV,Jupiler_ProLeague,UEFA,98,FW,66,78,67,55,63,19,63
Ron-Robert Zieler,36,Germany,Goalkeeper,1.FC Köln,Bundesliga,UEFA,8,GK,73,71,69,69,74,48,75
Ronald Araujo,26,Uruguay,Centre_Back,FC Barcelona,LaLiga,CONMEBOL,569,DF,85,82,53,64,62,85,84
Roony Bardghji,19,Sweden,Right_Winger,FC Barcelona Atlètic,Other_leagues,UEFA,122,FW,70,75,68,63,74,30,53
Ross Graham,24,Scotland,Centre_Back,Dundee United FC,Scottish_Premiership,UEFA,11,DF,61,47,31,42,49,64,59
Roy Krishna,37,Fiji,Striker,Without Club,Unknown,OFC,2,FW,69,87,67,63,70,46,80
Ruben Alcaraz,34,Spain,Central_Midfielder,Cádiz CF,LaLiga_2,UEFA,8,MF,74,51,71,76,71,73,81
Ruben Botta,35,Argentina,Attacking_Midfielder,CA Talleres,Liga_Profesional,CONMEBOL,8,MF,74,81,72,74,76,40,69
Ruben Dias,28,Portugal,Centre_Back,Manchester City,PremierLeague,UEFA,1056,DF,88,67,39,70,69,89,87
Ruben Lezcano,21,Paraguay,Attacking_Midfielder,Fluminense Football Club,Brasileiro_SerieA,CONMEBOL,65,MF,64,67,52,60,65,56,58
Ruben Loftus-Cheek,29,England,Central_Midfielder,AC Milan,Serie_A,UEFA,162,MF,81,81,76,79,82,77,83
Ruben Neves,28,Portugal,Defensive_Midfielder,Al-Hilal SFC,Saudi_ProLeague,UEFA,406,MF,84,57,75,86,77,77,77
Ruben Pena,34,Spain,Right_Back,CD Leganés,LaLiga_2,UEFA,20,DF,75,72,69,70,73,72,65
Ruben van Bommel,20,Netherlands,Left_Winger,PSV Eindhoven,Eredivisie,UEFA,130,FW,69,85,67,59,71,25,62
Ruben Vezo,31,Portugal,Centre_Back,Olympiacos Piraeus,SuperLeague1,UEFA,23,DF,70,68,54,62,62,70,73
Ruben Yanez,31,Spain,Goalkeeper,Sporting Gijón,LaLiga_2,UEFA,20,GK,71,70,69,64,75,44,69
Rui Silva,31,Portugal,Goalkeeper,Sporting CP,Liga_Portugal,UEFA,114,GK,81,82,76,77,84,31,81
Ruslan Neshcheret,23,Ukraine,Goalkeeper,Dynamo Kyiv,Ukrainian_PremierLeague,UEFA,65,GK,65,65,62,66,66,27,64
Ryan Astley,23,Wales,Centre_Back,Dundee FC,Scottish_Premiership,UEFA,10,DF,63,50,34,51,49,64,63
Ryan Christie,30,Scotland,Defensive_Midfielder,AFC Bournemouth,PremierLeague,UEFA,162,MF,76,76,70,75,77,71,78
Ryan Flamingo,22,Netherlands,Centre_Back,PSV Eindhoven,Eredivisie,UEFA,325,DF,72,66,61,62,65,72,74
Ryan Giles,25,England,Left_Back,Hull City,Championship,UEFA,73,DF,73,88,57,73,73,62,65
Ryan Gravenberch,23,Netherlands,Defensive_Midfielder,Liverpool FC,PremierLeague,UEFA,1219,MF,78,71,76,77,81,68,73
Ryan Hollingshead,34,United States,Left_Back,Los Angeles FC,MLS,CONCACAF,13,DF,71,49,64,66,70,70,81
Ryan Kitto,30,Australia,Left_Back,Adelaide United,A_League,AFC,6,DF,63,78,55,58,62,54,74
Ryan Raposo,26,Canada,Side_Midfielder,Los Angeles FC,MLS,CONCACAF,16,MF,65,68,58,63,67,57,50
Ryan Sessegnon,25,England,Left_Back,Fulham FC,PremierLeague,UEFA,244,DF,74,77,64,72,76,71,64
Ryan Thomas,30,New Zealand,Central_Midfielder,PEC Zwolle,Eredivisie,OFC,11,MF,66,69,59,68,69,57,61
Ryan Yates,27,England,Central_Midfielder,Nottingham Forest,PremierLeague,UEFA,195,MF,75,58,60,67,67,75,81
Ryotaro Ito,27,Japan,Central_Midfielder,Sint-Truidense VV,Jupiler_ProLeague,AFC,41,MF,71,81,71,66,72,56,63
Ryoya Morishita,28,Japan,Attacking_Midfielder,Legia Warszawa,Ekstraklasa,AFC,49,MF,64,71,57,58,66,59,61
Ryoya Ogawa,28,Japan,Left_Back,Kashima Antlers,J1_League,AFC,24,DF,67,76,55,62,62,62,75
Saba Lobjanidze,30,Georgia,Left_Winger,Atlanta United FC,MLS,UEFA,65,FW,71,82,66,66,74,25,55
Sacha Boey,24,France,Right_Back,Bayern Munich,Bundesliga,UEFA,292,DF,79,82,55,66,77,78,80
Sadibou Sane,21,Senegal,Centre_Back,FC Metz,Ligue1,CAF,81,DF,65,67,37,42,45,67,69
Sael Kumbedi,20,France,Right_Back,Olympique Lyon,Ligue1,UEFA,114,DF,71,82,42,62,72,65,62
Said Benrahma,29,Algeria,Left_Winger,NEOM SC,Saudi_ProLeague,CAF,162,FW,78,73,75,75,82,40,57
Saidou Sow,23,Guinea,Centre_Back,RC Strasbourg Alsace,Ligue1,CAF,98,DF,69,61,41,54,60,69,66
Salim Diakite,25,Mali,Right_Back,Palermo FC,Serie_B,CAF,36,DF,69,79,62,62,62,67,76
Salis Abdul Samed,25,Ghana,Defensive_Midfielder,RC Lens,Ligue1,CAF,89,MF,76,60,49,66,69,74,79
Salvatore Esposito,24,Italy,Defensive_Midfielder,Spezia Calcio,Serie_B,UEFA,162,MF,69,62,60,70,66,59,57
Sam Adekugbe,30,Canada,Left_Back,Vancouver Whitecaps FC,MLS,CONCACAF,16,DF,69,86,50,60,70,61,76
Sam Beukema,26,Netherlands,Centre_Back,SSC Napoli,Serie_A,UEFA,455,DF,77,49,55,60,62,78,76
Sambou Soumano,24,Senegal,Striker,FC Lorient,Ligue1,CAF,41,FW,68,69,69,52,69,25,53
Sam Johnstone,32,England,Goalkeeper,Wolverhampton Wanderers,PremierLeague,UEFA,98,GK,78,79,79,69,80,41,76
Sam Lammers,28,Netherlands,Striker,Twente Enschede FC,Eredivisie,UEFA,65,FW,74,66,74,65,76,36,69
Sammie Szmodics,29,Ireland,Attacking_Midfielder,Ipswich Town,Championship,UEFA,162,MF,75,79,75,70,76,51,67
Sampson Dweh,23,Liberia,Centre_Back,FC Viktoria Plzen,Chance_Liga,CAF,106,DF,73,72,32,59,66,73,75
Samson Baidoo,21,Austria,Centre_Back,RC Lens,Ligue1,UEFA,130,DF,69,70,26,50,60,68,69
Sam Surridge,26,England,Striker,Nashville SC,MLS,UEFA,81,FW,71,64,71,56,68,28,70
Sam Sutton,23,New Zealand,Left_Back,Perth Glory,A_League,OFC,6,DF,63,77,57,62,66,55,66
Sam Tickle,23,England,Goalkeeper,Wigan Athletic,League_One,UEFA,20,GK,66,65,65,64,66,34,64
Samu Costa,24,Portugal,Defensive_Midfielder,RCD Mallorca,LaLiga,UEFA,244,MF,74,62,63,67,68,70,73
Samuel Adeniran,26,United States,Striker,LASK,Austria_Bundesliga,CONCACAF,15,FW,63,57,65,43,48,25,73
Samuel Amo-Ameyaw,19,England,Right_Winger,RC Strasbourg Alsace,Ligue1,UEFA,65,FW,61,78,54,53,65,28,40
Samuel Chukwueze,26,Nigeria,Right_Winger,AC Milan,Serie_A,CAF,162,FW,80,88,74,74,83,36,61
Samuel Dahl,22,Sweden,Left_Back,SL Benfica,Liga_Portugal,UEFA,114,DF,69,83,38,59,69,62,65
Samuel Edozie,22,England,Left_Winger,Southampton FC,Championship,UEFA,98,FW,70,81,61,63,73,28,52
Samuele Ricci,23,Italy,Defensive_Midfielder,AC Milan,Serie_A,UEFA,488,MF,77,73,55,72,78,73,68
Samuel Piette,30,Canada,Defensive_Midfielder,CF Montréal,MLS,CONCACAF,20,MF,70,59,29,56,58,69,78
Samuel Portugal,31,Brazil,Goalkeeper,Al-Okhdood Club,Saudi_ProLeague,CONMEBOL,16,GK,72,73,67,76,75,43,71
Samuel Soares,23,Portugal,Goalkeeper,SL Benfica,Liga_Portugal,UEFA,65,GK,68,68,65,79,72,59,64
Sam Vines,26,United States,Left_Back,Colorado Rapids,MLS,CONCACAF,20,DF,69,76,33,57,63,66,68
Sander Berge,27,Norway,Defensive_Midfielder,Fulham FC,PremierLeague,UEFA,406,MF,76,53,65,73,71,75,85
Sander Tangvik,22,Norway,Goalkeeper,Rosenborg BK,Eliteserien,UEFA,57,GK,65,65,64,63,66,57,65
Sandi Lovric,27,Slovenia,Central_Midfielder,Udinese Calcio,Serie_A,UEFA,138,MF,73,49,64,72,72,68,69
Sandro Tonali,25,Italy,Central_Midfielder,Newcastle United,PremierLeague,UEFA,975,MF,85,84,74,81,81,82,82
Sandy Walsh,30,Indonesia,Right_Back,Yokohama F. Marinos,J1_League,AFC,13,DF,68,58,37,61,64,66,72
Santiago Ascacibar,28,Argentina,Defensive_Midfielder,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,114,MF,76,70,70,71,75,73,71
Santiago Bueno,26,Uruguay,Centre_Back,Wolverhampton Wanderers,PremierLeague,CONMEBOL,162,DF,77,50,31,56,56,78,78
Santiago Castaneda,20,United States,Defensive_Midfielder,SC Paderborn 07,Bundesliga_2,CONCACAF,65,MF,64,70,46,60,65,65,60
Santiago Castro,20,Argentina,Striker,Bologna FC 1909,Serie_A,CONMEBOL,569,FW,73,79,73,59,73,40,65
Santiago Gimenez,24,Mexico,Striker,AC Milan,Serie_A,CONCACAF,488,FW,79,79,80,70,76,49,75
Santiago Hezze,23,Argentina,Defensive_Midfielder,Olympiacos Piraeus,SuperLeague1,CONMEBOL,195,MF,77,67,62,67,71,75,77
Santiago Mele,27,Uruguay,Goalkeeper,CF Monterrey,Liga_MX,CONMEBOL,41,GK,73,75,70,68,76,50,68
Santiago Pierotti,24,Argentina,Right_Winger,US Lecce,Serie_A,CONMEBOL,65,FW,68,67,67,65,71,61,67
Santiago Ramos Mingo,23,Argentina,Centre_Back,Esporte Clube Bahia,Brasileiro_SerieA,CONMEBOL,98,DF,64,47,34,47,51,65,59
Santiago Rodriguez,25,Uruguay,Attacking_Midfielder,Botafogo de Futebol e Regatas,Brasileiro_SerieA,CONMEBOL,73,MF,73,77,67,68,74,38,52
Santiago Simon,23,Argentina,Side_Midfielder,CA River Plate,Liga_Profesional,CONMEBOL,73,MF,73,75,62,70,74,65,72
Santiago Sosa,26,Argentina,Centre_Back,Racing Club,Liga_Profesional,CONMEBOL,130,DF,73,57,57,63,67,72,78
Santi Comesana,28,Spain,Central_Midfielder,Villarreal CF,LaLiga,UEFA,130,MF,75,57,69,68,73,76,74
Sasa Lukic,28,Serbia,Defensive_Midfielder,Fulham FC,PremierLeague,UEFA,228,MF,75,53,69,74,75,70,70
Sascha Horvath,28,Austria,Central_Midfielder,LASK,Austria_Bundesliga,UEFA,24,MF,72,82,68,72,77,57,62
Saud Abdulhamid,26,Saudi Arabia,Right_Back,AS Roma,Serie_A,AFC,49,DF,78,92,46,67,72,71,77
Saul Coco,26,Equatorial Guinea,Centre_Back,Torino FC,Serie_A,CAF,162,DF,75,85,56,58,60,76,78
Savinho,21,Brazil,Right_Winger,Manchester City,PremierLeague,CONMEBOL,812,FW,82,88,72,77,84,30,53
Scott McTominay,28,Scotland,Central_Midfielder,SSC Napoli,Serie_A,UEFA,812,MF,78,55,78,71,73,75,84
Scott Twine,26,England,Attacking_Midfielder,Bristol City,Championship,UEFA,73,MF,71,78,69,70,72,55,53
Seamus Coleman,36,Ireland,Right_Back,Everton FC,PremierLeague,UEFA,8,DF,74,53,65,71,73,76,70
Sean Johnson,36,United States,Goalkeeper,Toronto FC,MLS,CONCACAF,6,GK,70,70,65,70,74,42,69
Sean Klaiber,30,Suriname,Centre_Back,Bröndby IF,Danish_Superligaen,CONCACAF,28,DF,72,79,62,68,66,67,78
Sean Longstaff,27,England,Central_Midfielder,Leeds United,PremierLeague,UEFA,325,MF,76,56,68,73,73,73,71
Sean Nealis,28,United States,Centre_Back,New York Red Bulls,MLS,CONCACAF,41,DF,70,67,32,39,49,69,84
Sebastian Berhalter,24,United States,Central_Midfielder,Vancouver Whitecaps FC,MLS,CONCACAF,32,MF,63,68,45,60,64,59,64
Sebastian Boselli,21,Uruguay,Centre_Back,CA River Plate,Liga_Profesional,CONMEBOL,62,DF,72,75,50,66,66,70,77
Sebastian Nanasi,23,Sweden,Side_Midfielder,RC Strasbourg Alsace,Ligue1,UEFA,292,MF,73,70,64,71,77,32,65
Sebastiano Desplanches,22,Italy,Goalkeeper,Palermo FC,Serie_B,UEFA,32,GK,69,70,65,66,72,26,68
Sebastiano Esposito,23,Italy,Striker,Inter Milan,Serie_A,UEFA,138,FW,72,73,73,72,74,35,63
Sebastian Szymanski,26,Poland,Attacking_Midfielder,Fenerbahce,SuperLig,UEFA,244,MF,80,81,77,79,79,51,67
Sebastian Villa,29,Colombia,Left_Winger,CS Independiente Rivadavia,Liga_Profesional,CONMEBOL,81,FW,73,86,71,68,74,32,64
Sebastien Haller,31,Cote d'Ivoire,Striker,Borussia Dortmund,Bundesliga,CAF,49,FW,79,56,79,63,75,51,73
Seedy Jatta,22,Norway,Striker,SK Sturm Graz,Austria_Bundesliga,UEFA,32,FW,64,81,61,46,66,26,67
Sefer Emini,25,North Macedonia,Central_Midfielder,Sönderjyske Fodbold,Danish_Superligaen,UEFA,16,MF,59,67,58,60,63,38,54
Seiya Maikuma,27,Japan,Right_Back,AZ Alkmaar,Eredivisie,AFC,65,DF,70,74,60,64,67,65,67
Seko Fofana,30,Cote d'Ivoire,Central_Midfielder,Stade Rennais FC,Ligue1,CAF,162,MF,80,71,77,76,78,73,86
Semih Kilicsoy,19,Turkey,Striker,Besiktas JK,SuperLig,UEFA,195,FW,72,78,74,60,75,31,71
Sem Steijn,23,Netherlands,Attacking_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,260,MF,75,66,78,69,75,38,75
Senne Lammens,23,Belgium,Goalkeeper,Royal Antwerp FC,Jupiler_ProLeague,UEFA,146,GK,67,71,65,61,69,21,63
Senne Lynen,26,Belgium,Defensive_Midfielder,SV Werder Bremen,Bundesliga,UEFA,146,MF,75,70,62,72,67,73,77
Senny Mayulu,19,France,Central_Midfielder,Paris Saint-Germain,Ligue1,UEFA,244,MF,65,72,60,63,71,48,53
Seny Dieng,30,Senegal,Goalkeeper,Middlesbrough FC,Championship,CAF,23,GK,71,70,67,69,74,40,67
Seo Min Woo,27,"Korea, South",Defensive_Midfielder,Gangwon FC,K_League1,AFC,11,MF,68,60,54,62,66,65,78
Sepp van den Berg,23,Netherlands,Centre_Back,Brentford FC,PremierLeague,UEFA,358,DF,77,76,36,63,66,78,76
Serge-Philippe Raux-Yao,26,France,Centre_Back,Rapid Vienna,Austria_Bundesliga,UEFA,81,DF,69,44,34,44,49,69,79
Sergej Milinkovic-Savic,30,Serbia,Central_Midfielder,Al-Hilal SFC,Saudi_ProLeague,UEFA,276,MF,85,64,80,81,82,78,88
Sergi Cardona,26,Spain,Left_Back,Villarreal CF,LaLiga,UEFA,162,DF,75,81,43,64,68,73,74
Sergino Dest,24,United States,Right_Back,PSV Eindhoven,Eredivisie,CONCACAF,260,DF,79,91,60,75,82,72,69
Sergio Busquets,37,Spain,Defensive_Midfielder,Inter Miami CF,MLS,UEFA,24,MF,81,37,61,77,78,78,73
Sergio Herrera,32,Spain,Goalkeeper,CA Osasuna,LaLiga,UEFA,49,GK,78,78,77,75,78,47,76
Sergiy Kryvtsov,34,Ukraine,Centre_Back,Miami,MLS,UEFA,15,DF,69,57,44,55,50,68,76
Serhou Guirassy,29,Guinea,Striker,Borussia Dortmund,Bundesliga,CAF,731,FW,84,69,86,71,80,39,79
Seydouba Cisse,24,Guinea,Central_Midfielder,CD Leganés,LaLiga_2,CAF,49,MF,69,60,66,66,66,62,57
Shandon Baptiste,27,Grenada,Central_Midfielder,Luton Town,League_One,CONCACAF,32,MF,69,67,58,67,75,68,65
Shaquille Pinas,27,Suriname,Centre_Back,Hammarby IF,Allsvenskan,CONCACAF,41,DF,67,75,53,59,63,64,72
Shea Charles,21,Northern Ireland,Defensive_Midfielder,Southampton FC,Championship,UEFA,162,MF,67,59,47,65,61,65,69
Sheraldo Becker,30,Suriname,Left_Winger,Real Sociedad,LaLiga,CONCACAF,41,FW,76,93,74,70,78,35,69
Sherel Floranus,26,Curacao,Right_Back,PEC Zwolle,Eredivisie,CONCACAF,14,DF,69,87,46,58,68,64,75
Shkelqim Vladi,24,Kosovo,Striker,FC Lugano,Swiss_SuperLeague,UEFA,24,FW,67,69,68,56,67,24,67
Shogo Taniguchi,34,Japan,Centre_Back,Sint-Truidense VV,Jupiler_ProLeague,AFC,16,DF,72,62,45,60,60,75,73
Shuto Machino,25,Japan,Striker,Borussia Mönchengladbach,Bundesliga,AFC,81,FW,69,74,67,61,71,30,72
Siebe Horemans,27,Belgium,Right_Back,FC Utrecht,Eredivisie,UEFA,57,DF,68,76,30,58,64,66,76
Sikou Niakate,26,Mali,Centre_Back,SC Braga,Liga_Portugal,CAF,130,DF,76,72,39,51,64,77,80
Simon Banza,28,Congo,Striker,SC Braga,Liga_Portugal,CAF,228,FW,80,75,80,56,76,36,77
Simon Becher,26,United States,Striker,St. Louis CITY SC,MLS,CONCACAF,16,FW,60,58,62,40,57,38,60
Simone Canestrelli,24,Italy,Centre_Back,Pisa Sporting Club,Serie_A,UEFA,114,DF,65,65,39,48,46,65,73
Simone Pafundi,19,Italy,Attacking_Midfielder,Udinese Calcio,Serie_A,UEFA,81,MF,69,77,65,67,76,46,53
Simone Scuffet,29,Italy,Goalkeeper,Pisa Sporting Club,Serie_A,UEFA,32,GK,73,73,71,65,76,50,72
Simon Mignolet,37,Belgium,Goalkeeper,Club Brugge KV,Jupiler_ProLeague,UEFA,20,GK,78,77,75,73,80,51,81
Simon Seidl,22,Austria,Attacking_Midfielder,FC Blau-Weiss Linz,Austria_Bundesliga,UEFA,16,MF,60,66,55,57,61,49,51
Sinaly Diomande,24,Cote d'Ivoire,Centre_Back,AJ Auxerre,Ligue1,CAF,81,DF,73,65,46,61,58,73,76
Siyabonga Ngezana,28,South Africa,Centre_Back,FCSB,Romaina_SuperLiga,CAF,57,DF,69,73,25,43,55,70,76
Slawomir Abramowicz,21,Poland,Goalkeeper,Jagiellonia Bialystok,Ekstraklasa,UEFA,65,GK,58,55,59,63,59,29,58
Slobodan Rubezic,25,Montenegro,Centre_Back,Aberdeen FC,Scottish_Premiership,UEFA,24,DF,67,59,27,32,46,67,81
Sofiane Diop,25,Morocco,Left_Winger,OGC Nice,Ligue1,CAF,162,FW,76,70,70,75,81,54,53
Sofyan Amrabat,28,Morocco,Defensive_Midfielder,Fenerbahce,SuperLig,CAF,276,MF,78,65,69,73,75,74,80
Souffian El Karouani,24,Morocco,Left_Back,FC Utrecht,Eredivisie,CAF,146,DF,71,70,43,67,71,65,67
Soumaila Coulibaly,21,France,Centre_Back,RC Strasbourg Alsace,Ligue1,UEFA,130,DF,71,86,36,54,65,68,79
Srdjan Kuzmic,21,Slovenia,Right_Back,Viborg FF,Danish_Superligaen,UEFA,21,DF,65,75,26,58,59,61,58
Stanislav Lobotka,30,Slovakia,Defensive_Midfielder,SSC Napoli,Serie_A,UEFA,406,MF,82,72,69,80,81,75,75
Stavros Pilios,24,Greece,Left_Back,AEK Athens,SuperLeague1,UEFA,20,DF,69,77,48,65,70,62,63
Stefan Bajcetic,20,Spain,Defensive_Midfielder,Liverpool FC,PremierLeague,UEFA,146,MF,72,66,52,66,72,69,66
Stefan Lainer,32,Austria,Right_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,20,DF,73,70,62,65,67,73,75
Stefan Mauk,29,Australia,Attacking_Midfielder,Adelaide United,A_League,AFC,11,MF,65,69,60,63,66,54,70
Stefan Ortega,32,Germany,Goalkeeper,Manchester City,PremierLeague,UEFA,130,GK,81,79,77,86,84,52,81
Stefanos Tzimas,19,Greece,Striker,Brighton & Hove Albion,PremierLeague,UEFA,358,FW,67,76,67,50,65,31,64
Stefano Turati,23,Italy,Goalkeeper,US Sassuolo,Serie_A,UEFA,106,GK,74,75,71,71,78,35,74
Stefan Posch,28,Austria,Centre_Back,Bologna FC 1909,Serie_A,UEFA,130,DF,78,75,55,68,65,79,75
Stefan Savic,34,Montenegro,Centre_Back,Trabzonspor,SuperLig,UEFA,15,DF,81,63,35,57,57,83,79
Stefan Schwab,34,Austria,Central_Midfielder,Holstein Kiel,Bundesliga_2,UEFA,10,MF,74,63,71,75,72,70,75
Stefan Tarnovanu,25,Romania,Goalkeeper,FCSB,Romaina_SuperLiga,UEFA,81,GK,70,68,65,65,73,55,73
Stelios Andreou,23,Cyprus,Centre_Back,Royal Charleroi SC,Jupiler_ProLeague,UEFA,57,DF,69,71,30,55,56,68,76
Stephen Eustaquio,28,Canada,Central_Midfielder,FC Porto,Liga_Portugal,CONCACAF,162,MF,76,66,66,75,73,72,73
Stephen Welsh,25,Scotland,Centre_Back,Celtic FC,Scottish_Premiership,UEFA,16,DF,68,66,31,57,62,67,69
Stephy Mavididi,27,England,Left_Winger,Leicester City,Championship,UEFA,162,FW,76,88,75,69,76,28,74
Steve Mandanda,40,France,Goalkeeper,Without Club,Unknown,UEFA,8,GK,78,75,77,74,79,49,77
Steve Mounie,30,Benin,Striker,FC Augsburg,Bundesliga,CAF,32,FW,76,63,75,64,71,45,79
Steven Benda,26,Germany,Goalkeeper,Millwall FC,Championship,UEFA,16,GK,67,67,65,61,70,37,66
Steven Berghuis,33,Netherlands,Right_Winger,Ajax Amsterdam,Eredivisie,UEFA,57,FW,79,72,80,82,79,39,66
Steven Bergwijn,27,Netherlands,Left_Winger,Al-Ittihad Club,Saudi_ProLeague,UEFA,228,FW,79,80,76,74,82,41,70
Steven Ugarkovic,30,Australia,Defensive_Midfielder,Western Sydney Wanderers,A_League,AFC,8,MF,66,62,58,61,65,61,76
Stije Resink,22,Netherlands,Defensive_Midfielder,FC Groningen,Eredivisie,UEFA,65,MF,66,65,53,64,66,59,67
Stijn Spierings,29,Netherlands,Central_Midfielder,Bröndby IF,Danish_Superligaen,UEFA,32,MF,75,54,66,68,70,74,75
Stole Dimitrievski,31,North Macedonia,Goalkeeper,Valencia CF,LaLiga,UEFA,41,GK,79,78,80,74,79,36,78
Storm Roux,32,New Zealand,Right_Back,Central Coast Mariners,A_League,OFC,4,DF,64,76,46,52,60,57,77
Strahinja Pavlovic,24,Serbia,Centre_Back,AC Milan,Serie_A,UEFA,292,DF,76,70,43,51,64,75,84
Suphanat Mueanta,22,Thailand,Striker,Buriram United,Other_leagues,AFC,20,FW,64,66,61,57,67,23,44
Sven Botman,25,Netherlands,Centre_Back,Newcastle United,PremierLeague,UEFA,682,DF,82,60,37,63,65,83,83
Sven Michel,35,Germany,Left_Winger,SC Paderborn 07,Bundesliga_2,UEFA,7,FW,71,69,73,66,74,34,72
Sven Mijnans,25,Netherlands,Attacking_Midfielder,AZ Alkmaar,Eredivisie,UEFA,146,MF,74,65,71,71,75,63,70
Sven Ulreich,36,Germany,Goalkeeper,Bayern Munich,Bundesliga,UEFA,8,GK,74,75,69,62,79,41,73
Sverrir Ingi Ingason,31,Iceland,Centre_Back,Panathinaikos FC,SuperLeague1,UEFA,41,DF,72,52,53,57,57,72,75
Szymon Wlodarczyk,22,Poland,Striker,SK Sturm Graz,Austria_Bundesliga,UEFA,26,FW,68,71,68,51,65,23,72
Tai Baribo,27,Israel,Striker,Philadelphia Union,MLS,UEFA,81,FW,70,72,72,51,67,25,70
Taichi Fukui,21,Japan,Central_Midfielder,FC Arouca,Liga_Portugal,AFC,32,MF,66,76,52,64,73,52,43
Taiwo Awoniyi,27,Nigeria,Striker,Nottingham Forest,PremierLeague,CAF,260,FW,76,75,76,60,69,32,79
Tajon Buchanan,26,Canada,Side_Midfielder,Inter Milan,Serie_A,CONCACAF,98,MF,74,92,65,66,74,67,73
Takahiro Akimoto,27,Japan,Left_Back,Oud-Heverlee Leuven,Jupiler_ProLeague,AFC,24,DF,66,77,65,62,67,58,72
Takefusa Kubo,24,Japan,Right_Winger,Real Sociedad,LaLiga,AFC,488,FW,81,84,76,76,83,40,60
Takehiro Tomiyasu,26,Japan,Right_Back,Arsenal FC,PremierLeague,AFC,292,DF,78,69,33,67,72,80,80
Takumu Kawamura,25,Japan,Defensive_Midfielder,Red Bull Salzburg,Austria_Bundesliga,AFC,28,MF,61,58,61,58,60,58,58
Takuro Kaneko,27,Japan,Right_Winger,Urawa Red Diamonds,J1_League,AFC,24,FW,70,80,64,67,72,54,63
Takuto Oshima,27,Japan,Defensive_Midfielder,FC Noah Yerevan,Other_leagues,AFC,20,MF,67,69,53,67,71,55,58
Takuya Ogiwara,25,Japan,Left_Back,Urawa Red Diamonds,J1_League,AFC,14,DF,66,82,59,64,66,55,71
Tammy Abraham,27,England,Striker,Besiktas JK,SuperLig,UEFA,244,FW,78,78,76,65,75,36,77
Tanguy Zoukrou,22,France,Centre_Back,BSC Young Boys,Swiss_SuperLeague,UEFA,29,DF,64,49,32,43,42,66,63
Tanner Tessmann,23,United States,Defensive_Midfielder,Olympique Lyon,Ligue1,CONCACAF,98,MF,71,61,56,68,69,67,78
Taras Mykhavko,20,Ukraine,Centre_Back,Dynamo Kyiv,Ukrainian_PremierLeague,UEFA,81,DF,65,64,30,50,56,66,62
Taras Stepanenko,35,Ukraine,Defensive_Midfielder,Eyüpspor,SuperLig,UEFA,14,MF,76,64,58,71,69,75,77
Tarik Tissoudali,32,Morocco,Striker,Khor Fakkan SSC,UAE_ProLeague,CAF,57,FW,75,73,75,69,80,37,60
Tariq Lamptey,24,Ghana,Right_Back,Brighton & Hove Albion,PremierLeague,CAF,179,DF,75,85,44,66,77,70,50
Tate Russell,25,Australia,Right_Back,Western United FC,A_League,AFC,6,DF,61,80,46,55,59,54,63
Tatsuhiro Sakamoto,28,Japan,Side_Midfielder,Coventry City,Championship,AFC,73,MF,73,80,64,69,75,58,60
Taylan Bulut,19,Germany,Right_Back,FC Schalke 04,Bundesliga_2,UEFA,98,DF,58,63,43,53,53,56,62
Taylor Harwood-Bellis,23,England,Centre_Back,Southampton FC,Championship,UEFA,358,DF,75,66,36,61,67,76,76
Tayvon Gray,22,Jamaica,Right_Back,New York City FC,MLS,CONCACAF,32,DF,65,78,30,52,64,62,64
Teddy Okou,27,France,Right_Winger,FC Luzern,Swiss_SuperLeague,UEFA,20,FW,69,90,68,63,75,31,63
Teemu Pukki,35,Finland,Striker,HJK Helsinki,Other_leagues,UEFA,8,FW,74,75,75,63,72,36,72
Terem Moffi,26,Nigeria,Striker,OGC Nice,Ligue1,CAF,244,FW,77,91,77,54,72,26,77
Terry Yegbe,24,Ghana,Centre_Back,IF Elfsborg,Allsvenskan,CAF,41,DF,62,64,36,48,50,59,73
Teun Koopmeiners,27,Netherlands,Attacking_Midfielder,Juventus FC,Serie_A,UEFA,569,MF,83,66,78,83,78,75,78
Thelo Aasgaard,23,Norway,Attacking_Midfielder,Rangers FC,Scottish_Premiership,UEFA,32,MF,66,65,65,64,67,43,61
Theo Bair,25,Canada,Striker,AJ Auxerre,Ligue1,CONCACAF,29,FW,69,73,67,50,64,28,79
Theodore Ku-DiPietro,23,United States,Attacking_Midfielder,Colorado Rapids,MLS,CONCACAF,32,MF,64,73,59,52,68,35,56
Theo Hernandez,27,France,Left_Back,Al-Hilal SFC,Saudi_ProLeague,UEFA,569,DF,87,95,76,78,84,81,89
