name,field,position,age,nation,confederation,club,league,value_billion_krw,Identifier
Joe Newell,MF,Central_Midfielder,32,England,UEFA,Hibernian FC,Scottish_Premiership,11.4,joenewell_ENG
Lewis Neilson,DF,Centre_Back,22,Scotland,UEFA,Falkirk FC,Scottish_Premiership,11.4,lewisneilson_SCO
Ross Graham,DF,Centre_Back,24,Scotland,UEFA,Dundee United FC,Scottish_Premiership,11.4,rossgraham_SCO
Keanu Baccus,MF,Defensive_Midfielder,27,Australia,AFC,Mansfield Town,League_One,11.4,keanubaccus_AUS
Zinedine Machach,MF,Attacking_Midfielder,29,France,UEFA,Melbourne Victory,A_League,11.4,zinedinemachach_FRA
Bozhidar Kraev,FW,Left_Winger,28,Bulgaria,UEFA,Western Sydney Wanderers,A_League,11.4,bozhidarkraev_BUL
Ivan Marcone,MF,Defensive_Midfielder,35,Argentina,CONMEBOL,CA Independiente,Liga_Profesional,11.4,ivanmarcone_ARG
Mario Fernandes,DF,Right_Back,34,Russia,UEFA,Without Club,Without_Club,11.4,mariofernandes_RUS
Michail Antonio,FW,Striker,35,Jamaica,CONCACAF,Without Club,Without_Club,11.4,michailantonio_JAM
Aitor Fernandez,GK,Goalkeeper,34,Spain,UEFA,CA Osasuna,LaLiga,11.4,aitorfernandez_SPA
Franco Armani,GK,Goalkeeper,38,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,11.4,francoarmani_ARG
Loic Nego,DF,Right_Back,34,Hungary,UEFA,Le Havre AC,Ligue1,11.4,loicnego_HUN
Angel Sepulveda,FW,Striker,34,Mexico,CONCACAF,CD Cruz Azul,Liga_MX,11.4,angelsepulveda_MEX
Nathaniel Atkinson,DF,Right_Back,26,Australia,AFC,Melbourne City FC,A_League,11.4,nathanielatkinson_AUS
Ahmed Bamsaud,DF,Left_Back,29,Saudi Arabia,AFC,Al-Fayha FC,Saudi_ProLeague,11.4,ahmedbamsaud_SAU
Tatsuki Seko,MF,Central_Midfielder,27,Japan,AFC,Stoke City,Championship,11.4,tatsukiseko_JAP
Vitor Hugo,DF,Centre_Back,34,Brazil,CONMEBOL,Clube Atlético Mineiro,Brasileiro_SerieA,11.4,vitorhugo_BRA
Julio Gonzalez,GK,Goalkeeper,34,Mexico,CONCACAF,Puebla FC,Liga_MX,11.4,juliogonzalez_MEX
Steven Nzonzi,MF,Defensive_Midfielder,36,France,UEFA,Without Club,Without_Club,11.4,stevennzonzi_FRA
Bobsin,MF,Defensive_Midfielder,25,Brazil,CONMEBOL,Daejeon Hana Citizen,K_League1,11.4,bobsin_BRA
Yazan Al-Arab,DF,Centre_Back,29,Jordan,AFC,FC Seoul,K_League1,11.4,yazanal-arab_JOR
Fuki Yamada,FW,Right_Winger,24,Japan,AFC,Kyoto Sanga,J1_League,11.4,fukiyamada_JAP
Leo Takae,MF,Central_Midfielder,27,Japan,AFC,Yokohama FC,J1_League,11.4,leotakae_JAP
Yuta Goke,MF,Attacking_Midfielder,26,Japan,AFC,Vegalta Sendai,Other_leagues,11.4,yutagoke_JAP
Abolfazl Razzaghpour,DF,Left_Back,27,Iran,AFC,Foolad FC,Persian_GulfProLeague,11.4,abolfazlrazzaghpour_IRA
Pablo Sabbag,FW,Striker,28,Syria,AFC,Suwon FC,K_League1,11.4,pablosabbag_SYR
Kwon Hyeok Kyu,MF,Defensive_Midfielder,24,"Korea, South",AFC,FC Nantes,Ligue1,11.4,kwonhyeokkyu_KOR
Supachok Sarachat,MF,Attacking_Midfielder,27,Thailand,AFC,Hokkaido Consadole Sapporo,Other_leagues,11.4,supachoksarachat_THA
Vicente Guaita,GK,Goalkeeper,38,Spain,UEFA,Without Club,Without_Club,11.4,vicenteguaita_SPA
Asier Illarramendi,MF,Defensive_Midfielder,35,Spain,UEFA,Without Club,Without_Club,11.4,asierillarramendi_SPA
Danilo D'Ambrosio,DF,Centre_Back,36,Italy,UEFA,Without Club,Without_Club,11.4,danilod'ambrosio_ITA
Agustin Marchesin,GK,Goalkeeper,37,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,11.4,agustinmarchesin_ARG
Juan Pablo Vigon,MF,Central_Midfielder,34,Mexico,CONCACAF,Tigres UANL,Liga_MX,11.4,juanpablovigon_MEX
Leonardo Morales,DF,Centre_Back,34,Argentina,CONMEBOL,Club Atlético Belgrano,Liga_Profesional,11.4,leonardomorales_ARG
Domagoj Vida,DF,Centre_Back,36,Croatia,UEFA,AEK Athens,SuperLeague1,11.4,domagojvida_CRO
Ben Mee,DF,Centre_Back,35,England,UEFA,Without Club,Without_Club,11.4,benmee_ENG
Christian Gytkjaer,FW,Striker,35,Denmark,UEFA,SSC Bari,Serie_B,11.4,christiangytkjaer_DEN
Janis Blaswich,GK,Goalkeeper,34,Germany,UEFA,RB Leipzig,Bundesliga,11.4,janisblaswich_GER
Christian Kabasele,DF,Centre_Back,34,Belgium,UEFA,Udinese Calcio,Serie_A,11.4,christiankabasele_BEL
Luca Caldirola,DF,Centre_Back,34,Italy,UEFA,Without Club,Without_Club,11.4,lucacaldirola_ITA
Thiago Silva,DF,Centre_Back,40,Brazil,CONMEBOL,Fluminense Football Club,Brasileiro_SerieA,11.4,thiagosilva_BRA
Kevin Muller,GK,Goalkeeper,34,Germany,UEFA,1.FC Heidenheim 1846,Bundesliga,11.4,kevinmuller_GER
Gabriel Arias,GK,Goalkeeper,37,Chile,CONMEBOL,Racing Club,Liga_Profesional,11.4,gabrielarias_CHI
Park Chan Yong,DF,Centre_Back,29,"Korea, South",AFC,Gimcheon Sangmu,K_League1,10.6,parkchanyong_KOR
Kim Tae Hyeon,DF,Left_Back,28,"Korea, South",AFC,Jeonbuk Hyundai Motors,K_League1,10.6,kimtaehyeon_KOR
Jang Min Gyu ,DF,Centre_Back,26,"Korea, South",AFC,Jeju SK,K_League1,10.6,jangmingyu_KOR
Matias Lacava,FW,Right_Winger,22,Venezuela,CONMEBOL,Ulsan HD FC,K_League1,10.6,matiaslacava_VEN
Mario Cuze,FW,Left_Winger,26,Croatia,UEFA,Gangwon FC,K_League1,10.6,mariocuze_CRO
Lee Yeong Jae,MF,Central_Midfielder,30,"Korea, South",AFC,Jeonbuk Hyundai Motors,K_League1,10.6,leeyeongjae_KOR
Lee Ho Jae,FW,Striker,24,"Korea, South",AFC,Pohang Steelers,K_League1,10.6,leehojae_KOR
Alasana Manneh,MF,Central_Midfielder,27,Gambia,CAF,Hibernian FC,Scottish_Premiership,10.6,alasanamanneh_GAM
Soma Anzai,MF,Side_Midfielder,22,Japan,AFC,FC Tokyo,J1_League,10.6,somaanzai_JAP
Saad Al-Nasser,DF,Left_Back,24,Saudi Arabia,AFC,Al-Taawoun FC,Saudi_ProLeague,10.6,saadal-nasser_SAU
Dylan Levitt,MF,Central_Midfielder,24,Wales,UEFA,Hibernian FC,Scottish_Premiership,10.6,dylanlevitt_WAL
Robbie Deas,DF,Centre_Back,25,Scotland,UEFA,Kilmarnock FC,Scottish_Premiership,10.6,robbiedeas_SCO
Kotaro Hayashi,DF,Left_Back,24,Japan,AFC,Machida Zelvia,J1_League,10.6,kotarohayashi_JAP
Salem Al-Najdi,DF,Left_Back,22,Saudi Arabia,AFC,Al-Nassr FC,Saudi_ProLeague,10.6,salemal-najdi_SAU
Hasan Abdulkareem,FW,Right_Winger,26,Iraq,AFC,Al-Zawraa SC,Other_leagues,10.6,hasanabdulkareem_IRA
Abdulaziz Noor,FW,Right_Winger,26,Saudi Arabia,AFC,NEOM SC,Saudi_ProLeague,10.6,abdulaziznoor_SAU
Angus Thurgate,MF,Central_Midfielder,25,Australia,AFC,Western United FC,A_League,10.6,angusthurgate_AUS
Kim Seung Gyu,GK,Goalkeeper,34,"Korea, South",AFC,FC Tokyo,J1_League,10.6,kimseunggyu_KOR
Douglas Costa,FW,Right_Winger,34,Brazil,CONMEBOL,Sydney FC,A_League,10.6,douglascosta_BRA
Daniel Wass,MF,Central_Midfielder,36,Denmark,UEFA,Bröndby IF,Danish_Superligaen,10.6,danielwass_DEN
Valere Germain,FW,Striker,35,France,UEFA,Sanfrecce Hiroshima,J1_League,10.6,valeregermain_FRA
Cesinha,MF,Attacking_Midfielder,35,Brazil,CONMEBOL,Daegu FC,K_League1,10.6,cesinha_BRA
Anas Zniti,GK,Goalkeeper,36,Morocco,CAF,Al-Wasl FC,UAE_ProLeague,10.6,anaszniti_MOR
Stefan Mitrovic,DF,Centre_Back,35,Serbia,UEFA,KAA Gent,Jupiler_ProLeague,10.6,stefanmitrovic_SER
Leandro Fernandez,FW,Left_Winger,34,Argentina,CONMEBOL,Club Universidad de Chile,Primera_División,10.6,leandrofernandez_ARG
Lee Chang Geun,GK,Goalkeeper,31,"Korea, South",AFC,Daejeon Hana Citizen,K_League1,10.6,leechanggeun_KOR
Jeon Byung Kwan,FW,Left_Winger,22,"Korea, South",AFC,Gimcheon Sangmu,K_League1,10.6,jeonbyungkwan_KOR
Stefan Mauk,MF,Attacking_Midfielder,29,Australia,AFC,Adelaide United,A_League,10.6,stefanmauk_AUS
Frank Acheampong,FW,Left_Winger,31,Ghana,CAF,Henan FC,Chinese_SuperLeague,10.6,frankacheampong_GHA
Tyias Browning,DF,Centre_Back,31,China,AFC,Shanghai Port,Chinese_SuperLeague,10.6,tyiasbrowning_CHI
Tianyi Gao,MF,Defensive_Midfielder,27,China,AFC,Shanghai Shenhua,Chinese_SuperLeague,10.6,tianyigao_CHI
Go Jae Hyun,FW,Right_Winger,26,"Korea, South",AFC,Gimcheon Sangmu,K_League1,10.6,gojaehyun_KOR
Anton Kryvotsiuk,DF,Centre_Back,26,Azerbaijan,UEFA,Daejeon Hana Citizen,K_League1,10.6,antonkryvotsiuk_AZE
Park Ji Su,DF,Centre_Back,31,"Korea, South",AFC,Wuhan Three Towns,Chinese_SuperLeague,9.8,parkjisu_KOR
Wenneng Xie,FW,Right_Winger,24,China,AFC,Shandong Taishan,Chinese_SuperLeague,9.8,wennengxie_CHI
Lucas Maia,DF,Centre_Back,32,Brazil,CONMEBOL,Henan FC,Chinese_SuperLeague,9.8,lucasmaia_BRA
Guilherme Madruga,MF,Defensive_Midfielder,24,Brazil,CONMEBOL,Shandong Taishan,Chinese_SuperLeague,9.8,guilhermemadruga_BRA
Timo Letschert,DF,Centre_Back,32,Netherlands,UEFA,Chengdu Rongcheng,Chinese_SuperLeague,9.8,timoletschert_NET
Patryk Klimala,FW,Striker,26,Poland,UEFA,FC Seoul,K_League1,9.8,patrykklimala_POL
Jeong Seung Won,FW,Right_Winger,28,"Korea, South",AFC,FC Seoul,K_League1,9.8,jeongseungwon_KOR
Reis,FW,Striker,32,Brazil,CONMEBOL,Gwangju FC,K_League1,9.8,reis_BRA
Hwang Jae Won,DF,Right_Back,22,"Korea, South",AFC,Daegu FC,K_League1,9.8,hwangjaewon_KOR
Joao Gamboa,MF,Defensive_Midfielder,28,Portugal,UEFA,Jeonbuk Hyundai Motors,K_League1,9.8,joaogamboa_POR
Walter Kannemann,DF,Centre_Back,34,Argentina,CONMEBOL,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,9.8,walterkannemann_ARG
Pablo,DF,Centre_Back,34,Brazil,CONMEBOL,CR Flamengo,Brasileiro_SerieA,9.8,pablo_BRA
Jonathan Viera,MF,Attacking_Midfielder,35,Spain,UEFA,UD Las Palmas,LaLiga_2,9.8,jonathanviera_SPA
Edenilson,MF,Central_Midfielder,35,Brazil,CONMEBOL,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,9.8,edenilson_BRA
Andre Blake,GK,Goalkeeper,34,Jamaica,CONCACAF,Philadelphia Union,MLS,9.8,andreblake_JAM
Salvi Sanchez,FW,Right_Winger,34,Spain,UEFA,Without Club,Without_Club,9.8,salvisanchez_SPA
Anthony Nwakaeme,FW,Left_Winger,36,Nigeria,CAF,Trabzonspor,SuperLig,9.8,anthonynwakaeme_NIG
Helton Leite,GK,Goalkeeper,34,Brazil,CONMEBOL,Deportivo de La Coruña,LaLiga_2,9.8,heltonleite_BRA
Nahir Besara,MF,Attacking_Midfielder,34,Sweden,UEFA,Hammarby IF,Allsvenskan,9.8,nahirbesara_SWE
Roderick Miranda,DF,Centre_Back,34,Portugal,UEFA,Melbourne Victory,A_League,9.8,roderickmiranda_POR
Mateusz Klich,MF,Central_Midfielder,35,Poland,UEFA,MLS Pool,Other_leagues,9.8,mateuszklich_POL
Hugo Nervo,DF,Centre_Back,34,Argentina,CONMEBOL,CA Huracán,Liga_Profesional,9.8,hugonervo_ARG
Aleksandr Kokorin,FW,Striker,34,Russia,UEFA,Aris Limassol,Other_leagues,9.8,aleksandrkokorin_RUS
Johann Berg Gudmundsson,FW,Right_Winger,34,Iceland,UEFA,Al-Dhafra FC,UAE_ProLeague,9.8,johannberggudmundsson_ICE
Juanpe,DF,Centre_Back,34,Spain,UEFA,Atlético de San Luis,Liga_MX,9.8,juanpe_SPA
Yuya Osako,FW,Striker,35,Japan,AFC,Vissel Kobe,J1_League,9.8,yuyaosako_JAP
Camilo Vargas,GK,Goalkeeper,36,Colombia,CONMEBOL,Atlas Guadalajara,Liga_MX,9.8,camilovargas_COL
Gael Kakuta,MF,Attacking_Midfielder,34,Congo,CAF,Sakaryaspor,Other_leagues,9.8,gaelkakuta_CON
Stefan Schwab,MF,Central_Midfielder,34,Austria,UEFA,Holstein Kiel,Bundesliga_2,9.8,stefanschwab_AUS
Christopher Trimmel,DF,Right_Back,38,Austria,UEFA,1.FC Union Berlin,Bundesliga,9.8,christophertrimmel_AUS
Denis Alibec,FW,Striker,34,Romania,UEFA,FCSB,Romaina_SuperLiga,9.8,denisalibec_ROM
Bruno Lamas,MF,Attacking_Midfielder,31,Brazil,CONMEBOL,Daegu FC,K_League1,9.8,brunolamas_BRA
Pedro Henrique,FW,Right_Winger,35,Brazil,CONMEBOL,Ceará Sporting Club,Brasileiro_SerieA,9.8,pedrohenrique_BRA
Roger Marti,FW,Striker,34,Spain,UEFA,Cádiz CF,LaLiga_2,9.8,rogermarti_SPA
Luis Quinones,FW,Right_Winger,34,Colombia,CONMEBOL,CF Pachuca,Liga_MX,9.8,luisquinones_COL
Omar Al-Somah,FW,Striker,36,Syria,AFC,Without Club,Without_Club,9.8,omaral-somah_SYR
Askhat Tagybergen,MF,Central_Midfielder,34,Kazakhstan,UEFA,Tobol Kostanay,Other_leagues,9.8,askhattagybergen_KAZ
Gerso,FW,Left_Winger,34,Guinea-Bissau,CAF,Incheon United,K_League2,9.8,gerso_GUI
Jonas Martin,MF,Defensive_Midfielder,35,France,UEFA,Without Club,Without_Club,9.8,jonasmartin_FRA
Andre Gray,FW,Striker,34,Jamaica,CONCACAF,Fatih Karagümrük,SuperLig,9.8,andregray_JAM
Aaron Ramsey,MF,Central_Midfielder,34,Wales,UEFA,UNAM Pumas,Liga_MX,9.8,aaronramsey_WAL
Leo Sena,MF,Defensive_Midfielder,29,Brazil,CONMEBOL,Sydney FC,A_League,9.8,leosena_BRA
Adam Taggart,FW,Striker,32,Australia,AFC,Perth Glory,A_League,9.8,adamtaggart_AUS
Jake Brimmer,MF,Central_Midfielder,27,Australia,AFC,Auckland FC,A_League,9.8,jakebrimmer_AUS
Louis Verstraete,MF,Defensive_Midfielder,26,Belgium,UEFA,Auckland FC,A_League,9.8,louisverstraete_BEL
Luis Reyes,DF,Left_Back,34,Mexico,CONCACAF,CF Monterrey,Liga_MX,9.8,luisreyes_MEX
Brad Stuver,GK,Goalkeeper,34,United States,CONCACAF,Austin FC,MLS,9.8,bradstuver_UNI
Wes Foderingham,GK,Goalkeeper,34,England,UEFA,West Ham United,PremierLeague,9.8,wesfoderingham_ENG
Mats Knoester,DF,Centre_Back,26,Netherlands,UEFA,Aberdeen FC,Scottish_Premiership,9.8,matsknoester_NET
Ante Palaversa,MF,Defensive_Midfielder,25,Croatia,UEFA,Aberdeen FC,Scottish_Premiership,9.8,antepalaversa_CRO
Jorge Pulido,DF,Centre_Back,34,Spain,UEFA,SD Huesca,LaLiga_2,9.8,jorgepulido_SPA
Youssef Msakni,FW,Left_Winger,34,Tunisia,CAF,Without Club,Without_Club,9.8,youssefmsakni_TUN
Joao Moutinho,MF,Central_Midfielder,38,Portugal,UEFA,SC Braga,Liga_Portugal,9.8,joaomoutinho_POR
Chris Cadden,DF,Right_Back,28,Scotland,UEFA,Hibernian FC,Scottish_Premiership,9.8,chriscadden_SCO
Yevgeniy Kucherenko,GK,Goalkeeper,25,Ukraine,UEFA,Dundee United FC,Scottish_Premiership,9.8,yevgeniykucherenko_UKR
Ryan Astley,DF,Centre_Back,23,Wales,UEFA,Dundee FC,Scottish_Premiership,9.8,ryanastley_WAL
Nuno Da Costa,FW,Striker,34,Cabo Verde,CAF,Basaksehir FK,SuperLig,9.8,nunodacosta_CAB
Dejan Lovren,DF,Centre_Back,36,Croatia,UEFA,PAOK Thessaloniki,SuperLeague1,9.8,dejanlovren_CRO
Francis de Vries,DF,Left_Back,30,New Zealand,OFC,Auckland FC,A_League,9.8,francisdevries_NEW
Alex Rufer,MF,Defensive_Midfielder,29,New Zealand,OFC,Wellington Phoenix,A_League,9.8,alexrufer_NEW
Andre de Jong,MF,Attacking_Midfielder,28,New Zealand,OFC,Stellenbosch FC,Other_leagues,9.8,andredejong_NEW
Ibrahim Sehic,GK,Goalkeeper,36,Bosnia-Herzegovina,UEFA,Corum FK,Other_leagues,9.8,ibrahimsehic_BOS
Andre Ayew,FW,Striker,35,Ghana,CAF,Without Club,Without_Club,9.8,andreayew_GHA
Zakaria Labyad,MF,Attacking_Midfielder,32,Morocco,CAF,Dalian Yingbo,Chinese_SuperLeague,8.9,zakarialabyad_MOR
Anthony Caceres,MF,Attacking_Midfielder,32,Australia,AFC,Macarthur FC,A_League,8.9,anthonycaceres_AUS
Nikolaos Vergos,FW,Striker,29,Greece,UEFA,Melbourne Victory,A_League,8.9,nikolaosvergos_GRE
Vina,MF,Attacking_Midfielder,34,Brazil,CONMEBOL,Al-Jubail Club,Other_leagues,8.9,vina_BRA
Archie Goodwin,FW,Striker,20,Australia,AFC,Adelaide United,A_League,8.9,archiegoodwin_AUS
Ryad Boudebouz,MF,Attacking_Midfielder,35,Algeria,CAF,JS Kabylie,Other_leagues,8.9,ryadboudebouz_ALG
Andros Townsend,FW,Right_Winger,34,England,UEFA,Antalyaspor,SuperLig,8.9,androstownsend_ENG
Martin Barragan,FW,Striker,34,Mexico,CONCACAF,Celaya FC,Other_leagues,8.9,martinbarragan_MEX
Cho Young Wook,FW,Striker,26,"Korea, South",AFC,FC Seoul,K_League1,8.9,choyoungwook_KOR
Hwang In Jae,GK,Goalkeeper,31,"Korea, South",AFC,Pohang Steelers,K_League1,8.9,hwanginjae_KOR
Ben Waine,FW,Striker,24,New Zealand,OFC,Port Vale FC,League_One,8.9,benwaine_NEW
Lee Seung Woo,MF,Attacking_Midfielder,27,"Korea, South",AFC,Jeonbuk Hyundai Motors,K_League1,8.9,leeseungwoo_KOR
Yago Cariello,FW,Striker,26,Brazil,CONMEBOL,Zhejiang FC,Chinese_SuperLeague,8.9,yagocariello_BRA
Utkir Yusupov,GK,Goalkeeper,34,Uzbekistan,AFC,Foolad FC,Persian_GulfProLeague,8.9,utkiryusupov_UZB
Amir Sayoud,MF,Attacking_Midfielder,34,Algeria,CAF,Without Club,Without_Club,8.9,amirsayoud_ALG
Raul Ruidiaz,FW,Striker,35,Peru,CONMEBOL,Club Atlético Grau,Other_leagues,8.9,raulruidiaz_PER
Bruno Mota,FW,Striker,29,Brazil,CONMEBOL,FC Anyang,K_League1,8.9,brunomota_BRA
Kim Jin Hyuk,DF,Centre_Back,32,"Korea, South",AFC,Daegu FC,K_League1,8.9,kimjinhyuk_KOR
Kim Min Duk,DF,Centre_Back,29,"Korea, South",AFC,Daejeon Hana Citizen,K_League1,8.9,kimminduk_KOR
Lee Soon Min,MF,Central_Midfielder,31,"Korea, South",AFC,Daejeon Hana Citizen,K_League1,8.9,leesoonmin_KOR
Yu Kang Hyun,FW,Striker,29,"Korea, South",AFC,Daejeon Hana Citizen,K_League1,8.9,yukanghyun_KOR
Kim Dong Jun,GK,Goalkeeper,30,"Korea, South",AFC,Jeju SK,K_League1,8.9,kimdongjun_KOR
Vitor Gabriel,FW,Striker,25,Brazil,CONMEBOL,Gangwon FC,K_League1,8.9,vitorgabriel_BRA
Lee Gi Hyuk,DF,Centre_Back,25,"Korea, South",AFC,Gangwon FC,K_League1,8.9,leegihyuk_KOR
Sergi Guardiola,FW,Striker,34,Spain,UEFA,Córdoba CF,LaLiga_2,8.1,sergiguardiola_SPA
Marcus Rohden,MF,Central_Midfielder,34,Sweden,UEFA,AEK Larnaca,Other_leagues,8.1,marcusrohden_SWE
Ruben Alcaraz,MF,Central_Midfielder,34,Spain,UEFA,Cádiz CF,LaLiga_2,8.1,rubenalcaraz_SPA
Jose Luis Morales,FW,Striker,38,Spain,UEFA,Levante UD,LaLiga,8.1,joseluismorales_SPA
Juan Antonio Ros,DF,Centre_Back,29,Spain,UEFA,Tianjin Jinmen Tiger,Chinese_SuperLeague,8.1,juanantonioros_SPA
Lluis Lopez,DF,Centre_Back,28,Spain,UEFA,Shandong Taishan,Chinese_SuperLeague,8.1,lluislopez_SPA
Rade Dugalic,DF,Centre_Back,32,Serbia,UEFA,Shenzhen Peng City,Chinese_SuperLeague,8.1,radedugalic_SER
Nikola Radmanovac,DF,Centre_Back,28,Serbia,UEFA,Qingdao Hainiu,Chinese_SuperLeague,8.1,nikolaradmanovac_SER
Didier Lamkel Ze,FW,Left_Winger,28,Cameroon,CAF,Qingdao Hainiu,Chinese_SuperLeague,8.1,didierlamkelze_CAM
Lucas Lima,MF,Attacking_Midfielder,35,Brazil,CONMEBOL,Sport Club do Recife,Brasileiro_SerieA,8.1,lucaslima_BRA
Guelor Kanga,MF,Central_Midfielder,34,Gabon,CAF,Esenler Erokspor,Other_leagues,8.1,guelorkanga_GAB
Gaston Gimenez,MF,Defensive_Midfielder,34,Paraguay,CONMEBOL,Club Cerro Porteño,Other_leagues,8.1,gastongimenez_PAR
Oscar Plano,FW,Striker,34,Spain,UEFA,Without Club,Without_Club,8.1,oscarplano_SPA
Rodrigo Aliendro,MF,Central_Midfielder,34,Argentina,CONMEBOL,CA Vélez Sarsfield,Liga_Profesional,8.1,rodrigoaliendro_ARG
Mourad Batna,FW,Right_Winger,35,Morocco,CAF,Without Club,Without_Club,8.1,mouradbatna_MOR
Eran Zahavi,FW,Striker,38,Israel,UEFA,Without Club,Without_Club,8.1,eranzahavi_ISR
Kosta Grozos,MF,Central_Midfielder,24,Australia,AFC,Newcastle United Jets,A_League,8.1,kostagrozos_AUS
Milorad Stajic,MF,Defensive_Midfielder,23,Bosnia-Herzegovina,UEFA,Brisbane Roar,A_League,8.1,miloradstajic_BOS
Jordi Valadon,MF,Defensive_Midfielder,22,Australia,AFC,Melbourne Victory,A_League,8.1,jordivaladon_AUS
Andreas Kuen,MF,Central_Midfielder,30,Austria,UEFA,Melbourne City FC,A_League,8.1,andreaskuen_AUS
Deyverson,FW,Striker,34,Brazil,CONMEBOL,Fortaleza Esporte Clube,Brasileiro_SerieA,8.1,deyverson_BRA
Nishan Velupillay,FW,Left_Winger,24,Australia,AFC,Melbourne Victory,A_League,8.1,nishanvelupillay_AUS
Hotaru Yamaguchi,MF,Defensive_Midfielder,34,Japan,AFC,V-Varen Nagasaki,Other_leagues,8.1,hotaruyamaguchi_JAP
Nam Tae Hee,MF,Attacking_Midfielder,34,"Korea, South",AFC,Jeju SK,K_League1,8.1,namtaehee_KOR
Carlos Izquierdoz,DF,Centre_Back,36,Argentina,CONMEBOL,CA Lanús,Liga_Profesional,8.1,carlosizquierdoz_ARG
Juan Camilo Salazar,FW,Left_Winger,28,Colombia,CONMEBOL,Changchun Yatai,Chinese_SuperLeague,8.1,juancamilosalazar_COL
Lee Hyeon Sik,MF,Attacking_Midfielder,29,"Korea, South",AFC,Gimcheon Sangmu,K_League1,8.1,leehyeonsik_KOR
Kim Hyeon Ug,FW,Right_Winger,30,"Korea, South",AFC,Daejeon Hana Citizen,K_League1,8.1,kimhyeonug_KOR
Lee Myung Jae,DF,Left_Back,31,"Korea, South",AFC,Daejeon Hana Citizen,K_League1,8.1,leemyungjae_KOR
Jun Amano,MF,Attacking_Midfielder,34,Japan,AFC,Yokohama F. Marinos,J1_League,8.1,junamano_JAP
Keno,FW,Left_Winger,35,Brazil,CONMEBOL,Fluminense Football Club,Brasileiro_SerieA,8.1,keno_BRA
Joao Ricardo,GK,Goalkeeper,36,Brazil,CONMEBOL,Fortaleza Esporte Clube,Brasileiro_SerieA,8.1,joaoricardo_BRA
Davidson,FW,Left_Winger,34,Brazil,CONMEBOL,Qingdao West Coast,Chinese_SuperLeague,8.1,davidson_BRA
Michael Ngadeu,DF,Centre_Back,34,Cameroon,CAF,Beijing Guoan,Chinese_SuperLeague,8.1,michaelngadeu_CAM
Leandre Tawamba,FW,Striker,35,Cameroon,CAF,Al-Tai FC,Other_leagues,8.1,leandretawamba_CAM
Lee Seung Mo,MF,Central_Midfielder,27,"Korea, South",AFC,FC Seoul,K_League1,8.1,leeseungmo_KOR
Yonatan Cohen,FW,Left_Winger,29,Israel,UEFA,Melbourne City FC,A_League,8.1,yonatancohen_ISR
Reno Piscopo,FW,Left_Winger,27,Australia,AFC,Melbourne Victory,A_League,8.1,renopiscopo_AUS
Steven Ugarkovic,MF,Defensive_Midfielder,30,Australia,AFC,Western Sydney Wanderers,A_League,8.1,stevenugarkovic_AUS
Patrick Beach,GK,Goalkeeper,21,Australia,AFC,Melbourne City FC,A_League,8.1,patrickbeach_AUS
Lachlan Jackson,DF,Centre_Back,30,Australia,AFC,Melbourne Victory,A_League,8.1,lachlanjackson_AUS
Ahn Hyun Beom,DF,Right_Back,30,"Korea, South",AFC,Suwon FC,K_League1,8.1,ahnhyunbeom_KOR
Luan Dias,MF,Attacking_Midfielder,27,Brazil,CONMEBOL,Suwon FC,K_League1,8.1,luandias_BRA
Patrick Twumasi,FW,Right_Winger,31,Ghana,CAF,Jeonbuk Hyundai Motors,K_League1,8.1,patricktwumasi_GHA
Vladislavs Gutkovskis,FW,Striker,30,Latvia,UEFA,Daejeon Hana Citizen,K_League1,8.1,vladislavsgutkovskis_LAT
Victor Moses,FW,Right_Winger,34,Nigeria,CAF,Without Club,Without_Club,8.1,victormoses_NIG
Jonathan dos Santos,MF,Defensive_Midfielder,35,Mexico,CONCACAF,CF América,Liga_MX,8.1,jonathandossantos_MEX
Cheikhou Kouyate,MF,Defensive_Midfielder,35,Senegal,CAF,Without Club,Without_Club,8.1,cheikhoukouyate_SEN
Rafael,GK,Goalkeeper,36,Brazil,CONMEBOL,São Paulo Futebol Clube,Brasileiro_SerieA,8.1,rafael_BRA
Danijel Aleksic,MF,Attacking_Midfielder,34,Serbia,UEFA,Konyaspor,SuperLig,8.1,danijelaleksic_SER
Lewis Holtby,MF,Central_Midfielder,34,Germany,UEFA,Without Club,Without_Club,8.1,lewisholtby_GER
Nicolas Hofler,MF,Defensive_Midfielder,35,Germany,UEFA,SC Freiburg,Bundesliga,8.1,nicolashofler_GER
Johnny Russell,FW,Right_Winger,35,Scotland,UEFA,Real Salt Lake City,MLS,8.1,johnnyrussell_SCO
Hiroki Sakai,DF,Right_Back,35,Japan,AFC,Auckland FC,A_League,8.1,hirokisakai_JAP
Tjaronn Chery,MF,Attacking_Midfielder,37,Suriname,CONCACAF,NEC Nijmegen,Eredivisie,8.1,tjaronnchery_SUR
Nicolas Lodeiro,MF,Attacking_Midfielder,36,Uruguay,CONMEBOL,Club Nacional,Other_leagues,8.1,nicolaslodeiro_URU
James Forrest,FW,Right_Winger,34,Scotland,UEFA,Celtic FC,Scottish_Premiership,8.1,jamesforrest_SCO
