name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Choo Sang Hun,"Korea, South",Gimcheon Sangmu,RW,57,74,50,45,61,24,43
Samy Chouchane,Tunisia,Northampton,CDM,57,61,44,54,58,56,55
Fin Conchie,New Zealand,Well. Phoenix,CM,57,66,45,58,57,52,72
Dixon Contreras,Chile,Palestino,GK,57,60,54,57,55,23,53
Ethan Cox,Australia,Adelaide United,GK,57,59,57,55,57,33,54
Sadin Crnovrsanin,Switzerland,BSC Young Boys,CB,57,63,24,38,43,57,63
Mauricio Cuevas,United States,LA Galaxy,RB,57,72,30,45,55,52,45
Leon Cuk,Germany,Jahn Regensburg,GK,57,59,55,53,57,27,56
Kamil Cybulski,Poland,Widzew Łódź,CM,57,66,50,58,56,50,53
Vontae Daley-Campbell,England,Chesterfield,RB,57,68,39,50,52,52,62
James Daly,England,Harrogate Town,ST,57,75,56,43,58,25,47
Gabriel Danuleasa,Romania,Farul Constanța,CB,57,62,24,42,39,55,65
Bajung Darboe,United States,LAFC,CM,57,55,39,52,58,49,54
Tom Davies,Wales,Cardiff City,LB,57,73,39,54,55,50,54
Warren Davis,Ireland,Drogheda United,LM,57,69,47,49,59,25,51
Maurice Dehler,Germany,FC Ingolstadt 04,GK,57,60,55,52,59,25,55
Aodh Dervin,Ireland,Dundalk,CM,57,60,50,53,59,55,65
Marcus Dinanga,England,Bromley FC,ST,57,71,56,43,57,19,55
Alouis Diriken,Belgium,STVV,CB,57,41,22,38,47,58,57
Regan Donelon,Ireland,Galway United,LB,57,68,35,54,54,52,56
Romelle Donovan,England,Burton Albion,RM,57,79,46,49,64,29,45
Jacob Dowse,Australia,Newcastle Jets,LM,57,65,54,58,55,44,65
Marc Niclas Duhring,Germany,FC Ingolstadt 04,LB,57,68,37,50,49,52,53
Yaya Dukuly,Australia,Adelaide United,LM,57,85,45,47,61,31,54
Luke Duzel,Australia,Adelaide United,CM,57,66,49,58,59,48,62
Hayrullah Erkip,Turkey,Kayserispor,LM,57,63,56,54,60,34,44
Aaron Essel,Ghana,St. Johnstone,CDM,57,66,43,48,54,55,68
Ahmad Faqa,Syria,AIK,CB,57,56,48,39,55,56,66
Zack Farnsworth,United States,Real Salt Lake,LB,57,74,30,41,52,56,60
Bobby Faulkner,England,Dundalk,CB,57,68,27,33,41,56,67
Josh Feeney,England,Shrewsbury,CB,57,53,31,42,41,58,57
Justin Ferizaj,Ireland,Frosinone,CM,57,66,50,55,59,49,55
Alexander Fesshaie,Sweden,AIK,ST,57,75,55,50,63,25,52
Robert Filip,Romania,CFR 1907 Cluj,CM,57,67,50,57,56,49,64
Nick Firmino,Brazil,Atlanta United,MOC,57,59,48,54,61,35,49
Ajani Fortune,Trinidad and Tobago,Atlanta United,CM,57,62,42,55,54,43,55
Franciszek Franczak,Poland,St. Johnstone,RM,57,71,48,53,62,45,42
Robbie Fraser,Scotland,Rangers,LB,57,72,37,48,55,55,56
Miguel Freckleton,England,Swindon Town,CB,57,71,30,40,41,57,69
Malcolm Fry,United States,New England,RW,57,65,57,53,58,27,56
Ramiro Nahuel Garcia,Argentina,Defensa,GK,57,56,56,49,60,27,54
Juan Jose Gimenez,Paraguay,S. Ameliano,RM,57,72,49,51,61,27,49
Tim Goller,Germany,Hertha BSC,GK,57,58,59,55,57,21,57
Thomas Gonzalez,Uruguay,Cerro Largo,CB,57,58,48,46,51,58,60
Chafik Gourichy,France,Saarbrücken,MOC,57,84,50,51,65,40,44
Lukas Graf,Austria,Grazer AK,CB,57,54,49,50,51,57,56
Sean Grehan,Ireland,Crystal Palace,CB,57,57,24,43,49,57,61
Aaron Gurd,Australia,Sydney FC,CB,57,48,29,37,41,56,66
Tyler Hall,United States,Inter Miami CF,CB,57,61,28,53,56,58,52
Victor Emanuel Halvorsen,Norway,Sarpsborg 08,CM,57,57,50,54,57,55,60
Rinto Hanashiro,Japan,VfB Stuttgart II,MOC,57,67,49,52,62,33,44
Kayden Harrack,England,Morecambe,CB,57,66,27,41,45,55,69
Calvin Harris,England,Colorado Rapids,LM,57,67,54,48,60,33,56
Fenton Heard,England,West Brom,MOC,57,72,51,57,60,42,53
Fabian Heck,Luxembourg,Kaiserslautern,GK,57,58,58,59,57,25,56
Luke Heeney,Ireland,Drogheda United,RB,57,65,27,51,51,54,62
Malik Henry-Scott,United States,FC Dallas,ST,57,59,57,44,57,36,54
Selmin Hodza,Switzerland,FC Zürich,RM,57,64,47,54,57,52,49
Elias Hoftmann,Germany,FC Hansa Rostock,GK,57,59,57,56,59,26,55
Lucas Hogsberg,Denmark,FC Nordsjælland,RB,57,71,25,44,58,51,58
Matus Holicek,Slovakia,Crewe Alexandra,LM,57,74,47,50,60,31,53
Colm Horgan,Ireland,Galway United,RB,57,62,31,54,55,53,61
Isaac Hughes,New Zealand,Well. Phoenix,CB,57,59,39,49,49,57,64
Luka Hujber,Croatia,Vejle Boldklub,RB,57,64,38,52,55,52,58
Andrin Hunziker,Switzerland,Karlsruher SC,ST,57,63,54,38,47,25,66
Hwang Sung Min,"Korea, South",FC Seoul,GK,57,57,58,58,55,39,60
Bradley Ihionvien,England,Peterborough,ST,57,80,55,42,53,24,68
Filip Ilie,Romania,Unirea Slobozia,ST,57,75,56,40,59,19,51
David Jaunegg,Austria,WSG Tirol,RB,57,60,39,47,56,56,61
Cole Jensen,United States,Inter Miami CF,GK,57,60,60,60,58,20,59
Jiang Zilei,China,Nantong Zhiyun FC,RM,57,75,48,49,60,39,59
Simon Joachims,Germany,1. FC Nürnberg,RM,57,69,50,53,53,30,53
Daniel Job,Nigeria,Sarpsborg 08,RM,57,78,48,49,57,25,54
Arkell Jude-Boyd,Saint Lucia,Cheltenham Town,RB,57,74,44,50,56,52,57
Jung San,"Korea, South",Daejeon,GK,57,56,56,58,55,44,56
Jung Han Min,"Korea, South",Gangwon FC,LM,57,68,59,45,59,27,57
Robin Kalem,Germany,Hannover 96 II,RM,57,73,52,52,58,27,53
Robert Kampa,Germany,Magdeburg,GK,57,57,57,54,57,21,56
Jardell Kanga,Sweden,Hammarby IF,MOC,57,69,53,55,59,32,56
Eren Karaagac,Turkey,Başakşehir,LB,57,66,37,49,60,54,51
Ilker Karakas,Turkey,Gaziantep,ST,57,57,58,43,51,25,68
Cian Kavanagh,Ireland,St. Pats,ST,57,64,54,50,54,25,67
Brandon Khela,England,Birmingham City,MOC,57,60,48,57,58,47,55
Evan Khouri,England,Grimsby Town,CDM,57,72,44,53,57,53,61
Kasper Kiilerich,Denmark,Viborg FF,GK,57,58,55,52,57,23,59
Yakup Arda Kilic,Turkey,Beşiktaş,LW,57,72,52,48,63,28,53
Kim Dong Jin,"Korea, South",Pohang Steelers,CM,57,49,48,54,57,54,60
Maxwell Kinsey,England,AFC Bournemouth,CB,57,60,30,38,41,57,65
Juri Kirchmayr,Austria,Grazer AK,GK,57,61,53,55,60,28,53
Aki Koch,Germany,Karlsruher SC,GK,57,60,56,59,62,23,57
Samuel Kotto,Cameroon,IFK Värnamo,CB,57,69,35,43,42,51,78
Marcel Krajewski,Poland,Widzew Łódź,RM,57,66,45,51,58,50,56
Erik Krantz,Sweden,GAIS,GK,57,59,57,56,57,25,59
Jonas Kuhn,Germany,Austria Klagenfurt,LB,57,71,34,46,52,52,57
Jerry Lalrinzuala,India,Odisha FC,LB,57,71,41,49,53,50,66
Bas Langenbick,Belgium,Cercle Brugge,GK,57,62,57,55,61,21,53
Oliver Larraz,United States,Colorado Rapids,CDM,57,57,42,54,60,52,50
Julian Larsson,Sweden,Burton Albion,ST,57,73,53,45,59,22,50
Lee Jun Seo,"Korea, South",Daejeon,GK,57,59,54,54,58,29,55
Paul Lehmann,Germany,Dynamo Dresden,CB,57,51,36,45,43,56,64
Lei Wenjie,China,Qingdao W. Coast,LW,57,71,51,50,59,27,64
Lewis Leigh,England,Bromley FC,CM,57,64,41,56,61,52,50
Alexander Leuthard,Germany,Unterhaching,LM,57,70,45,55,57,31,49
Li Huayang,China,Nantong Zhiyun FC,GK,57,58,56,55,56,54,54
Liu Yixin,China,Henan FC,LB,57,57,29,41,42,57,55
Filip Luberecki,Poland,Motor Lublin,LB,57,74,24,41,53,54,56
Pablo Lujan,Bolivia,Universitario,RM,57,73,46,52,56,41,51
Panashe Madanha,Australia,Adelaide United,RB,57,84,50,50,58,48,71
Mada,Spain,SD Eibar,MOC,57,58,44,64,60,47,50
Robbie Mahon,Ireland,Dundalk,LM,57,66,53,48,58,24,42
Jovon Makama,England,Lincoln City,ST,57,64,56,41,54,26,67
Robin Mantel,Belgium,Heracles Almelo,GK,57,56,58,55,63,24,56
Stefano Marino,Italy,Hannover 96 II,ST,57,63,57,40,55,18,58
Filip Marschall,England,Crewe Alexandra,GK,57,58,55,60,59,20,55
Aiden Marsh,England,Barnsley,ST,57,70,55,40,55,21,45
Dario Marzino,Switzerland,BSC Young Boys,GK,57,63,52,53,60,47,53
Boris Matic,Serbia,Wolfsberger AC,RB,57,69,27,35,54,55,51
Scott McGill,Scotland,Dundalk,CM,57,71,47,56,59,52,56
Cole McKinnon,Scotland,Rangers,CM,57,69,54,54,58,53,63
Brian McManus,Ireland,Bohemians,CM,57,54,50,56,58,53,59
Dean McMenamy,Ireland,Waterford,CM,57,65,49,54,56,54,65
Jayden Meghoma,England,Brentford,LB,57,75,36,48,56,51,56
Jasper Meijster,Netherlands,FC Groningen,GK,57,55,57,60,56,21,57
Julien Mesbahi,Netherlands,FC Twente,CB,57,59,33,34,42,59,55
Zoran Mitrov,Romania,FC Botoșani,MOC,57,73,52,53,60,37,50
Fabian Monge,Australia,Melb. Victory,CDM,57,74,48,51,61,54,56
John Montano,Colombia,Indep. Medellín,RW,57,67,48,47,62,19,42
Santiago Morales,United States,Inter Miami CF,MOC,57,64,43,55,60,35,45
John Mountney,Ireland,Dundalk,RB,57,42,55,61,58,55,62
Moxmet Nebijan,China,Beijing FC,LB,57,61,36,51,57,57,53
Jacob Murrell,United States,D.C. United,ST,57,49,55,39,55,24,63
Zack Nelson,England,Luton Town,ST,57,69,57,48,57,23,50
Levy Nene,Ghana,FC Nordsjælland,ST,57,79,54,45,59,18,51
Villads Nielsen,Denmark,FK Bodø/Glimt,CB,57,61,36,47,50,56,62
Toma Niga,Romania,Politehnica Iași,GK,57,56,55,56,59,27,53
Ivan Nikolov,North Macedonia,Sønderjyske,CM,57,68,38,56,63,49,61
Blondy Nna Noukeu,Cameroon,Sunderland,GK,57,59,55,55,64,17,53
Conan Noonan,Ireland,Shamrock Rovers,CM,57,65,49,60,58,50,51
Musah Nuhu,Ghana,FC St. Gallen,CB,57,38,28,38,41,56,70
Mark O'Mahony,Ireland,Portsmouth,ST,57,67,59,46,55,23,63
Henry Offia,Nigeria,Västerås SK,ST,57,84,53,49,61,24,56
Junior Ogedi-Uzokwe,England,Galway United,ST,57,81,56,50,57,35,56
Habeeb Ogunneye,England,Man Utd,RB,57,73,29,51,62,53,53
Krystian Okoniewski,Poland,Puszcza,ST,57,68,56,39,55,25,57
Nathan Ordaz,Mexico,LAFC,ST,57,64,61,40,60,20,46
Emir Ortakaya,Turkey,KVC Westerlo,CB,57,52,37,48,53,59,55
Trent Ostler,Australia,Perth Glory,RM,57,64,55,51,58,50,58
Stefan Pacionel,Romania,Unirea Slobozia,CM,57,66,50,55,61,51,58
Ishan Pandita,India,Kerala Blasters,ST,57,66,57,48,55,23,60
Park Yong Hui,"Korea, South",Daegu FC,RW,57,69,49,44,60,32,59
Sam Parker,Wales,Swansea City,RB,57,70,37,48,54,53,62
Ben Parkinson,England,Newcastle Utd,RW,57,73,57,50,58,31,54
Nathan Paull,Australia,Central Coast,CB,57,66,30,38,40,56,68
Harry Pell,England,Cheltenham Town,CM,57,47,58,58,54,55,71
Frantz Pierrot,Haiti,Drogheda United,ST,57,62,58,43,52,26,64
Kacper Pietrzyk,Poland,GKS Katowice,ST,57,69,57,42,57,27,61
Paul Piffer,Austria,SCR Altach,GK,57,59,52,52,60,23,55
Nikhil Poojary,India,Bengaluru FC,RB,57,70,49,49,56,50,64
Ionut Pop,Romania,FC Hermannstadt,GK,57,55,55,56,59,28,55
Finley Potter,England,Fleetwood Town,CB,57,60,25,36,42,55,67
Rahul Praveen,India,Kerala Blasters,RM,57,89,52,46,58,37,52
Majed Qasheesh,Saudi Arabia,Al Nassr,LB,57,77,26,42,52,52,49
Andrew Quinn,Ireland,Drogheda United,CB,57,55,26,46,48,56,63
Stefan Radosavljevic,Faroe Islands,Sligo Rovers,LM,57,75,55,48,57,28,70
Kiban Rai,Wales,Newport County,MOC,57,79,52,54,60,42,45
Vinit Rai,India,Punjab FC,CDM,57,49,53,54,50,53,70
Gustavo Ramos,Peru,Dep. Garcilaso,CB,57,50,24,47,35,59,59
Emiliano Ramos,Chile,Everton,ST,57,79,54,46,57,21,57
Khaled Razak,Netherlands,Willem II,RW,57,76,53,51,59,30,41
Lucciano Reinoso,Venezuela,Caracas FC,ST,57,65,56,43,56,20,57
Filip Rejczyk,Poland,Śląsk Wrocław,CM,57,64,46,56,52,53,68
Leon Robinson,Germany,Kaiserslautern,CB,57,60,30,49,36,58,65
Javi Rodriguez,Spain,RC Celta,RB,57,59,28,43,50,55,56
Benjamin Rosenberger,Austria,Grazer AK,RM,57,67,41,54,57,48,57
Paul Rothrock,United States,Sounders FC,RM,57,68,46,53,57,29,53
Pim Saathof,Netherlands,Go Ahead Eagles,CB,57,57,47,52,60,58,50
Joseph Sabobo Banda,Zambia,FC Zürich,LW,57,74,55,51,61,37,41
Dominic Sadi,England,Carlisle United,LM,57,68,56,52,60,31,49
Angel Sanchez Chavez,Paraguay,S. Ameliano,GK,57,59,51,55,57,27,60
Lauge Sandgrav,Denmark,Lyngby BK,CM,57,60,54,55,58,51,49
Zac Sapsford,Australia,WS Wanderers,ST,57,78,54,46,61,32,55
Malik Sawadogo,Switzerland,Servette FC,LB,57,74,29,50,61,50,41
Franco Schadlich,Germany,FC Erzgebirge Aue,RB,57,68,46,48,56,58,59
Simon Schierack,Germany,Śląsk Wrocław,CM,57,64,51,54,58,58,66
Frederik Schumann,Germany,VfB Stuttgart II,LB,57,64,51,54,58,53,53
Walter Scott,Australia,Macarthur FC,LB,57,73,39,51,56,51,64
Joshua Seberry,Ireland,Newport County,CB,57,62,27,42,44,56,64
Marvin Seybold,Germany,SSV Ulm 1846,GK,57,58,54,51,60,21,56
Hussain Shaian,Saudi Arabia,Al Okhdood,GK,57,55,57,55,57,48,56
Efe-Kaan Sihlaroglu,Germany,Karlsruher SC,CM,57,64,48,56,59,50,51
Kees Sims,New Zealand,GAIS,GK,57,57,59,59,55,26,54
Vikram Singh,India,Mumbai City FC,RM,57,78,54,49,57,24,49
Dheeraj Singh Moirangthem,India,Mohun Bagan SG,GK,57,56,55,56,62,31,54
Adrian Skogmar,Sweden,Malmö FF,CM,57,64,42,53,68,48,64
Tom Smith,England,Colchester,GK,57,59,55,58,59,34,55
Kerr Smith,Scotland,Aston Villa,CB,57,58,28,41,48,55,64
Anders Sonderskov,Denmark,Vejle Boldklub,CB,57,63,27,40,47,58,56
Song Wenjie,China,Qingdao Hainiu,ST,57,65,56,51,59,32,66
Tom Sparrow,Wales,Motherwell,RB,57,59,46,54,60,52,53
Lee Steacy,Ireland,Shamrock Rovers,GK,57,57,57,55,56,38,58
Sun Zheng'ao,China,Zhejiang Pro,CB,57,55,29,41,35,58,61
Sun Qinhan,China,Cangzhou FC,RB,57,67,34,44,58,52,57
Sun Minghim,Hong Kong,Cangzhou FC,LB,57,59,49,47,59,53,49
Niklas Szerencsi,Austria,Austria Klagenfurt,CB,57,61,25,35,35,58,64
Rei Tachikawa,Japan,Jamshedpur FC,CM,57,61,54,54,59,46,62
Sam Taylor,England,Tranmere Rovers,ST,57,69,57,37,58,17,48
Franck Tchassem,Cameroon,FC Univ. Cluj,ST,57,66,55,45,59,26,56
Tristan Teuchy,Belgium,STVV,LM,57,69,36,55,63,46,38
Joe Thomas,Wales,Newport County,RB,57,73,43,45,54,52,60
Junior Tiensia,England,Barrow,LB,57,77,32,48,62,47,64
David Tritschler,Germany,VfB Stuttgart II,ST,57,48,58,38,52,21,68
George Ungureanu,Romania,FC Rapid 1923,GK,57,58,57,52,59,40,58
Wojciech Urbanski,Poland,Legia Warszawa,MOC,57,61,53,56,55,40,53
Suhair Vadakkepeedika,India,East Bengal,RM,57,68,52,50,58,31,67
Jordi Valadon,Australia,Melb. Victory,CDM,57,60,50,54,60,51,42
Oskar van Hattum,New Zealand,Well. Phoenix,RW,57,79,53,48,58,39,65
Edwin Sydney Vanspaul,India,East Bengal,RB,57,66,37,51,56,49,72
Farik Ventura,Peru,Dep. Garcilaso,CM,57,58,42,60,58,45,50
Kane Vidmar,Australia,Western United,CB,57,68,36,40,47,57,63
Bandar Wahishi,Saudi Arabia,Al Raed,CB,57,62,22,39,46,55,67
Stephen Walsh,Ireland,Galway United,ST,57,54,57,49,55,53,68
Wang Yang,China,Zhejiang Pro,CB,57,62,33,45,47,56,63
Wang Yu,China,Changchun Yatai,CDM,57,63,38,50,53,50,63
Patrick Weber,Switzerland,Servette FC,CM,57,67,50,55,59,46,57
Reece Welch,England,Everton,CB,57,45,24,31,34,57,65
Dean Williams,Ireland,Shelbourne,ST,57,68,58,49,58,26,57
Harry Williams,England,Walsall,CB,57,53,24,35,36,56,71
Sam Woods,England,Bromley FC,CDM,57,50,36,48,51,56,65
Florian Wustinger,Austria,FK Austria Wien,CDM,57,66,37,52,61,54,55
Xu Junmin,China,Nantong Zhiyun FC,MOC,57,64,48,55,60,31,57
Xue Qinghao,China,Nantong Zhiyun FC,GK,57,58,57,55,58,20,58
Abdoulaye Yahaya,Cameroon,FCV Dender EH,RW,57,70,57,52,60,26,39
Yan Zihao,China,Cangzhou FC,LB,57,72,25,33,50,54,62
Yang Boyu,China,Qingdao W. Coast,CB,57,39,29,34,41,58,68
Yang Zihao,China,Tianjin JMT FC,LB,57,73,28,41,49,50,66
Yang Fan,China,Rongcheng FC,CB,57,61,31,50,57,57,63
Yang Yihu,China,Meizhou Hakka,LB,57,71,55,50,61,49,63
Yang Yilin,China,Henan FC,LM,57,59,42,56,57,39,54
Yao Xuchen,China,Cangzhou FC,RM,57,64,46,52,58,42,54
Kai Yearn,England,Coventry City,MOC,57,70,51,54,58,44,51
Elton Yeboah,Belgium,KV Mechelen,CM,57,64,47,54,53,53,63
Kadan Young,England,Aston Villa,LM,57,66,61,53,58,35,40
Zhang Wei,China,Qingdao Hainiu,ST,57,54,53,46,56,44,66
Zhang Huachen,China,Changchun Yatai,CM,57,70,45,56,58,56,63
Zheng Tuluo,Chinese Taipei,Beijing FC,GK,57,59,55,54,62,24,57
Zhou Junchen,China,Shanghai Shenhua,LM,57,79,49,47,59,23,50
Zhou Dadi,China,SZ Peng City,LM,57,69,49,52,59,42,62
Elvir Zukaj,Switzerland,GC Zürich,CB,57,59,26,39,35,56,64
Elias Aarflot,Norway,Tromsø IL,ST,56,73,55,39,55,19,50
Behram Abduweli,China,SZ Peng City,ST,56,71,56,43,58,19,52
Haliq Ablahan,China,Wuhan Three Towns,CM,56,69,42,54,62,47,63
Hassan Abu Sharara,Saudi Arabia,Damac FC,MOC,56,69,43,55,61,27,37
Jordan Adebayo-Smith,United States,Minnesota United,ST,56,80,55,46,57,24,53
Joseph Adjei,Ghana,Mohammedan SC,CB,56,61,38,34,45,57,64
Thamer Al Ali,Saudi Arabia,Damac FC,LM,56,76,52,48,58,25,51
Firas Al Ghamdi,Saudi Arabia,Al Raed,RM,56,73,48,51,54,48,55
Ziad Al Haniti,Saudi Arabia,Al Orobah,CB,56,47,24,34,30,58,59
Othman Al Othman,Saudi Arabia,Al Fateh,RW,56,78,46,47,58,19,37
Abdulrahman Al Shammari,Saudi Arabia,Al Riyadh,GK,56,57,56,54,56,41,53
Mohammed Al Yami,Saudi Arabia,Al Shabab,CDM,56,70,33,45,51,56,68
Awet Ermias Alemseged,Norway,Kristiansund BK,RW,56,66,59,48,57,25,44
Jose Alipaz,Bolivia,Universitario,LM,56,72,48,52,55,46,55
Mohammad Alsalkhadi,Sweden,IFK Värnamo,RW,56,67,53,53,58,24,49
Casper Glenna Andersen,Norway,Odds BK,RB,56,72,43,51,61,48,48
David Andersson,Sweden,IFK Norrköping,GK,56,57,54,58,58,30,55
Aske Andresen,Denmark,Silkeborg IF,GK,56,56,55,55,58,30,56
Yohan Aymon,Switzerland,FC Sion,LW,56,62,61,46,60,23,44
Ethem Balci,Turkey,Kayserispor,RW,56,69,52,49,61,28,36
Jethren Barr,South Africa,Drogheda United,GK,56,55,56,61,57,25,55
Niklas Barthel,Germany,FC Schalke 04,CB,56,57,29,41,48,58,58
Jake Batty,England,Accrington,LB,56,64,30,48,54,51,54
Zishim Bawa,Nigeria,Drogheda United,LM,56,70,53,47,56,22,54
Patrick Beach,Australia,Melbourne City,GK,56,57,53,54,59,31,53
Alfie Bendle,England,Colchester,CDM,56,62,40,50,59,52,59
Soufiane Benjdida,Morocco,Standard Liège,ST,56,71,57,48,57,18,49
Lukas Bjorklund,Sweden,Sønderjyske,CM,56,68,45,57,60,37,59
Shawn Blum,Germany,Kaiserslautern,RW,56,74,55,44,61,24,52
Michael Boamah,Finland,HJK Helsinki,CB,56,69,22,37,47,55,61
Isaac Boehmer,Canada,Whitecaps FC,GK,56,58,54,56,53,17,57
Luca Boggemann,Germany,VfL Osnabrück,GK,56,58,60,52,63,24,50
Tom Booth,England,Crewe Alexandra,GK,56,55,55,54,56,29,54
Arif Bosluk,Turkey,Trabzonspor,LB,56,68,36,50,57,53,57
Rhys Bozinovski,Australia,Western United,CDM,56,79,43,50,60,50,57
Keanu Brandt,Germany,Hannover 96 II,LM,56,67,38,52,59,53,48
Alan Brod,Poland,GKS Katowice,MOC,56,63,43,55,55,28,45
Dajaune Brown,England,Derby County,ST,56,71,54,43,58,19,56
Ryan Burke,Ireland,Waterford,LB,56,61,42,54,53,52,59
Tiago Caballero,Paraguay,Club Nacional,ST,56,55,55,43,57,31,50
Frederik Carstensen,Denmark,Sarpsborg 08,RM,56,68,49,51,58,22,43
Yuri Casermeiro,Argentina,Central Córdoba,CB,56,52,22,35,34,55,68
Taylor Charters,England,Carlisle United,LB,56,68,47,55,56,49,64
Carmine Chiappetta,Switzerland,FC Winterthur,LM,56,73,52,48,59,17,43
Leon Chiwome,England,Wolves,ST,56,78,54,43,53,17,54
Matthew Connor,Ireland,Waterford,GK,56,56,57,55,56,24,54
Cui Qi,China,Changchun Yatai,CB,56,63,26,36,41,59,65
William Da Rocha,Norway,KFUM-Kameratene,GK,56,57,55,55,59,27,54
Marcus Dackers,Wales,Morecambe,ST,56,54,55,39,49,22,73
Vignesh Dakshinamurthy,India,Chennaiyin FC,LB,56,69,38,47,51,51,55
Jacob Danquah,Germany,Hannover 96 II,CB,56,52,25,34,29,54,68
Kasper Davidsen,Denmark,AaB,CDM,56,62,36,48,53,53,54
Ebbe De Vlaeminck,Belgium,KV Kortrijk,GK,56,58,57,54,59,19,55
Nevio Di Giusto,Switzerland,FC Zürich,MOC,56,71,51,54,57,52,43
Charles Divialle,France,FC Metz,CB,56,54,34,45,37,57,60
James Dornelly,England,Peterborough,RB,56,67,34,49,56,50,51
Liam Dulson,England,Cheltenham Town,ST,56,75,55,35,50,24,69
Bela Dumrath,Germany,FC St. Gallen,GK,56,58,59,56,55,27,53
Hamza El Dahri,Netherlands,Sparta Rotterdam,MOC,56,66,43,49,63,32,58
Nouri El Harmazi,Netherlands,RKC Waalwijk,MOC,56,58,49,55,56,48,54
Ziad El Sheiwi,Austria,FK Austria Wien,LB,56,74,36,52,64,52,51
Ben Engdahl,Sweden,BK Häcken,RB,56,78,35,44,52,49,52
Detlef Esapa Osong,England,Rotherham Utd,ST,56,61,57,39,51,18,59
Fei Ernanduo,China,Shanghai Shenhua,ST,56,58,55,38,52,19,58
Marcus Ferkranus,United States,Brisbane Roar,CB,56,48,21,37,33,59,60
Mark Ferrie,Scotland,Motherwell,ST,56,72,55,44,59,18,53
Charlie Finney,England,Crewe Alexandra,LB,56,72,46,52,56,50,46
Lasse Flo,Denmark,Vejle Boldklub,RB,56,62,35,51,52,53,51
Shane Flynn,Ireland,Waterford,CB,56,68,41,51,57,57,53
Adam Foley,Ireland,Drogheda United,RM,56,59,57,50,54,44,58
Dustin Forkel,Germany,1. FC Nürnberg,ST,56,69,55,43,54,25,53
Richard Emeka Friday,Nigeria,GAIS,ST,56,80,53,45,57,19,57
Paulo Fritschi,Germany,VfB Stuttgart II,CB,56,56,22,33,47,58,55
Narender Gahlot,India,Odisha FC,RB,56,57,37,46,42,54,70
Joseph Gbode,England,Gillingham,ST,56,84,53,35,54,20,68
Ge Zhen,China,Qingdao W. Coast,RB,56,65,28,47,50,52,63
Martin Gjone,Norway,Sandefjord,CB,56,58,29,40,45,56,59
Aimar Govea,Ecuador,Swansea City,LM,56,66,49,48,61,18,38
Luke Graham,Scotland,Dundee FC,CB,56,61,29,39,43,56,60
Darius Grosu,Romania,FC Gloria Buzău,RB,56,78,32,48,53,48,45
Max Gruger,Germany,FC Schalke 04,CDM,56,63,35,48,54,57,55
Andreas Hegdahl Gundersen,Norway,KFUM-Kameratene,ST,56,77,56,42,53,19,53
Han Feng,China,Cangzhou FC,GK,56,57,54,58,54,51,55
Carlos Harvey,Panama,Minnesota United,CDM,56,53,42,52,54,51,61
Abdulbasit Hawsawi,Saudi Arabia,Damac FC,GK,56,56,55,53,58,30,53
He Zhenyu,China,Changchun Yatai,RM,56,78,54,48,57,33,60
Benjamin Hemcke,Germany,Viktoria Köln,RM,56,64,42,50,58,51,57
Alex Henderson,England,Accrington,MOC,56,70,49,55,57,45,67
Patrick Hickey,United States,Galway United,CB,56,51,26,36,39,55,65
Jackson Hopkins,United States,D.C. United,MOC,56,65,38,55,58,38,60
Ahmed Horaisi,Saudi Arabia,Damac FC,LW,56,72,46,50,62,36,54
Olti Hyseni,Denmark,Sønderjyske,LW,56,75,46,46,63,20,49
Wilfred George Igor,Nigeria,Kristiansund BK,CM,56,64,48,52,54,48,57
Mutellip Iminqari,China,Rongcheng FC,LW,56,59,45,50,59,45,52
Sander Havik Innvaer,Norway,FK Haugesund,RM,56,66,51,50,57,31,55
Tobias Haahr Jakobsen,Denmark,Vejle Boldklub,GK,56,58,56,57,56,36,54
Jang Yeong Woo,"Korea, South",Suwon FC,RB,56,58,46,54,55,53,55
Jang Si Young,"Korea, South",Ulsan Hyundai,RM,56,69,50,46,59,27,47
Tim Janisch,Germany,1. FC Nürnberg,RM,56,69,52,48,59,24,47
Sven Jansen,Netherlands,Go Ahead Eagles,GK,56,58,55,58,56,17,49
Timo Jansink,Netherlands,Heracles Almelo,GK,56,56,59,52,54,26,56
Zan Jevsenak,Slovenia,Pisa,CDM,56,59,34,52,53,53,63
Ji Shengpan,China,Nantong Zhiyun FC,RM,56,71,50,48,57,37,57
Jiang Ning,China,Qingdao Hainiu,CM,56,36,54,59,59,47,51
Oliver Jones,Australia,Macarthur FC,CB,56,62,40,48,51,53,68
Jung Ji Hoon,"Korea, South",GwangJu FC,LM,56,63,51,46,61,22,42
Panagiotis Kattirtzis,Cyprus,APOEL FC,CM,56,63,41,54,60,47,55
Dara Keane,Ireland,Dundalk,CDM,56,66,49,51,58,52,66
Jack Keaney,Ireland,Drogheda United,CB,56,49,46,54,38,55,67
Martin Kern,Hungary,SK Sturm Graz,CM,56,65,38,56,59,48,51
Lalthathanga Khawlhring,India,Odisha FC,CM,56,57,44,55,60,51,63
Kim Dae Woo,"Korea, South",Gangwon FC,CM,56,60,41,53,58,54,70
Kim Gyu Hyeong,"Korea, South",Pohang Steelers,MOC,56,65,52,50,59,35,42
