name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Identifier
James Wilson,England,Northampton,ST,63,70,62,55,61,26,65,jameswilson_ENG
Manuel Wintzheimer,Germany,Rot-Weiss Essen,ST,63,62,62,61,65,27,68,manuelwintzheimer_GER
Tomasz Wojtowicz,Poland,Lechia Gdańsk,LM,63,70,52,60,61,39,63,tomaszwojtowicz_POL
Krzysztof Wolkowicz,Poland,Stal Mielec,LM,63,78,56,60,58,53,67,krzysztofwolkowicz_POL
Tyreik Wright,Ireland,Bradford City,LW,63,84,55,57,63,40,48,tyreikwright_IRE
Will Wright,England,Swindon Town,CB,63,69,52,60,57,61,75,willwright_ENG
D'Margio Wright-Phillips,England,K. Beerschot VA,LW,63,83,59,51,66,28,40,d'margiowright-phillips_ENG
Wu Xinghan,China,Shandong Taishan,RB,63,78,57,60,65,54,67,wuxinghan_CHI
Yang Mingyang,Switzerland,Nantong Zhiyun FC,CM,63,72,48,61,68,53,60,yangmingyang_SWI
Yang Zexiang,China,Shanghai Shenhua,RB,63,75,54,56,58,59,73,yangzexiang_CHI
Lamar Yarbrough,Germany,Aleman. Aachen,CB,63,62,38,43,50,60,77,lamaryarbrough_GER
Anil Yasar,Turkey,Çaykur Rizespor,CB,63,60,22,47,39,62,68,anilyasar_TUR
Mert Yilmaz,Turkey,Antalyaspor,RB,63,83,46,52,66,56,62,mertyilmaz_TUR
Recep Burak Yilmaz,Turkey,Hatayspor,CB,63,62,30,42,46,63,65,recepburakyilmaz_TUR
Ali Youssef,Tunisia,BK Häcken,LW,63,74,56,57,65,36,62,aliyoussef_TUN
Michel Zabaco,Spain,NorthEast United,CB,63,36,39,50,44,62,68,michelzabaco_SPA
Rafik Zekhnini,Norway,Sarpsborg 08,LM,63,87,54,55,66,30,41,rafikzekhnini_NOR
Zhao Honglue,China,Qingdao W. Coast,LB,63,66,35,55,61,60,62,zhaohonglue_CHI
Zheng Kaimu,China,Cangzhou FC,CB,63,65,51,52,54,60,77,zhengkaimu_CHI
Oliwier Zych,Poland,Aston Villa,GK,63,62,64,69,61,23,64,oliwierzych_POL
Kelvin Abrefa,Ghana,Reading,RB,62,76,33,48,59,58,61,kelvinabrefa_GHA
Acerete,Spain,R. Sporting,ST,62,62,66,45,60,24,50,acerete_SPA
Emile Acquah,England,Barrow,ST,62,69,59,41,58,25,75,emileacquah_ENG
Dennis Adeniran,England,St. Mirren,CM,62,70,57,58,62,62,71,dennisadeniran_ENG
Lukas Ahrend,Germany,SSV Ulm 1846,CDM,62,63,40,55,63,61,59,lukasahrend_GER
Rassambek Akhmatov,Russia,FC Gloria Buzău,CDM,62,65,43,55,61,59,66,rassambekakhmatov_RUS
Akinsola Akinyemi,Norway,KFUM-Kameratene,CB,62,64,46,50,55,59,71,akinsolaakinyemi_NOR
Saleh Al Abbas,Saudi Arabia,Al Okhdood,ST,62,77,60,44,62,18,59,salehalabbas_SAU
Ali Al Asmari,Saudi Arabia,Al Ahli,CDM,62,66,56,59,64,57,65,alialasmari_SAU
Khaled Al Blooshi,United Arab Emirates,Al Ain FC,MOC,62,67,50,60,66,44,49,khaledalblooshi_UNI
Abdullah Al Fahad,Saudi Arabia,Al Khaleej,CB,62,73,46,51,55,61,71,abdullahalfahad_SAU
Khalid Al Ghannam,Saudi Arabia,Al Hilal,LM,62,71,53,53,72,29,44,khalidalghannam_SAU
Saeed Al Hamsal,Saudi Arabia,Al Khaleej,RB,62,83,36,48,54,55,67,saeedalhamsal_SAU
Bassam Al Hurayji,Saudi Arabia,Al Ahli,RB,62,67,37,57,60,58,66,bassamalhurayji_SAU
Hamad Al Jayzani,Saudi Arabia,Al Raed,RB,62,75,40,52,54,53,69,hamadaljayzani_SAU
Fahad Al Jumayah,Saudi Arabia,Al Taawoun,RB,62,74,54,59,62,54,56,fahadaljumayah_SAU
Abdulelah Al Khaibari,Saudi Arabia,Al Riyadh,LB,62,73,42,56,55,58,55,abdulelahalkhaibari_SAU
Hamad Al Mansour,Saudi Arabia,Al Nassr,LB,62,69,56,60,61,58,67,hamadalmansour_SAU
Saad Al Mousa,Saudi Arabia,Al Ittihad,CB,62,63,25,51,54,61,69,saadalmousa_SAU
Fawaz Al Qarni,Saudi Arabia,Al Shabab,GK,62,65,59,60,63,44,62,fawazalqarni_SAU
Fahad Al Rashidi,Saudi Arabia,Al Ahli,RM,62,87,58,52,66,39,59,fahadalrashidi_SAU
Mohammed Al Rubaie,Saudi Arabia,Al Hilal,GK,62,67,55,60,63,37,63,mohammedalrubaie_SAU
Rafea Al Ruwaili,Saudi Arabia,Al Orobah,GK,62,63,59,56,62,45,64,rafeaalruwaili_SAU
Ziyad Al Sahafi,Saudi Arabia,Al Riyadh,CB,62,44,56,52,51,59,72,ziyadalsahafi_SAU
Hussain Al Shuwaysh,Saudi Arabia,Al Orobah,CB,62,33,24,45,51,60,78,hussainalshuwaysh_SAU
Yazan Al-Arab,Jordan,FC Seoul,CB,62,58,29,37,42,62,71,yazanal-arab_JOR
Nestor Albiach,Spain,NorthEast United,ST,62,63,63,60,66,25,65,nestoralbiach_SPA
Paolo Alcocer,Bolivia,Universitario,CDM,62,65,51,55,63,61,63,paoloalcocer_BOL
Hussein Ali,Iraq,sc Heerenveen,RB,62,73,34,49,59,58,61,husseinali_IRA
Millenic Alli,Ireland,Exeter City,ST,62,83,61,46,62,20,63,millenicalli_IRE
Matias Almeida,Paraguay,Olimpia,ST,62,69,63,57,63,22,50,matiasalmeida_PAR
Iker Almena,Spain,Al Qadisiyah,RM,62,73,54,56,63,25,46,ikeralmena_SPA
Wildo Alonso,Paraguay,S. Trinidense,LB,62,59,37,53,51,59,59,wildoalonso_PAR
Vitor Meer,Brazil,APOEL FC,LB,62,72,33,59,64,54,58,vitormeer_BRA
Lucas Ambrogio,Argentina,Atlético Tucumán,LM,62,66,63,58,66,32,53,lucasambrogio_ARG
Simon Amin,Syria,Sandefjord,CM,62,67,44,60,64,54,64,simonamin_SYR
Mohamed Amsif,Morocco,Wehen Wiesbaden,GK,62,63,60,60,61,36,61,mohamedamsif_MOR
Jacob Andersen,Denmark,AGF,RB,62,78,34,54,54,58,64,jacobandersen_DEN
Tom Anderson,England,Doncaster,CB,62,34,33,41,38,61,76,tomanderson_ENG
Max Anderson,Scotland,Crawley Town,CM,62,77,57,60,64,54,69,maxanderson_SCO
Prince Aning,Netherlands,B. Dortmund II,LB,62,83,37,54,70,51,53,princeaning_NET
Tobias Anker,Denmark,AGF,CB,62,71,35,50,56,60,73,tobiasanker_DEN
Eugene Ansah,Ghana,FC Dallas,ST,62,79,58,55,67,40,57,eugeneansah_GHA
Niclas Anspach,Germany,Jahn Regensburg,MOC,62,70,51,60,63,31,62,niclasanspach_GER
Stredair Appuah,France,Palermo,LM,62,67,60,56,68,27,41,stredairappuah_FRA
Ylies Aradj,France,Toulouse FC,LB,62,62,33,55,59,58,57,yliesaradj_FRA
Jakub Arak,Poland,GKS Katowice,ST,62,73,56,58,59,37,69,jakubarak_POL
Alex Arancibia,Bolivia,Real Tomayapo,GK,62,62,61,62,61,26,64,alexarancibia_BOL
Guilherme Soares,Portugal,Politehnica Iași,CB,62,53,29,42,44,63,62,guilhermesoares_POR
Alessandro Arena,Italy,Pisa,RM,62,79,55,56,62,35,51,alessandroarena_ITA
Juan Arias,Colombia,Atl. Nacional,CB,62,57,26,40,43,62,64,juanarias_COL
Juan David Arizala,Colombia,Indep. Medellín,RM,62,82,52,49,64,25,50,juandavidarizala_COL
Fynn Arkenberg,Germany,Hannover 96 II,RB,62,58,35,50,53,63,67,fynnarkenberg_GER
Jaures Assoumou,Cote d'Ivoire,ESTAC Troyes,ST,62,68,64,49,65,21,45,jauresassoumou_COT
Astralaga,Spain,FC Barcelona,GK,62,58,61,63,61,24,64,astralaga_SPA
Philip Aukland,Norway,Fredrikstad FK,CB,62,56,26,43,55,63,63,philipaukland_NOR
Jeremy Aymes,France,FC Martigues,GK,62,60,62,61,62,47,62,jeremyaymes_FRA
Alejandro Azocar,Chile,Coquimbo Unido,LM,62,72,59,58,61,22,59,alejandroazocar_CHI
Sanoussy Ba,Germany,Braunschweig,RB,62,74,34,55,65,56,55,sanoussyba_GER
Kwadwo Baah,Germany,Watford,RW,62,81,57,53,65,31,56,kwadwobaah_GER
Boris Babic,Switzerland,FC Lugano,ST,62,81,59,50,64,27,66,borisbabic_SWI
Fin Back,England,Nott'm Forest,RB,62,67,34,54,59,58,63,finback_ENG
Algassime Bah,Guinea,APOEL FC,ST,62,86,56,53,63,27,66,algassimebah_GUI
Bak Jae Yong,"Korea, South",Jeonbuk Hyundai,ST,62,68,61,42,56,24,75,bakjaeyong_KOR
Courtney Baker-Richardson,England,Newport County,ST,62,69,61,43,59,25,71,courtneybaker-richardson_ENG
Ulrich Bapoh,Germany,Aleman. Aachen,MOC,62,72,58,56,65,47,67,ulrichbapoh_GER
Matias Barboza,Spain,Córdoba CF,CB,62,67,47,49,55,61,70,matiasbarboza_SPA
Joselpho Barnes,Ghana,STVV,ST,62,67,62,50,57,27,57,joselphobarnes_GHA
Daniel Bassi,Norway,FK Bodø/Glimt,LW,62,83,49,53,68,46,44,danielbassi_NOR
Zorhan Bassong,Canada,Sporting KC,LB,62,74,35,53,62,58,62,zorhanbassong_CAN
Benedikt Bauer,Germany,Karlsruher SC,LB,62,73,29,51,60,56,59,benediktbauer_GER
Brian Jepthe Bayeye,Congo,Torino,RM,62,76,50,59,60,55,69,brianjepthebayeye_CON
Tom Beadling,England,WS Wanderers,CB,62,56,53,55,58,59,76,tombeadling_ENG
Ayman Benarous,England,Bristol City,MOC,62,72,49,58,68,38,44,aymanbenarous_ENG
Joe Bendik,United States,Whitecaps FC,GK,62,61,60,70,62,35,60,joebendik_UNI
Alessandro Berardi,Italy,Hellas Verona,GK,62,61,58,56,64,50,63,alessandroberardi_ITA
Sofus Berger,Denmark,Viborg FF,MOC,62,72,52,58,65,49,49,sofusberger_DEN
Michele Besaggio,Italy,Brescia,CM,62,69,60,64,69,50,60,michelebesaggio_ITA
Elias Bethke,Germany,Energie Cottbus,GK,62,65,59,60,62,18,60,eliasbethke_GER
Owen Bevan,Wales,AFC Bournemouth,CB,62,60,33,43,47,62,63,owenbevan_WAL
William Bianda,France,Laval MFC,CB,62,51,28,42,49,60,69,williambianda_FRA
Jan Bieganski,Poland,Sivasspor,CDM,62,61,48,52,55,61,72,janbieganski_POL
Harrison Biggins,England,Carlisle United,CM,62,54,56,60,63,57,65,harrisonbiggins_ENG
Elis Bishesari,Sweden,IFK Göteborg,GK,62,64,61,66,63,27,61,elisbishesari_SWE
Joannes Bjartalid,Faroe Islands,Fredrikstad FK,ST,62,70,61,49,60,24,62,joannesbjartalid_FAR
Axel Bjornstrom,Sweden,AIK,LB,62,73,45,56,60,55,66,axelbjornstrom_SWE
Adrian Blake,England,FC Utrecht,LM,62,79,54,52,66,25,41,adrianblake_ENG
Shane Blaney,Ireland,Motherwell,CB,62,50,42,51,43,61,72,shaneblaney_IRE
Vladislav Blanuta,Moldova,FC Univ. Cluj,ST,62,66,60,42,60,25,64,vladislavblanuta_MOL
Davor Blazevic,Sweden,Hammarby IF,GK,62,63,57,55,66,26,61,davorblazevic_SWE
Tom Bloxham,England,Shrewsbury,RM,62,77,59,53,61,27,67,tombloxham_ENG
Hiram Boateng,England,Mansfield Town,CM,62,68,60,62,63,58,71,hiramboateng_ENG
Ben Bobzien,Germany,Austria Klagenfurt,RW,62,63,60,56,69,29,46,benbobzien_GER
Luca Bolay,Germany,Preußen Münster,LB,62,71,38,58,60,55,53,lucabolay_GER
Antonio Bordusanu,Romania,FC Dinamo 1948,RW,62,77,54,55,65,31,50,antoniobordusanu_ROM
Raphael Borges Rodrigues,Australia,Coventry City,LM,62,84,52,50,66,35,68,raphaelborgesrodrigues_AUS
Subhasish Bose,India,Mohun Bagan SG,CB,62,68,28,48,54,59,79,subhasishbose_IND
Ismail Bouneb,France,Havre AC,MOC,62,66,52,61,67,38,50,ismailbouneb_FRA
Elyas Bouzaiene,Sweden,Västerås SK,RB,62,74,39,58,61,56,60,elyasbouzaiene_SWE
Harry Boyes,England,Sheffield Utd,LB,62,71,44,55,62,57,54,harryboyes_ENG
Roko Brajkovic,Croatia,Hajduk Split,RM,62,79,60,52,67,26,60,rokobrajkovic_CRO
Mario Briceno,Chile,Huachipato,RW,62,77,60,52,66,41,54,mariobriceno_CHI
Jose Briceno,Bolivia,Always Ready,ST,62,61,65,57,60,31,61,josebriceno_BOL
Maximiliano Brito,Uruguay,Dep. Riestra,ST,62,51,60,46,49,28,73,maximilianobrito_URU
Nathan Buayi-Kiala,France,AJ Auxerre,CM,62,63,54,62,62,59,57,nathanbuayi-kiala_FRA
Trent Buhagiar,Australia,Brescia,ST,62,93,57,52,62,33,64,trentbuhagiar_AUS
Aleksander Buksa,Poland,Górnik Zabrze,ST,62,58,62,48,61,23,61,aleksanderbuksa_POL
Harry Burgoyne,England,Morecambe,GK,62,63,62,62,63,34,61,harryburgoyne_ENG
Antonee Burke-Gilroy,Australia,Brisbane Roar,LB,62,79,50,57,63,54,61,antoneeburke-gilroy_AUS
Ronald Bustos,Bolivia,The Strongest,RB,62,74,53,55,58,56,66,ronaldbustos_BOL
Neill Byrne,Ireland,Bradford City,CB,62,45,26,38,45,61,73,neillbyrne_IRE
Valdemar Byskov,Denmark,FC Midtjylland,LM,62,70,51,60,64,39,40,valdemarbyskov_DEN
Abraham Cabrera,Bolivia,Nacional Potosí,CB,62,53,30,46,56,63,64,abrahamcabrera_BOL
Jake Cain,England,Swindon Town,CM,62,64,57,60,64,58,60,jakecain_ENG
Joe Caletti,Australia,Brisbane Roar,CDM,62,60,43,58,64,57,53,joecaletti_AUS
Andre Calisir,Armenia,Brommapojkarna,CB,62,45,34,54,58,62,68,andrecalisir_ARM
Carlos Calzadilla,Venezuela,Dep. Táchira,RW,62,77,50,56,64,51,59,carloscalzadilla_VEN
Amady Camara,Mali,SK Sturm Graz,ST,62,74,62,55,62,22,60,amadycamara_MAL
Mamadi Camara,Guinea-Bissau,Reading,MOC,62,73,51,58,65,42,41,mamadicamara_GUI
Christian Camarillo,Venezuela,Metropolitanos,CB,62,65,26,36,39,62,67,christiancamarillo_VEN
Axel Camblan,France,Stade Brestois,LW,62,76,54,60,66,41,40,axelcamblan_FRA
Kyle Cameron,Scotland,St. Johnstone,CB,62,54,38,46,55,60,73,kylecameron_SCO
Tyreece Campbell,England,Charlton Ath,LW,62,81,56,53,65,27,52,tyreececampbell_ENG
Matias Campos,Chile,Everton,ST,62,47,65,45,57,27,64,matiascampos_CHI
Tim Campulka,Germany,Energie Cottbus,CB,62,52,31,48,45,64,64,timcampulka_GER
Marco Camus,Spain,Valencia CF,LM,62,69,56,58,63,32,50,marcocamus_SPA
Phillip Cancar,Australia,Newcastle Jets,CB,62,66,32,48,50,59,78,phillipcancar_AUS
Ezequiel Cannavo,Argentina,Defensa,RB,62,67,52,61,63,55,62,ezequielcannavo_ARG
Erick Cano,Bolivia,Universitario,LW,62,75,47,57,62,38,73,erickcano_BOL
Juan Cardozo,Paraguay,Argentinos Jrs.,CM,62,61,55,60,64,59,66,juancardozo_PAR
Tobias Carlsson,Sweden,IK Sirius,CB,62,51,26,44,44,63,69,tobiascarlsson_SWE
Tom Carroll,England,MK Dons,CM,62,55,58,65,66,62,51,tomcarroll_ENG
Harvey Cartwright,England,Hull City,GK,62,62,65,57,64,29,58,harveycartwright_ENG
Niklas Castelle,Germany,SSV Ulm 1846,ST,62,72,61,48,66,20,55,niklascastelle_GER
Tome Sousa,Portugal,Boavista FC,GK,62,60,58,63,68,30,61,tomesousa_POR
Erdem Cetinkaya,Turkey,Kasımpaşa,RW,62,72,59,54,67,30,54,erdemcetinkaya_TUR
Ellis Chapman,England,Sligo Rovers,MOC,62,66,60,61,62,53,66,ellischapman_ENG
Noah Chilvers,England,Ross County,CM,62,79,60,62,64,54,67,noahchilvers_ENG
Cho Hyun Taek,"Korea, South",Gimcheon Sangmu,LB,62,72,39,52,61,57,61,chohyuntaek_KOR
Mateusz Cholewiak,Poland,Puszcza,LM,62,83,60,55,60,57,68,mateuszcholewiak_POL
Frederik Christensen,Denmark,Brommapojkarna,LM,62,69,51,58,61,55,62,frederikchristensen_DEN
Yunus Emre Cift,Turkey,Samsunspor,CB,62,61,31,36,42,63,66,yunusemrecift_TUR
Baldovino Cimino,Italy,Cosenza,RB,62,78,46,54,60,59,59,baldovinocimino_ITA
Andrei Ciobanu,Romania,Farul Constanța,MOC,62,68,60,63,64,33,53,andreiciobanu_ROM
Thomas Claes,Belgium,KRC Genk,CM,62,63,51,66,65,36,55,thomasclaes_BEL
Bobby Clark,England,RB Salzburg,CM,62,68,54,62,69,50,56,bobbyclark_ENG
Mitch Clark,Wales,Port Vale,RB,62,72,44,54,60,56,67,mitchclark_WAL
Max Clark,England,Gillingham,LB,62,71,46,57,59,57,69,maxclark_ENG
Ollie Clarke,England,Swindon Town,CM,62,65,61,59,62,58,75,ollieclarke_ENG
Gabriel Cleur,Australia,WS Wanderers,RB,62,61,40,52,57,59,66,gabrielcleur_AUS
Ben Close,England,Doncaster,CM,62,69,60,61,62,58,64,benclose_ENG
Ionut Coada,Romania,Unirea Slobozia,CDM,62,61,54,56,59,59,65,ionutcoada_ROM
Ryan Colclough,England,Chesterfield,LM,62,72,57,57,63,29,57,ryancolclough_ENG
Marius Coman,Romania,Sepsi OSK,ST,62,64,62,48,59,30,64,mariuscoman_ROM
Mattia Compagnon,Italy,Catanzaro,ST,62,68,63,60,69,27,44,mattiacompagnon_ITA
Mark Connolly,Ireland,Derry City,CB,62,39,36,49,43,61,71,markconnolly_IRE
James Connolly,Wales,Crewe Alexandra,CB,62,57,28,47,51,61,70,jamesconnolly_WAL
Dion Conroy,England,Crawley Town,CB,62,55,28,49,57,61,72,dionconroy_ENG
Cameron Cook,Australia,Perth Glory,GK,62,61,60,64,64,30,63,cameroncook_AUS
Lucas Copado,Germany,Energie Cottbus,ST,62,60,65,53,68,22,45,lucascopado_GER
Dean Cornelius,Scotland,Harrogate Town,CDM,62,73,48,61,63,57,62,deancornelius_SCO
Sam Cosgrove,England,Barnsley,ST,62,53,64,49,56,27,77,samcosgrove_ENG
Liam Coyle,Northern Ireland,Accrington,CDM,62,61,50,55,62,59,69,liamcoyle_NOR
Tristan Crama,France,Exeter City,CB,62,59,31,46,53,62,65,tristancrama_FRA
Charlie Crew,Wales,Leeds United,CDM,62,64,33,57,61,57,59,charliecrew_WAL
Federico Cristoforo,Uruguay,S. Ameliano,GK,62,60,60,63,64,27,66,federicocristoforo_URU
Joan Cruz,Chile,Everton,MOC,62,66,58,60,65,23,42,joancruz_CHI
Victor Cuellar,Bolivia,The Strongest,CM,62,65,57,59,60,54,62,victorcuellar_BOL
Francesco D'Alessio,Italy,Cittadella,CM,62,63,46,62,64,58,54,francescod'alessio_ITA
Cipriano,Brazil,APOEL FC,CB,62,59,36,41,45,60,72,cipriano_BRA
Silva,Brazil,Yverdon Sport FC,CDM,62,69,47,60,60,59,63,silva_BRA
Adam Daghim,Denmark,RB Salzburg,ST,62,81,58,53,67,50,65,adamdaghim_DEN
Christian Dalle Mura,Italy,Cosenza,CB,62,55,30,45,42,65,61,christiandallemura_ITA
Matty Daly,England,Harrogate Town,MOC,62,65,57,61,63,53,58,mattydaly_ENG
Dawda,Spain,CD Tenerife,RM,62,72,58,60,63,30,53,dawda_SPA
Emmanuel Danso,Ghana,Strømsgodset IF,CDM,62,73,39,59,65,58,53,emmanueldanso_GHA
Riku Danzaki,Japan,Western United,RM,62,80,56,56,64,29,53,rikudanzaki_JAP
Gabriel David,Romania,FC Botoșani,CM,62,72,57,59,65,48,61,gabrieldavid_ROM
Archie Davies,England,Carlisle United,RB,62,72,41,57,60,56,64,archiedavies_ENG
Ronaldo De Jesus,Paraguay,Cerro Porteño,CB,62,52,38,47,46,61,69,ronaldodejesus_PAR
Geovane Jesus,Brazil,FC Dallas,RB,62,81,39,44,58,60,63,geovanejesus_BRA
Tika de Jonge,Netherlands,FC Groningen,LM,62,68,57,62,62,31,42,tikadejonge_NET
Tibe De Vlieger,Belgium,KAA Gent,MOC,62,67,67,63,64,36,41,tibedevlieger_BEL
Ryan Delaney,Ireland,Swindon Town,CB,62,48,28,42,41,61,75,ryandelaney_IRE
Jacopo Desogus,Italy,Cittadella,MOC,62,76,61,58,69,28,49,jacopodesogus_ITA
Adam Devine,Scotland,Rangers,RB,62,65,44,54,63,56,61,adamdevine_SCO
Dawson Devoy,Ireland,Bohemians,CM,62,63,54,61,63,56,63,dawsondevoy_IRE
Lautaro Di Lollo,Argentina,Boca Juniors,CB,62,61,30,37,36,63,70,lautarodilollo_ARG
Fabio Di Michele Sanchez,Germany,Braunschweig,LB,62,75,35,54,60,57,66,fabiodimichelesanchez_GER
Alan Di Pippa,Argentina,Cerro Largo,CDM,62,63,41,57,56,58,60,alandipippa_ARG
Cheick Mamadou Diabate,Cote d'Ivoire,Wolfsberger AC,CB,62,68,27,41,40,63,62,cheickmamadoudiabate_COT
Pedro Diaz,Peru,ADT,GK,62,60,63,61,60,35,62,pedrodiaz_PER
Carlos Diaz,Venezuela,Metropolitanos,CB,62,55,25,46,43,62,62,carlosdiaz_VEN
Timothee Dieng,France,Gillingham,CM,62,52,56,58,59,61,78,timotheedieng_FRA
Daan Dierckx,Belgium,Standard Liège,CB,62,53,31,47,50,62,62,daandierckx_BEL
Oumar Diouf,Senegal,Çaykur Rizespor,ST,62,73,64,51,59,24,54,oumardiouf_SEN
James Donachie,Australia,Western United,CB,62,47,32,48,43,61,74,jamesdonachie_AUS
Marian Draghiceanu,Romania,Sepsi OSK,MOC,62,69,55,61,64,29,48,mariandraghiceanu_ROM
Freddie Draper,England,Lincoln City,ST,62,63,60,51,60,34,76,freddiedraper_ENG
Jed Drew,Australia,Macarthur FC,LM,62,90,53,53,62,40,65,jeddrew_AUS
Diego Duarte,Paraguay,Club Nacional,ST,62,72,65,48,62,18,60,diegoduarte_PAR
Razvan Ducan,Romania,Farul Constanța,GK,62,62,60,64,64,33,60,razvanducan_ROM
Olivier Dumont,Belgium,STVV,CM,62,63,48,65,65,54,55,olivierdumont_BEL
Marco Ehmann,Romania,Stal Mielec,CB,62,78,25,39,46,58,72,marcoehmann_ROM
Kai Eisele,Germany,Unterhaching,GK,62,65,61,61,64,19,60,kaieisele_GER
Omar El Sawy,Romania,Sepsi OSK,MOC,62,80,55,58,67,33,46,omarelsawy_ROM
Callan Elliot,New Zealand,Auckland FC,RB,62,76,48,57,64,54,64,callanelliot_NEW
Marius Elvius,Denmark,Vejle Boldklub,RB,62,79,54,55,63,55,69,mariuselvius_DEN
Ole Enersen,Norway,Strømsgodset IF,LW,62,88,47,56,65,47,60,oleenersen_NOR
Martin Ens,Germany,SC Paderborn 07,CB,62,64,40,53,56,61,65,martinens_GER
Tim Erlandsson,Sweden,Halmstads BK,GK,62,58,63,72,59,29,60,timerlandsson_SWE
Lee Erwin,Scotland,HJK Helsinki,ST,62,67,61,51,61,27,63,leeerwin_SCO
Josue Escartin,France,Red Star FC,CB,62,62,30,46,44,63,61,josueescartin_FRA
Marco Esteban,Spain,R. Oviedo,CB,62,65,25,53,58,61,62,marcoesteban_SPA
Connor Evans,Wales,MK Dons,CM,62,74,60,60,64,56,62,connorevans_WAL
Junior Eyamba,Switzerland,Śląsk Wrocław,ST,62,62,60,54,58,36,67,junioreyamba_SWI
Imoh Ezekiel,Nigeria,UTA Arad,ST,62,57,63,59,65,30,56,imohezekiel_NIG
Mo Faal,Gambia,Wrexham,ST,62,73,59,44,61,24,70,mofaal_GAM
Aslak Falch,Norway,FK Haugesund,GK,62,62,60,57,63,35,60,aslakfalch_NOR
Jean Falconi,Peru,ADT,RB,62,65,26,51,57,58,58,jeanfalconi_PER
Muath Faqihi,Saudi Arabia,Al Ittihad,LB,62,75,35,48,55,58,70,muathfaqihi_SAU
Christian Marques,Portugal,Yverdon Sport FC,CB,62,52,37,53,49,64,60,christianmarques_POR
Nehemiah Fernandez,France,USL Dunkerque,CB,62,59,36,51,53,61,64,nehemiahfernandez_FRA
Jesus Fernandez,Spain,Politehnica Iași,GK,62,61,64,58,59,48,58,jesusfernandez_SPA
Diego Ferraresso,Bulgaria,FC Gloria Buzău,LB,62,63,25,55,62,58,67,diegoferraresso_BUL
Marcelo Ferreira,Paraguay,Sportivo Luqueño,ST,62,51,63,54,63,25,64,marceloferreira_PAR
Nuno Matos,Portugal,SC Braga,CB,62,56,26,28,39,66,63,nunomatos_POR
Nick Fichtinger,Netherlands,PEC Zwolle,CM,62,61,50,60,63,55,59,nickfichtinger_NET
Marcelo Filla,Chile,Cobresal,RB,62,71,28,57,61,57,58,marcelofilla_CHI
Jonathan Fischer,Denmark,Fredrikstad FK,GK,62,64,63,62,63,24,65,jonathanfischer_DEN
Franchesco Flores,Peru,UCV,MOC,62,67,59,60,63,37,46,franchescoflores_PER
Matty Foulds,England,Harrogate Town,LB,62,69,36,56,56,58,71,mattyfoulds_ENG
Melkamu Frauendorf,Germany,Hannover 96 II,RM,62,85,50,53,64,22,48,melkamufrauendorf_GER
Orrin McKinze Gaines,United States,Houston Dynamo,RM,62,89,55,53,62,26,56,orrinmckinzegaines_UNI
Sean Gannon,Ireland,Shelbourne,RB,62,59,51,54,58,61,67,seangannon_IRE
Gary Gardner,England,Cambridge Utd,CM,62,49,63,65,60,64,68,garygardner_ENG
Sekou Gassama,Mali,Al Ain FC,MOC,62,72,55,58,62,34,47,sekougassama_MAL
Filimon Gerezgiher,Germany,SV Elversberg,RM,62,79,57,56,64,36,61,filimongerezgiher_GER
Andrei Gheorghita,Romania,Politehnica Iași,LM,62,72,57,56,66,33,57,andreigheorghita_ROM
Liam Gibson,England,Harrogate Town,CB,62,68,35,53,57,61,68,liamgibson_ENG
Diego Gil,Venezuela,Carabobo FC,GK,62,62,60,58,62,33,60,diegogil_VEN
Alex Gilliead,England,Shrewsbury,CM,62,73,56,58,64,57,73,alexgilliead_ENG
Zak Gilsenan,Ireland,Blackburn Rovers,LM,62,72,53,59,66,41,43,zakgilsenan_IRE
Romeo Giovannini,Italy,Modena,MOC,62,75,62,59,64,36,54,romeogiovannini_ITA
Stefano Girelli,Italy,Sampdoria,CM,62,63,48,57,67,50,46,stefanogirelli_ITA
Anthony Glennon,England,Newport County,LB,62,75,47,61,60,54,68,anthonyglennon_ENG
Alan Gomez,Paraguay,Club Nacional,ST,62,63,61,54,60,32,59,alangomez_PAR
Christian Gomis,Senegal,FC Winterthur,ST,62,73,64,47,61,27,51,christiangomis_SEN
Tidiam Gomis,France,SM Caen,LM,62,75,52,54,68,25,49,tidiamgomis_FRA
Taras Gomulka,Australia,Perth Glory,CDM,62,65,52,59,59,59,64,tarasgomulka_AUS
Ben Goodliffe,England,Colchester,CB,62,54,25,42,45,60,78,bengoodliffe_ENG
Owen Goodman,England,AFC Wimbledon,GK,62,64,59,64,64,38,59,owengoodman_ENG
Kellan Gordon,England,Notts County,RB,62,80,50,55,60,55,66,kellangordon_ENG
Kaide Gordon,England,Norwich,RW,62,71,57,54,67,25,44,kaidegordon_ENG
Felix Gottlicher,Germany,Hannover 96 II,CB,62,60,30,37,47,60,72,felixgottlicher_GER
Gori,Spain,Real Zaragoza,CM,62,73,56,60,66,57,60,gori_SPA
Kieran Green,England,Grimsby Town,CDM,62,62,47,51,57,58,72,kierangreen_ENG
Aaron Greene,Ireland,Shamrock Rovers,ST,62,76,61,54,61,41,68,aarongreene_IRE
Dragos Grigore,Romania,FC Gloria Buzău,CB,62,36,54,54,43,61,62,dragosgrigore_ROM
Jamie Grimes,England,Chesterfield,CB,62,52,28,44,43,61,71,jamiegrimes_ENG
